Open,High,Low,Close,Price_5,Price_10,Price_20,Price_60,Price_120,Volume,Volume_5,Volume_10,Volume_20,Volume_60,Volume_120,Volume Ratio,OBV,MACD,MACD_Signal,Momentum,Momentum_Signal,William_R,William_D,Psychology,Psychology_Signal,MFI,MFI_Signal,RSI,RSI_Signal
18500,18550,18150,18500,18440,18070,18087.5,20425.83,19089.58,99525,188862.6,180506.9,233723.6,345344.62,324562.19,110.03,-1815040,-382.55,-598.45,1300,5.54,-0.2045,-0.2193,0.5,0.527,76.63,62.4,0.63,0.5135
18600,18700,18350,18500,18520,18165,18092.5,20374.17,19243.75,125889,157460,172473.5,223853.3,343330.78,325611.27,127.81,-1815040,-335.03,-545.76,650,134.43,-0.2045,-0.2119,0.5,0.5237,75.79,65.08,0.5747,0.5257
18550,18850,18350,18850,18560,18325,18097.5,20320,19400.83,130740,138767.4,164634.6,216465,340941.45,326700.77,120.29,-1684300,-266.05,-489.82,900,287.54,-0.0455,-0.1287,0.6,0.5332,73.5,66.76,0.5978,0.5401
18700,19000,18550,18650,18590,18410,18097.5,20247.5,19556.25,108486,126887,156382.8,212762.2,331212.58,327604.82,125,-1792786,-224.94,-436.84,550,340.04,-0.1556,-0.1421,0.5,0.5291,71.72,67.76,0.5591,0.5439
18500,18650,18300,18550,18610,18445,18130,20170,19710.83,105831,114094.2,155369.9,202858.9,328405.17,328486.74,139.63,-1898617,-198.14,-389.1,150,302.03,-0.2,-0.1711,0.4,0.5129,64,67,0.5169,0.5385
18600,18600,18000,18000,18510,18475,18137.5,20084.17,19860.83,192607,132710.6,160786.6,201320.8,326908.48,330091.8,142.21,-2091224,-218.76,-355.03,450,331.62,-0.4444,-0.3078,0.4,0.4988,64.28,66.46,0.5542,0.5417
17950,19300,17950,19200,18650,18585,18237.5,20014.17,20020.83,313752,170283.2,163871.6,201957.25,328804.27,332706.4,196.7,-1777472,-136.69,-311.37,1950,655.3,-0.0392,-0.1735,0.4,0.4865,74.54,68.08,0.6931,0.5719
19100,19150,18700,18750,18630,18595,18282.5,19928.33,20177.08,141480,172431.2,155599.3,197049.85,323086.53,333885.4,162.24,-1918952,-106.74,-270.44,950,714.24,-0.3235,-0.2485,0.3,0.4632,74.14,69.29,0.596,0.5767
18650,19050,18450,18550,18610,18600,18312.5,19835,20331.67,109018,172537.6,149712.3,182991.7,319903.1,334793.88,127.06,-2027970,-98.01,-235.95,350,641.39,-0.4412,-0.3448,0.3,0.4428,69.33,69.3,0.5368,0.5688
18550,18800,18350,18500,18600,18605,18332.5,19726.67,20485.83,80569,167485.2,140789.7,172969.05,313243.57,335465.29,104.41,-2108539,-94.04,-207.57,800,673.11,-0.4848,-0.4148,0.3,0.4249,70.95,69.63,0.593,0.5736
18400,18750,18350,18450,18690,18600,18335,19651.67,20639.58,64046,141773,137241.8,158874.35,274246.35,335999.01,80.9,-2172585,-93.84,-184.82,350,608.49,-0.6296,-0.5222,0.2,0.3968,64.78,68.66,0.5443,0.5678
18650,19100,18400,19100,18670,18660,18412.5,19591.67,20798.75,136639,106350.4,138316.8,155395.15,266990.55,337137.67,100.48,-2035946,-40.77,-156.01,450,576.79,-0.1481,-0.3352,0.3,0.3847,63.26,67.58,0.5556,0.5653
19000,19400,19000,19350,18790,18710,18517.5,19536.67,20960,117485,101551.4,136991.3,150812.95,265090.6,338116.71,124.91,-1918461,21.22,-120.57,850,631.43,-0.0345,-0.1848,0.3,0.3741,62.38,66.54,0.6024,0.5727
19400,19600,19100,19600,19000,18805,18607.5,19480.83,20945.42,166247,112997.2,142767.4,149575.1,263007.2,335939.08,123.06,-1752214,89.49,-78.56,1150,735.15,0,-0.0924,0.4,0.3773,71.29,67.49,0.6322,0.5846
19600,20200,19600,20000,19300,18950,18697.5,19454.17,20939.58,177365,132356.4,149920.8,152645.35,254482.42,333943.99,127.64,-1574849,173.86,-28.07,1500,888.12,-0.0889,-0.0907,0.5,0.3927,72.61,68.51,0.6596,0.5996
19800,19950,18850,19300,19470,19080,18777.5,19424.17,20937.92,192099,157967,149870,155328.3,248539.3,331701.57,122.73,-1766948,182.14,13.97,800,870.49,-0.4,-0.2453,0.5,0.4061,63.94,67.6,0.5741,0.5945
19100,19500,18950,19200,19490,19080,18832.5,19374.17,20931.67,80665,146772.2,126561.3,145216.45,245473.15,330641.68,96.85,-1847613,178.58,46.89,350,766.4,-0.4444,-0.3449,0.4,0.4053,58.97,65.87,0.534,0.5824
19200,19450,18900,18950,19410,19100,18847.5,19318.33,20919.17,73544,137984,119767.7,137683.5,242917.52,329872.13,77.77,-1921157,153.81,68.28,300,673.12,-0.5556,-0.4502,0.4,0.4047,54.49,63.6,0.5288,0.5717
18950,19200,18800,18850,19260,19130,18865,19264.17,20909.58,79188,120572.2,116784.7,133248.5,240756.33,329264.34,82.5,-2000345,124.68,79.56,300,598.49,-0.6,-0.5251,0.4,0.4041,55.17,61.91,0.5288,0.5631
18850,19000,18100,18300,18920,19110,18857.5,19209.17,20887.5,214352,127969.6,130163,135476.35,242507.72,327873.83,80.06,-2214697,56.55,74.96,300,538.79,-0.8444,-0.6848,0.4,0.4036,54.49,60.43,0.5288,0.5563
18450,18600,18150,18250,18710,19090,18845,19150.83,20864.58,141056,117761,137864,137552.9,242003.67,327305.91,67.15,-2355753,-1.45,59.67,-950,241.04,-0.9286,-0.8067,0.4,0.4031,42.34,56.81,0.3827,0.5216
