Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock
23700,85800,179500,33550,84600,33050,82500,161500,52000,171500,64600,5800,346000,19750,88800,132000,35400,68700,3090,560000,37700,6610,370000,24950,8480,53300,42900,183000,100000,32400,214000,20850,77000,73600,17850,5310,48350,136500,44350,6800,5040,254000,34800,338000,136000,158000,11700,27550,106000,34700,37050,46300,312500,64700,29700,501000,1337000,24000,14000,25600,909000,26650,274500,269000,21950,292000,11600,78100,45100,12350,23700,16600,27950,4000,116500,11850,8180,78700,72500,52100,9350,174000,208500,26950,19450,85600,102500,198500,63400,73700,172000,136000,137000,246500,97500,25800,810000,83000,24600
24100,85400,178000,33400,84300,32550,82700,159000,52100,162500,65200,5870,343000,18950,87600,132000,34350,68500,3080,559000,37050,6650,370000,24800,8440,51900,42700,180000,99400,33050,206000,20600,78300,71700,17600,5300,47600,136000,44100,6630,4945,253000,33750,339500,134000,150000,11750,26850,105500,35000,36050,46400,316000,64700,29300,499000,1277000,23900,14050,24700,912000,26500,274500,269500,21750,286000,11500,78200,45050,11900,23300,16250,27850,3770,116000,11800,8110,77500,71000,53000,9450,174000,203000,26850,19300,84700,104500,194000,63300,74200,170500,135000,134500,245500,97400,25600,815000,81700,24200
25250,88300,186500,34600,86000,33750,86100,159500,53100,168000,66800,6100,351000,19450,90300,136000,35000,69900,3230,572000,38150,6980,380500,25850,8820,52900,44000,185000,103000,34300,209500,21450,78500,74400,18050,5320,49850,141000,45000,6735,5100,257000,34900,346000,136500,155000,11750,27650,111000,35850,37500,48250,319000,67000,30200,516000,1345000,24800,14350,24450,943000,27300,282500,279000,22300,286500,12000,79500,46400,12250,23800,16700,28200,3770,118000,12300,8300,79700,73800,48650,9580,179000,205500,27900,19850,88700,108500,205000,62800,77500,174500,137000,137000,254000,101000,27300,819000,84800,25300
25250,87300,188500,34350,84100,32250,84800,157500,53000,164000,66600,6080,346000,19500,88500,132000,35400,69500,3210,574000,38450,6890,381500,25300,9020,51400,44000,183000,98700,35350,212000,21300,78300,73300,18500,5320,49450,140500,45900,6745,5000,253500,34700,338000,128000,154500,11650,27150,105000,35550,37500,46650,318500,66600,29800,504000,1321000,24600,14350,24400,920000,26750,281500,276000,22550,309500,11900,78800,45900,12200,24000,16650,27650,3770,116500,12050,8270,79700,72600,48500,9500,177500,205500,27650,19850,86600,113500,193000,62700,78500,175500,137000,137500,252500,101500,27300,802000,85100,24900
24250,88200,185000,35800,84900,32500,86800,159000,54100,161000,66900,6270,349500,18700,90500,129500,36000,70300,3270,577000,37850,6930,380500,25950,9470,52000,43700,186000,98500,37050,216500,21950,78900,73100,19000,5290,50000,139500,44550,6720,5080,257000,34850,329000,125500,157000,11700,27450,105000,35250,37500,48000,297000,67500,30050,506000,1264000,25000,14300,25350,888000,26650,274000,270000,22350,293000,11750,79500,46200,12350,24050,16350,27400,3880,116500,12300,8400,81000,71900,49200,9280,176000,206500,28150,20050,87700,107000,184000,62200,79700,179500,138000,134500,257000,95600,27250,793000,84700,25400
24700,89400,186000,33300,85400,33050,88000,162500,54000,166500,67900,6440,355000,18550,93700,130500,37100,72000,3345,587000,38500,6780,385000,26700,9710,52900,44200,190500,100000,35050,220500,22500,76000,75300,19450,5230,51900,143500,43000,6730,5240,260000,36000,332000,126000,162000,11750,27850,107000,37000,37900,49050,291500,68800,30800,512000,1287000,25500,14700,25600,857000,27150,263500,249500,22600,293000,11750,80600,47100,12300,23650,16300,27750,3855,120000,12550,8640,81700,73300,47850,9410,177000,206000,28600,20300,87700,110000,185500,59000,78200,183500,140000,134500,262000,97200,28200,801000,85400,26100
24550,91600,187500,32550,86200,33400,83800,163000,54000,167000,67700,6530,355000,18350,93300,129000,39150,70900,3360,571000,38850,6730,377000,26100,9900,52300,44750,186500,100000,34500,217500,21700,72600,76100,19300,5230,50600,145000,42650,6715,5420,265500,35250,338000,126000,161000,11700,28050,107500,37150,37500,49750,287500,67800,30750,491000,1274000,26400,14900,25650,832000,27250,263500,247500,22750,308500,11700,81700,46800,12200,23500,16600,27550,3760,121500,12150,8810,81700,76500,47850,9620,177000,205500,28150,20250,87800,112000,188000,57900,74600,171000,139500,134000,256000,97200,27400,810000,86000,26550
24350,90200,191000,33100,86800,33250,85000,162500,54100,169500,68000,6470,359500,18450,91700,131500,38200,72300,3365,584000,39000,6720,384500,26550,9820,52200,44450,187000,100500,34850,216500,21550,72100,79100,19250,5210,50500,144500,42250,6700,5370,264500,35000,337000,126000,161500,11700,28250,107000,37400,38000,49500,289500,68200,31000,491500,1288000,26350,15250,24950,866000,27650,263000,251000,22750,318000,11900,82300,46500,12200,23400,16700,27900,3495,122000,12000,8820,82200,73900,49000,9880,180500,207000,28400,20350,87700,114000,190000,58200,77500,166500,141000,136500,258000,97700,28850,824000,86300,25900
24100,89800,187500,33250,85400,34250,84500,163000,54000,169500,68200,6410,366000,19000,92500,132000,36000,74000,3315,576000,38800,6720,376000,26550,9880,52100,45600,187500,101500,35400,222000,22100,68800,72800,19750,5200,52000,141500,42500,7125,5360,266500,35700,336500,116500,167500,11700,28850,112000,36200,38200,51000,293500,65200,32000,487500,1300000,25100,15300,24950,875000,28400,263000,243500,23350,307000,11700,82600,46950,12350,23650,17150,28400,3575,124000,12150,8900,84000,72800,48150,10050,180500,209000,28800,20850,88700,111000,195000,57200,77000,171000,141500,130000,262000,96900,29100,826000,88700,24450
23600,84700,178000,31350,82000,32200,80100,155500,51600,160000,66000,6050,342000,17250,86300,124000,33800,72500,3175,549000,37450,6320,348500,25350,9640,49900,45550,175000,97000,33000,216000,20750,60900,68900,19000,5060,50200,134500,41000,6790,5100,256000,33250,316500,106500,160500,11550,26550,104000,35600,36200,48650,274000,62900,29500,428000,1270000,24400,13700,23400,810000,25650,252500,231500,22250,304000,11000,79300,44750,12000,22700,15800,27250,3370,112000,11500,8310,80100,69000,44550,9420,169500,201000,27400,19900,83200,108000,187000,53200,69000,165000,136500,128000,247500,92600,24650,808000,85100,22500
24850,87900,184000,33900,85200,35000,85600,161000,55000,173000,69100,6710,366500,18500,94600,131500,32900,76700,3375,582000,38950,6840,379500,26800,9920,52300,45900,186500,103500,34800,231000,22750,64600,72000,19800,5270,54100,141000,40200,6655,5160,257500,34650,328500,115000,168000,11500,27800,110000,38150,37700,52400,297500,67800,31150,462000,1325000,24900,14350,26100,824000,27750,266000,242000,23800,279000,11650,83200,46900,12600,23800,17000,28550,3625,108500,12450,8590,85200,74000,46700,10200,179000,208500,28800,21150,87700,114000,206000,58200,70600,176500,143500,137500,268000,95500,26800,805000,91700,23650
25850,91500,193000,35500,88500,35700,89600,164500,56000,167000,71300,6930,373000,18050,99000,132000,34700,79500,3455,579000,39700,6970,387500,27750,10150,54300,47950,193500,108500,35550,242500,23900,64500,74100,20450,5380,56100,146500,39150,6560,5330,263000,36350,320000,120500,172000,11550,29000,115500,40950,38500,54300,288000,69000,32500,463000,1360000,26000,15350,27000,825000,29250,265000,240500,24500,257000,12150,84800,49000,12750,24350,17750,29300,3755,109500,13050,8840,89800,75100,48300,10700,185500,215000,29500,21800,89700,114500,206000,59700,73300,184000,149500,136500,284000,97700,28650,747000,99000,25000
27950,93100,198000,35900,90800,36100,93000,165000,55100,164500,74000,6870,380000,18350,101000,134000,33750,80300,3545,590000,41050,7080,385000,28400,10350,55400,50600,198000,111500,36700,248500,24400,64100,73400,20700,5390,57700,153500,39000,6565,5580,264000,37550,329500,124500,174500,11550,29650,117500,42000,39650,54200,268500,70100,33200,440000,1371000,26750,15400,27800,822000,30000,262000,244000,24900,257000,12600,85700,49950,13050,24800,18100,30000,3725,111000,13300,9280,92000,75900,47900,10600,187500,219000,30300,21950,89400,112500,211000,61000,76900,187500,150000,134000,288500,97500,29800,704000,93700,25350
27700,91000,199000,35700,89800,36700,92200,161000,55900,157500,75100,6790,378000,18350,102000,128500,33850,81600,3530,586000,39700,6910,383500,28700,10400,55500,50300,198500,112000,36850,247500,24950,63300,72500,21100,5370,58000,156500,37250,6570,5600,263000,38500,305500,125500,176000,11600,30900,120000,43200,40400,55600,263500,66600,34550,432500,1374000,27000,15350,27950,800000,30700,254500,237500,25350,253500,12650,87100,50300,13100,24950,18000,30400,3860,112500,13200,9480,92300,72800,47600,10200,183500,221000,30450,22550,90900,106000,214500,60400,76200,188000,151000,130500,287000,97800,30000,676000,93000,25000
26000,91100,198500,36700,91000,37450,92300,161000,57000,159500,76800,6990,382500,17200,103500,130000,34200,83300,3580,581000,40500,7080,375500,29250,10650,54900,48400,202500,113000,36550,251000,25150,61900,72500,20700,5400,59300,156500,37150,6550,5770,263000,38200,297500,126500,179000,11650,31050,124500,43800,40500,57700,256000,64000,34750,434000,1379000,26600,15550,28350,797000,31700,256500,240500,25250,257000,12750,88000,50600,13150,25100,17950,30850,3940,113500,13650,9680,92300,73300,47450,10150,183000,222500,31100,22200,91500,103000,217500,58400,77900,194000,151500,129500,286000,98500,31850,664000,94300,25850
25850,91600,202000,37200,90400,36550,94900,164000,51800,153500,76300,6730,386500,16900,102500,131500,33050,83200,3610,571000,41400,6960,371500,29450,10800,55500,47800,200500,111000,36400,252500,24550,61000,73600,20600,5400,59100,156000,37850,6670,5800,260500,38050,299000,126500,175000,11700,31250,126000,42800,40250,55600,256500,63000,35000,434000,1401000,26850,15900,27100,805000,31350,251000,231000,25650,257000,12100,88300,50400,13300,25300,18200,30900,3955,112000,13500,9730,93300,73000,47900,10200,184500,223500,30900,22300,93500,105500,219000,58600,76400,193000,154500,130500,281000,97000,27050,665000,90700,25750
25650,92000,204000,36500,87700,36000,93300,165000,51800,153000,76000,6900,393000,17000,101000,131500,29600,81900,3575,568000,41700,6790,370500,29250,10650,54600,47950,203000,108500,36100,251000,24050,60000,71400,19150,5350,59000,152500,38000,6675,5800,246500,37000,297500,125500,173000,11700,31250,118500,42800,40400,55500,247000,62200,34650,417500,1403000,26800,15850,27600,800000,30300,254000,232500,25900,239500,12000,87400,49450,13350,25250,18000,30550,3750,107000,13300,9540,92700,74900,47600,10150,182500,227000,30400,22000,93400,110000,217500,57900,76200,193000,154500,129500,286000,95900,26900,650000,90900,26200
26000,91700,206000,36950,88700,36800,96000,165000,52100,152000,76800,6970,388500,17250,103000,129500,29600,82200,3700,563000,42200,6940,366000,29800,10900,54500,47350,202500,108500,36050,254000,25250,58600,67900,18690,5380,57400,154500,38050,6920,5780,246000,38600,299500,127500,170000,11750,32250,120500,40800,40850,57500,227500,62100,35750,400500,1387000,26550,16100,29350,792000,30200,249500,225500,25300,242500,11800,88000,50700,13300,25550,18400,31200,3860,107000,13550,9730,92400,71500,46050,10150,186500,230000,31450,22400,94300,114000,224000,56600,74200,199000,157500,131000,293500,97000,26850,626000,89500,25600
25200,91700,203000,35050,83300,36500,97400,163500,51800,154000,73900,5890,379500,17000,98100,126500,28850,81700,3570,561000,43500,6460,370000,28850,10350,51400,46900,189000,102500,35600,250500,22100,59000,66300,17644,5260,56500,147500,38800,7000,5500,243500,36250,302000,124000,167000,11800,31600,116000,39500,39250,55400,224500,60000,32000,395000,1370000,25750,16000,27400,810000,29500,259500,234000,24750,244000,11100,87400,48200,13250,25150,18300,29900,3625,103000,12400,9000,90000,69500,46900,10100,190000,225000,29650,21850,93400,122000,214000,58800,71000,190000,159500,131500,284000,95400,25250,629000,89000,24550
24400,92000,186500,34250,83600,34600,92900,163500,52600,153000,72800,4980,378500,16800,92200,127000,28100,80400,3445,559000,42750,6320,366000,28700,10100,51200,44100,182500,100000,34800,245500,21600,58700,64600,17435,5190,56300,144000,38750,7140,5170,240500,34600,299000,124000,166000,11900,30100,114000,39000,38650,55100,227500,59200,30700,396000,1363000,25400,15600,23950,816000,29300,264000,237000,24700,243000,10650,85000,46500,13300,24850,17100,29450,3535,102000,12250,8480,88900,68500,47300,9770,191000,224500,28450,21750,92300,119500,206000,58800,71700,189500,162000,133000,281000,95500,24350,629000,91100,24500
24250,91900,182500,34200,81500,34250,92300,161000,51900,147500,70700,4815,378000,16150,90800,125000,27450,79200,3285,551000,42600,6170,359000,28550,9730,50700,43400,181000,98000,34300,245000,21850,55500,63100,17310,5070,57800,143500,36000,7120,5080,237000,34000,297000,118500,163000,11850,29750,113000,38450,37700,52700,213500,59300,30150,390500,1370000,25350,16000,21800,790000,29850,263500,226000,24200,239000,10200,83900,45700,13150,24350,16600,29550,3575,99100,12100,8280,89000,66600,46650,9740,190500,216000,27950,21600,93200,120000,198000,57100,70900,188000,167000,132000,270500,92300,23700,622000,86300,23450
23800,87100,189500,33850,83900,32100,85900,155500,51400,144000,70900,4705,374000,16300,89300,122500,27750,79200,3440,561000,42250,6450,359000,27950,10250,50400,45250,184500,97200,35200,242500,21300,56700,64600,17895,5080,54800,152500,35800,7155,5090,239500,34200,298000,118000,166500,11650,28450,109500,37450,39000,51200,211000,58500,30250,388500,1385000,24950,15050,20900,792000,29150,267000,240500,24650,244500,10550,82700,46750,13000,24350,16950,29850,3430,99200,11650,8240,87500,66800,46400,9110,187000,212000,28800,21400,87900,114500,190500,58500,70900,189500,155500,130000,263500,94800,23500,611000,93300,23550
24150,89100,193000,35200,81400,31950,86500,154000,51600,140500,71700,4885,380000,16750,92700,121000,28150,80200,3450,568000,42800,6160,365000,28000,10150,49900,46150,182500,98100,36100,248500,21400,57700,64800,17519,5120,55500,154000,36400,7170,4900,241500,33100,302000,122500,169500,11550,27200,110500,39800,39550,51100,213000,59500,29750,395500,1390000,25700,15200,21200,787000,29150,260500,228500,26250,255500,10650,84900,46550,13150,24500,17000,29550,3575,101000,12150,7960,88200,70000,47400,9290,185500,210000,28750,21600,89000,109500,193000,56900,73500,189500,157000,132500,269500,98600,24000,624000,89200,24850
24500,88800,193000,33750,81900,31500,83600,157500,51800,142000,72500,4380,382000,17000,85800,123500,28200,81500,3415,567000,42750,5990,388000,27000,10200,49250,46700,176000,97800,35650,240500,20250,60300,64800,16933,5120,55300,154500,36100,7280,4755,243000,32600,298500,121000,167500,11500,26750,110000,36300,39550,50700,214500,57100,29700,414000,1400000,24250,14900,19150,801000,28450,270000,239000,25150,259000,10550,85300,45950,13300,24950,16950,29650,3495,102500,11450,7770,87700,70500,49800,9100,188000,212000,28850,21600,87900,108500,195000,58900,73000,187500,156500,134000,259500,97300,23100,645000,90000,24450
24500,91000,192500,32400,81400,30400,79900,159500,52500,137500,68800,4340,372500,16100,83800,120000,28000,79300,3410,566000,43850,5760,348000,24050,9920,48850,46300,172000,96000,35350,238500,19550,59700,63300,16181,5040,54500,150500,36400,7390,4680,241000,31350,303000,106000,168500,11500,25600,107000,36400,37900,48650,215000,56100,29200,389500,1400000,23850,14450,18400,812000,27900,268000,241000,24950,246500,10250,85900,44850,13250,24350,16700,29300,3495,99500,11150,7620,86900,63400,49000,8960,186000,212000,28350,21500,88000,107500,186500,54600,71100,184000,157000,140500,251500,96800,23100,632000,78800,23250
24550,88600,193000,32650,81300,30100,78900,155500,52000,137500,69000,4135,374000,15950,79900,119000,27800,80100,3390,571000,40800,5610,336000,24100,9680,48750,45950,172000,94500,35700,242500,19900,58400,62700,16390,5020,55400,152000,35800,7270,4680,243000,31100,301500,103500,170000,11500,25250,107500,36400,37850,48800,216000,56300,29050,377000,1397000,23750,14300,17000,790000,27700,247000,230500,24800,228500,10250,82200,45150,13150,24150,17000,29300,3420,98800,11250,7560,87600,64200,47200,8910,174500,208500,27900,21250,87800,101000,184000,52700,70400,183000,155500,132500,244500,94300,23100,618000,80400,22550
24650,88200,194000,33000,83400,30600,80100,156000,52300,141000,71000,4305,381000,16500,82200,122500,28800,82000,3550,575000,40900,5870,335000,24800,10000,49950,45950,177000,97200,37250,248000,20500,58200,64000,16808,5060,57400,157500,35850,7300,4730,246500,32000,300000,106500,175000,11450,25900,105000,36500,38600,51300,218500,57200,29450,377500,1412000,24150,15100,17450,792000,27900,237500,225000,24900,230000,10700,78600,45700,13350,24350,17250,29500,3610,100500,11550,7740,89200,65600,47400,9120,177500,213000,28900,21600,89800,101500,187000,54400,72600,189000,158500,129000,246500,95200,24450,609000,79000,23100
25000,86500,197000,33100,84100,30850,82000,156500,51900,142000,70900,4255,386000,15750,80300,123500,27800,82700,3580,575000,40900,5650,331000,25100,9600,50000,47900,174500,97300,37200,249500,19900,57200,63500,16390,5060,56900,150000,36200,7305,4730,244000,32050,296000,103500,175000,11400,26050,106000,36500,38000,49550,218500,58000,29850,362500,1416000,23800,14900,17350,750000,27700,231500,222000,25000,222000,10550,78500,45800,13550,24900,17450,29800,3530,101500,11600,7680,88500,62700,46900,9010,178000,211500,28200,21550,89900,102500,185000,54100,71900,191500,157500,131000,243500,95600,24350,600000,79000,22400
24950,84300,196000,33550,82700,31700,81600,155000,52200,139500,72400,4250,385000,15750,81400,123500,27800,83700,3525,577000,40900,5650,317500,24950,9600,50300,48300,178000,99100,36850,255500,20050,55900,64500,16306,5110,57800,149000,35400,7500,4820,244000,31950,294500,103500,177000,11500,26100,107500,33950,38450,49950,213000,58200,30450,357000,1417000,23850,14850,17350,732000,27500,220000,213500,23800,201500,10650,78700,46600,13600,25000,17550,30200,3505,102000,11650,7730,89200,62700,44250,8910,175000,209000,28350,21800,92300,99500,186500,53800,72500,192000,161000,128500,245000,95700,24550,600000,77000,22000
25500,82300,196500,32300,81100,29350,80800,155000,53500,138500,66800,4050,374000,14850,78400,123000,27450,79900,3475,601000,41950,5330,313500,23850,9160,48800,51900,169000,91900,35900,242500,19100,56000,61400,15094,5110,54700,143000,36050,7550,4470,243500,31000,308000,96800,172000,11450,24900,96700,31150,37450,46300,213000,56400,28950,354000,1437000,23300,14850,16650,727000,27000,221000,215000,22900,202000,10250,77900,44400,13650,24700,17050,29200,3295,98200,11100,7460,86200,60800,44500,8610,172000,205500,27450,21550,90800,102000,173000,53200,73100,187000,158500,129500,237000,94500,23050,597000,75000,20700
26700,80000,196500,32600,81900,29100,80400,148500,51600,146000,66200,4110,368500,15200,78400,119500,27200,79500,3285,589000,42500,5340,302500,23800,9020,47850,50900,168000,92300,36250,233500,19350,53900,62500,15219,5100,55000,143000,36000,7585,4515,245000,31450,308500,94400,170500,11350,25350,98800,32100,36950,45400,217500,54400,29350,346500,1475000,23350,13900,16500,745000,26950,221500,213000,23000,182000,10150,77900,45200,13850,24700,16950,29450,3340,98900,10850,7550,87100,61800,42850,8700,175000,204000,27250,22000,91400,104000,172500,51000,71300,185500,158000,140000,238000,93900,22800,605000,76500,20450
26150,79300,197000,32950,80600,28700,78600,144500,51600,143000,64100,4125,369500,15650,76700,119500,27400,80800,3280,534000,42800,5440,308000,23700,9100,48000,48200,168000,92300,35950,238000,19800,52300,61400,15805,5070,55000,144000,35900,7500,4440,252500,30950,301000,93600,176000,11350,24800,99900,30950,36800,45500,217000,54200,28900,344500,1455000,23400,13650,16250,753000,27100,225000,219000,22500,181000,10300,77100,44550,14000,24100,17150,29050,3320,98500,10800,7370,89000,62100,42800,8990,174500,207000,27200,23150,91500,106500,169500,50100,71600,185500,156000,133500,236500,94700,23200,612000,79100,20500
