Open,High,Low,Close,Price_5,Price_10,Price_20,Price_60,Price_120,Volume,Volume_5,Volume_10,Volume_20,Volume_60,Volume_120,Volume Ratio,OBV,MACD,MACD_Signal,Momentum,Momentum_Signal,William_R,William_D,Psychology,Psychology_Signal,MFI,MFI_Signal,RSI,RSI_Signal,
108800,109000,105500,107000,106500,105360,103030,101570,121349.17,53372,64597.8,68798.8,66271.45,93581.92,118136.61,75.86,1926097,1223.14,612.88,4400,3548.85,-0.2368,-0.1913,0.5,0.5561,63.35,63.28,0.5809,0.5681,
107700,109800,107000,109200,107180,105990,103175,101455,120935,66200,61255.4,68873.8,66694.05,93098.7,117718.31,91.67,1992297,1455.94,781.49,7900,4419.08,-0.0522,-0.1217,0.5,0.5491,68.75,64.37,0.6406,0.5826,
110100,112800,109000,110600,108360,106850,103705,101493.33,120496.67,76769,65956.4,64874.3,64978.2,92105.77,117566.24,122.21,2069066,1733.41,971.87,8900,5315.26,-0.1517,-0.1367,0.6,0.5555,70.81,65.66,0.6529,0.5966,
110700,112500,109400,112200,109600,107550,104390,101560,120098.33,62521,66873.8,65848.5,60564.55,91978.32,117107.58,179.08,2131587,2058.69,1189.24,13600,6972.21,-0.0414,-0.0891,0.6,0.561,76.91,67.91,0.7464,0.6266,
113000,114200,111700,114200,110640,108600,105165,101620,119770.83,44949,60762.2,66558,58532.4,91163.27,115823.14,169.71,2176536,2449.62,1441.31,15200,8617.77,0,-0.0445,0.7,0.5784,79.94,70.32,0.7603,0.6533,
112500,118200,112500,117900,112820,109660,106045,101705,119465,77304,65548.6,65073.2,59859.9,91093.2,114666.96,175.83,2253840,3023.14,1757.68,15000,9894.22,-0.0169,-0.0307,0.7,0.5936,80.39,72.33,0.7586,0.6744,
118700,121400,116000,121300,115240,111210,106980,101925,119180,95982,71505,66380.2,62364.45,91511.82,114789.52,187.37,2349822,3709.26,2148,19300,11775.37,-0.0052,-0.0179,0.8,0.6194,80.28,73.92,0.8063,0.7008,
121300,122400,119000,120600,117240,112800,107945,102415,118858.33,80121,72175.4,69065.9,64652.4,85998.78,114749.44,169.5,2269701,4148.7,2548.14,15400,12500.3,-0.0933,-0.0556,0.8,0.642,81.05,75.35,0.7655,0.7137,
121700,129900,121100,128500,120500,115050,109285,103056.67,118620.83,148819,89435,78154.4,71023.05,85572.88,115063.27,196.06,2418520,5075.92,3053.69,24800,14960.24,-0.0536,-0.0546,0.8,0.6617,83.38,76.95,0.8503,0.741,
131100,133000,128500,133000,124260,117450,111005,103740,118395.83,95924,99630,80196.1,73043.8,85392.32,115062.93,244.31,2514444,6103.5,3663.66,25700,17108.19,0,-0.0273,0.8,0.679,83.76,78.32,0.854,0.7636,
133000,136800,131400,134700,127620,120220,112790,104425,118250,82150,100599.2,83073.9,75936.35,85615.25,114082.8,257.95,2596594,6974.64,4325.85,28900,19466.55,-0.0636,-0.0455,0.9,0.7066,91.02,80.86,0.8959,0.7901,
136000,138500,135100,137600,130880,123060,114525,105195,118134.17,87633,98929.4,85217.2,77045.5,85925.18,114047.55,263.18,2684227,7809.01,5022.48,32900,22153.24,-0.0262,-0.0359,0.9,0.7308,95.68,83.82,0.9295,0.818,
137800,140700,136000,140300,134820,126030,116440,105956.67,118145,92457,101396.6,86786,75830.15,86144.1,112893.18,393.17,2776684,8589.12,5735.81,34300,24582.59,-0.0114,-0.0236,0.9,0.752,95.89,86.24,0.932,0.8408,
141500,142500,129400,132100,135540,128020,117785,106638.33,118056.67,194760,110584.8,100009.9,82929.2,88045.45,113433.25,230.21,2581924,8448.3,6278.31,23100,24286.07,-0.2811,-0.1523,0.8,0.758,79.67,84.92,0.7572,0.8241,
133000,134300,127300,130000,134940,129600,119100,107295,117907.5,140897,119579.4,109604.7,88081.35,88692.87,113707.64,191.02,2441027,8074.17,6637.48,23000,24028.86,-0.3521,-0.2522,0.7,0.7507,73.73,82.68,0.7556,0.8104,
129900,131300,127700,130600,134120,130870,120265,107873.33,117689.17,66251,116399.6,108499.4,86786.3,87073.3,113157.92,186.74,2507278,7736.9,6857.36,21400,23503.09,-0.3552,-0.3037,0.7,0.7444,68.92,79.93,0.7465,0.7976,
130100,136100,128800,135400,133680,132280,121745,108566.67,117512.5,76564,114185.8,106557.6,86468.9,87265.03,112951.15,231.04,2583842,7767.39,7039.37,24800,23762.47,-0.2145,-0.2591,0.7,0.7388,69.23,77.79,0.765,0.7911,
135600,138900,130000,132400,132100,133460,123130,109155,117220.83,90853,113865,107630.8,88348.35,87514.3,112186.21,215.53,2492989,7463.45,7124.19,20200,23049.98,-0.3279,-0.2935,0.7,0.734,70.12,76.26,0.7095,0.7748,
131900,132000,125300,127000,131080,133310,124180,109605,116955,115303,97973.6,104279.2,91216.8,87844.43,111873.98,170.15,2377686,6709.5,7041.25,12800,20999.98,-0.5167,-0.4051,0.6,0.7172,63.8,73.77,0.624,0.7446,
127500,127600,116000,118100,128700,131820,124635,109855,116628.33,271534,124101,121840.2,101018.15,90366.48,112988.61,113.38,2106152,5332.36,6699.47,200,16839.98,-0.9208,-0.6629,0.5,0.6901,52.39,69.49,0.5018,0.696,
118000,121400,118000,119400,126460,130290,125255,110070,116302.5,93425,129535.8,122967.7,103020.8,89524.43,113156.12,130.61,2199577,4296.34,6218.84,-1900,13091.99,-0.8717,-0.7673,0.5,0.6663,47.03,65,0.4826,0.6534,
118400,122000,118400,118900,123160,128420,125740,110356.67,115945,64499,127122.8,120654.3,102935.75,88574.2,113227.93,114.9,2135078,3395.8,5654.24,-1700,10133.59,-0.8906,-0.8289,0.4,0.633,46.54,61.31,0.4844,0.6196,
118900,119900,115000,115700,119820,125960,125995,110530,115609.17,65470,122046.2,117955.6,102370.8,88005.7,110766.29,100.05,2069608,2396.28,5002.64,-12800,5546.87,-0.9745,-0.9017,0.3,0.5914,39.67,56.98,0.3715,0.57,
115800,119400,114100,115300,117480,124280,126150,110758.33,115262.5,53755,109736.6,103855.1,101932.5,86653.88,110231.73,89.26,2015853,1553.96,4312.91,-17700,897.5,-0.9577,-0.9297,0.3,0.555,34.41,52.47,0.3063,0.5172,
115000,115300,111400,112900,116440,122570,126085,111013.33,114867.5,90864,73602.6,98851.8,104228.25,86241.45,105961.74,78.46,1924989,684.86,3587.3,-21800,-3642,-0.9518,-0.9408,0.3,0.5231,28.77,47.73,0.2651,0.4668,
114300,119600,113000,119500,116460,121460,126165,111438.33,114610.83,72576,69432.8,99484.3,103991.85,86192.28,104522.04,78.06,1997565,522.63,2974.36,-18100,-6533.6,-0.7395,-0.8402,0.3,0.4952,27.44,43.67,0.3194,0.4373,
121000,124500,118400,124400,117560,120360,126320,111920,114426.67,110552,78643.4,102883.1,104720.35,87223.6,103869.04,79.31,2108117,780.46,2535.58,-15900,-8406.88,-0.582,-0.7111,0.3,0.4708,27.7,40.48,0.348,0.4195,
125000,125100,120800,122300,118880,119350,126405,112408.33,114215.83,65795,78708.4,100377.3,104004.05,87333.9,103879.57,80.29,2042322,806.05,2189.68,-9800,-8685.5,-0.6036,-0.6574,0.3,0.4495,35.41,39.46,0.3939,0.4143,
123100,124700,120100,120100,119840,118660,125985,112778.33,113950,82382,84433.8,97085.2,100682.2,87522.97,103924.43,62.9,1959940,641.41,1880.02,-9900,-8928.4,-0.6836,-0.6705,0.3,0.4308,37.24,39.02,0.3931,0.4101,
120500,121500,117800,120000,121260,118850,125335,113041.67,113616.67,40903,74441.6,74022.1,97931.15,86125.73,102685.73,53.38,1919037,497.13,1603.44,-10600,-9262.72,-0.6873,-0.6789,0.3,0.4144,38.11,38.84,0.3843,0.4049,
120000,121600,118500,121500,121660,119060,124675,113318.33,113291.67,32209,66368.2,67900.5,95434.1,84911.17,101779.71,49.46,1951246,498.09,1382.37,-13900,-10190.18,-0.6327,-0.6558,0.3,0.4001,35.53,38.17,0.3365,0.3912,
120400,122800,116100,117500,120280,118920,123670,113581.67,112956.67,46953,53648.4,66145.9,93400.1,84519.23,101656.38,41.09,1904293,174.07,1140.71,-14900,-11132.14,-0.7039,-0.6798,0.3,0.3876,28.76,36.29,0.3287,0.3787,
117000,117500,113500,116600,119140,119010,122485,113843.33,112638.33,66925,53874.4,66291.4,92123.5,84918.63,101611.53,32.47,1837368,-153.57,881.86,-10400,-10985.71,-0.679,-0.6794,0.3,0.3767,30.22,35.08,0.3667,0.3763,
115400,121900,115400,118900,118900,119370,121825,114171.67,112354.17,74207,52239.4,68336.6,86095.85,84794.75,101826.16,43.96,1911575,-225.04,660.48,800,-8628.57,-0.4526,-0.566,0.4,0.3796,44.28,36.92,0.5123,0.4035,
118900,119600,114800,117500,118400,119830,121200,114475,112080.83,61847,56428.2,65434.9,82143.35,84155.9,101687.18,47.07,1849728,-390.15,450.35,-1900,-7282.86,-0.5547,-0.5604,0.4,0.3821,45.85,38.71,0.4708,0.417,
114000,116300,113700,115100,117120,119390,120425,114671.67,111805.83,37141,57414.6,61891.4,80687.85,81850.07,101352.95,39.81,1812587,-706.52,218.98,-3800,-6586.29,-0.7299,-0.6451,0.3,0.3719,40.1,38.98,0.4448,0.4225,
114400,117400,113500,116500,116920,118600,119480,114863.33,111542.5,27903,53604.6,53626.5,78254.8,80142.78,100666.45,35.6,1840490,-834.65,8.25,800,-5109.03,-0.6277,-0.6364,0.3,0.3629,44.99,40.18,0.5123,0.4405,
116500,116500,107500,109600,115520,117330,118340,114875,111222.5,93244,58868.4,56371.4,78374.35,78764.8,100717.15,35.52,1747246,-1475.96,-288.59,-5700,-5227.22,-0.8807,-0.7586,0.3,0.355,43.25,40.8,0.4271,0.4378,
109600,111100,105100,106400,113020,115960,117310,114865,110862.5,77873,59601.6,55920.5,76502.85,78541.68,100770.11,36.71,1669373,-2216.85,-674.24,-6500,-5481.78,-0.935,-0.8468,0.3,0.3481,44.04,41.45,0.4185,0.434,
105300,108000,105300,108000,111120,114760,116805,114870,110575,56282,58488.6,57458.4,65740.25,78388.07,100152.15,55.11,1725655,-2644.43,-1068.28,-11500,-6685.42,-0.855,-0.8509,0.4,0.3546,36.77,40.51,0.3352,0.4142,
109300,109700,105300,107500,109600,113360,116210,114831.67,110385.83,57283,62517,59965.8,63933.15,77741.8,98647.73,41.3,1668372,-2989.18,-1452.46,-16900,-8728.34,-0.88,-0.8654,0.3,0.3478,31.84,38.78,0.223,0.376,
107500,107500,106000,107100,107720,112320,115620,114845,110290,47552,66446.8,60025.7,63085.8,77571.87,96631.47,42.09,1620820,-3257.12,-1813.39,-15200,-10022.67,-0.898,-0.8817,0.3,0.3418,24.08,35.84,0.2361,0.348,
108200,112200,108000,111500,108100,111810,115410,115036.67,110280,126716,73141.2,66004.8,66148.1,77832.37,95388.26,60.84,1747536,-3078.93,-2066.5,-8600,-9738.14,-0.6384,-0.7601,0.4,0.3491,37.71,36.21,0.3613,0.3507,
111500,113300,109300,110300,108880,110950,115160,115233.33,110230,57043,68975.2,64288.4,66312.5,76269.85,93513.1,60.6,1690493,-2999.97,-2253.19,-9700,-9730.51,-0.7062,-0.7331,0.3,0.343,43.67,37.7,0.3489,0.3503,
111600,111700,109200,110200,109320,110220,115025,115425,110138.33,43818,66482.4,62485.5,63960.2,75573.62,92397.05,64.26,1646675,-2911.89,-2384.93,-11300,-10044.41,-0.7119,-0.7225,0.3,0.3376,39.29,38.02,0.316,0.3434,
110200,110200,107500,108400,109500,109550,114470,115560,110119.17,55319,66089.6,64303.3,63097.35,75649.7,91149.72,51.3,1591356,-2953.29,-2498.6,-9100,-9855.53,-0.8036,-0.763,0.3,0.3329,39.12,38.24,0.3404,0.3428,
108600,109000,106000,108200,109720,108720,113660,115653.33,110021.67,53221,67223.4,66835.1,60230.8,75771.87,90263.66,35.76,1538135,-2968.02,-2592.49,-8400,-9564.42,-0.8155,-0.7893,0.2,0.3163,39.94,38.58,0.3489,0.344,
108500,108500,106200,107400,108900,108500,112915,115755,109949.17,31699,48220,60680.6,58526,75727.48,89792.48,37.19,1506436,-3009.56,-2675.9,-11500,-9951.54,-0.8414,-0.8153,0.2,0.3017,32.64,37.39,0.2814,0.3315,
108400,111300,107600,110300,108900,108890,112425,115898.33,109877.5,83941,53599.6,61287.4,58603.95,76769.73,89945.05,52.06,1590377,-2776.47,-2696.01,-7200,-9401.23,-0.5772,-0.6963,0.3,0.3015,41.85,38.28,0.3705,0.3393,
111400,114700,110300,113800,109620,109470,112115,116151.67,109765.83,83659,61567.8,64025.1,60741.75,77238.9,89120.29,66.43,1674036,-2283,-2613.41,-1300,-7780.98,-0.2927,-0.4945,0.3,0.3013,49.26,40.48,0.4775,0.3669,
114900,114900,112100,113900,110720,110110,111735,116400,109677.5,49579,60419.8,63254.7,61610.25,77660.23,88611.53,68.81,1723615,-1862.39,-2463.21,-2600,-6744.79,-0.2281,-0.3613,0.4,0.3137,50.47,42.48,0.4529,0.3841,
113900,114700,112400,113800,111840,110780,111550,116581.67,109585.83,36525,57080.6,62152,61088.85,77178.15,88355.25,69.81,1687090,-1519.6,-2274.49,4200,-4555.83,-0.1122,-0.2368,0.4,0.3245,56.27,45.24,0.601,0.4275,
115200,116700,114500,115300,113420,111160,111485,116803.33,109499.17,53033,61347.4,54783.7,60394.25,76115.97,88120.53,85.1,1740123,-1114.06,-2042.4,8900,-1864.66,-0.1228,-0.1798,0.4,0.3339,64.67,49.12,0.733,0.4886,
115100,115600,111000,111500,113660,111280,111115,116908.33,109428.33,54944,55548,54573.8,59431.1,76152.05,87914.98,68,1685179,-1086.77,-1851.27,3500,-791.73,-0.4561,-0.318,0.4,0.3422,64.55,52.21,0.5822,0.5073,
111500,112600,110300,112000,113300,111460,110840,117046.67,109390.83,32944,45405,53486.4,57985.95,76070.22,87485.41,79.62,1718123,-1013.11,-1683.64,4500,266.62,-0.4393,-0.3786,0.5,0.3619,59.23,53.61,0.6056,0.527,
112200,112600,110800,111000,112720,111720,110635,117108.33,109379.17,23217,40132.6,50276.2,57289.75,74921.3,86176.95,81.37,1694906,-1023.63,-1551.64,3900,993.29,-0.5327,-0.4557,0.5,0.3792,61.01,55.09,0.589,0.5394,
111000,111800,108100,108200,111600,111720,110220,117148.33,109397.5,39731,40773.8,48927.2,57881.15,74201.62,85670.46,72.4,1655175,-1243.57,-1490.03,-3300,134.63,-0.7944,-0.625,0.5,0.3943,49.97,54.07,0.4187,0.5153,
107500,108500,105800,106200,109780,111600,110050,117173.33,109445,62446,42656.4,52001.9,56341.25,74354.65,85138.31,75.88,1592729,-1561.26,-1504.27,-4100,-712.29,-0.9633,-0.7942,0.5,0.4075,41.17,51.49,0.4028,0.4928,
106400,108200,105400,105500,108580,111120,110005,117165,109449.17,65047,44677,50112.5,55699.95,74473.2,84905.13,77.43,1527682,-1848.21,-1573.06,-4700,-1509.83,-0.9912,-0.8927,0.4,0.4065,40.04,49.2,0.3917,0.4726,
106500,106500,97900,102500,106680,109990,109730,117056.67,109382.5,136222,65332.6,55368.8,59696.95,75485.12,84961.65,56.26,1391460,-2291.29,-1716.71,-5900,-2387.87,-0.7553,-0.824,0.3,0.3932,36.26,46.61,0.3712,0.4523,
100600,101500,99800,100900,104660,108690,109400,116955,109262.5,80408,76770.8,58451.7,60853.2,75935.72,84758.82,54.61,1311052,-2739.95,-1921.35,-7300,-3370.29,-0.8404,-0.8322,0.2,0.3691,35.27,44.34,0.3498,0.4318,
101500,101600,95000,96000,102220,106910,108845,116735,109095,307237,130272,85522.9,73837.45,79953,86525.85,41.06,1003815,-3451.12,-2227.31,-11400,-4976.24,-0.9539,-0.8931,0.2,0.3479,26.96,40.87,0.2993,0.4053,
96000,98300,95000,97600,100500,105140,108150,116518.33,109005.83,85561,134895,88775.7,71779.7,80099.53,86102.65,37.13,1089376,-3841.34,-2550.11,-12700,-6520.99,-0.8802,-0.8866,0.2,0.3294,18.95,36.48,0.2657,0.3774,
97700,101100,97600,100000,99400,103990,107635,116315,108937.5,88603,139606.2,92141.6,73357.7,80534.23,86256.28,48.22,1177979,-3911.84,-2822.46,-13800,-7976.79,-0.7696,-0.8281,0.3,0.3258,18.5,32.89,0.2346,0.3488,
98200,99400,97400,97600,98420,102550,107005,116038.33,108829.17,41576,120677,93004.8,73245.6,80478.02,85820.64,48.33,1136403,-4113.95,-3080.76,-16300,-9641.43,-0.8802,-0.8541,0.2,0.31,13.62,29.03,0.212,0.3215,
97500,97500,95100,96000,97440,101050,106385,115673.33,108689.17,78342,120263.8,98517.3,74396.75,80495.32,85794.26,47.23,1058061,-4353.05,-3335.22,-17800,-11273.15,-0.9539,-0.904,0.2,0.2963,12.75,25.78,0.2013,0.2974,
95000,96600,94400,94400,97120,99670,105695,115225,108575,85701,75956.6,103114.3,76020.75,80323.97,85917.89,45.76,972360,-4618.41,-3591.86,-20900,-13198.52,-1,-0.952,0.2,0.2843,7.4,22.1,0.1505,0.268,
93600,95200,89900,91400,95880,98190,104895,114738.33,108576.67,196675,98179.4,116537.2,84269.55,82266.53,84132.66,39.51,775685,-5013,-3876.08,-20100,-14578.81,-0.9339,-0.943,0.2,0.2737,6.72,19.03,0.1546,0.2454,
87000,87000,71600,71600,90200,94800,102960,113790,108423.33,720772,224613.2,182109.7,116111.1,91799.08,88685.98,20.39,54913,-6844.5,-4469.77,-40400,-19743.05,-1,-0.9715,0.2,0.2645,4.82,16.18,0.0826,0.2128,
69200,71000,64900,65200,83720,91070,100530,112660,108200,587829,333863.8,227270.4,141319.6,99997.5,92694.91,12.31,-532916,-8711.99,-5318.21,-45800,-24954.44,-0.9936,-0.9825,0.2,0.2564,4.02,13.75,0.0743,0.1851,
65200,66000,60600,61700,76860,87150,97920,111443.33,107934.17,899262,498047.8,309155.8,183803.75,113616.03,99615.64,7.62,-1432178,-10355.03,-6325.58,-46500,-29263.55,-0.977,-0.9798,0.2,0.2494,3.25,11.65,0.0734,0.1628,
61800,62800,59300,59300,69840,83480,95195,110138.33,107666.67,457412,572390,324173.3,204848.1,119779.02,102852.1,6.78,-1889590,-11715.77,-7403.61,-46900,-32790.84,-1,-0.9899,0.2,0.2432,3.01,9.92,0.0729,0.1448,
60100,62200,57500,57800,63120,79500,92320,108763.33,107360,392657,611586.4,354882.9,221829.3,124782.35,105463.23,4.9,-2282247,-12768.02,-8476.5,-47700,-35772.67,-0.9939,-0.9919,0.1,0.2253,2.85,8.51,0.0718,0.1302,
58800,59000,56900,58100,60420,75310,89650,107530,107084.17,207977,509027.4,366820.3,229480.95,125002.63,106524.04,9.94,-2074270,-13422.99,-9465.79,-44400,-37498.14,-0.9732,-0.9825,0.1,0.2096,2.87,7.38,0.0811,0.1204,
57800,59900,57800,58500,59080,71400,86975,106338.33,106816.67,181885,427838.6,380851.2,236928,125685.77,107189.32,13.51,-1892385,-13751.27,-10322.89,-42400,-38478.51,-0.9642,-0.9734,0.2,0.2084,6.3,7.16,0.0907,0.1145,
59400,61400,58300,58500,58440,67650,84350,105136.67,106505,336541,315294.4,406671.1,252594.2,130190.6,108631.95,16.95,-1892385,-13851.76,-11028.66,-37500,-38282.81,-0.9638,-0.9686,0.2,0.2074,13.17,8.37,0.1002,0.1116,
59300,59500,55100,55600,57700,63770,81720,103806.67,106186.67,255622,274936.4,423663.2,263388.75,133174.9,110219.97,16.15,-2148007,-14003.98,-11623.73,-42000,-39026.25,-0.9891,-0.9789,0.2,0.2065,12.91,9.27,0.0643,0.1021,
55400,58900,54300,58500,57840,60480,79335,102575,105865,246807,245766.4,428676.4,272606.8,135774.13,111644.22,21.89,-1901200,-13732.31,-12045.44,-41500,-39521,-0.9069,-0.9429,0.3,0.2182,14.39,10.3,0.0739,0.0965,
60200,63900,59100,62200,58660,59540,77170,101495,105550,418233,287817.6,398422.5,290266.1,140822.97,114333.7,31.7,-1482967,-13067.81,-12249.92,-35400,-38696.8,-0.8171,-0.88,0.4,0.2409,21.2,12.48,0.146,0.1064,
62400,63300,59400,60100,58980,59030,75050,100528.33,105191.67,257301,302900.8,365369.7,296320.05,140585.75,115476.12,30.85,-1740268,-12565.79,-12313.09,-35900,-38137.44,-0.8629,-0.8714,0.4,0.2608,20.7,14.12,0.1446,0.114,
59900,61200,59300,60000,59280,58860,73005,99538.33,104804.17,196938,274980.2,295137.3,302146.55,142310.97,115917.7,30.08,-1937206,-12037.25,-12257.92,-34400,-37389.95,-0.8606,-0.866,0.4,0.2782,20.48,15.39,0.149,0.121,
60300,61600,59600,60800,60320,59010,71245,98570,104463.33,189897,261835.2,268385.8,296279.55,144400.93,116487.57,36.59,-1747309,-11422.15,-12090.77,-30600,-36031.96,-0.8012,-0.8336,0.5,0.3059,24.28,17.17,0.1731,0.1314,
60800,64300,60200,63200,61260,59550,69525,97695,104112.5,234586,259391,252578.7,303730.8,147219.53,117612.62,40.02,-1512723,-10618.62,-11796.34,-8400,-30505.57,-0.4671,-0.6503,0.6,0.3427,32.53,20.24,0.3571,0.1766,
62700,65600,62200,63700,61560,60110,67710,96835,103796.67,182945,212333.4,250075.5,308447.9,149372.7,118013.29,42.2,-1329778,-9828.18,-11402.71,-1500,-24704.45,-0.1966,-0.4235,0.6,0.3748,40.19,24.23,0.4681,0.2349,
63900,64600,55500,57300,61000,59990,65695,95908.33,103460.83,831829,327239,315069.9,347960.55,161722.12,123981.78,35.69,-2161607,-9607.43,-11043.65,-4400,-20643.56,-0.7345,-0.579,0.5,0.3905,41.3,27.65,0.4167,0.2712,
57900,58400,55600,56000,60200,59740,63695,94850,103144.17,313709,350593.2,312786.7,359728.9,165741,125966.64,34.13,-2475316,-9428.69,-10720.66,-3300,-17174.85,-0.8496,-0.7143,0.5,0.4042,42.92,30.7,0.4348,0.3039,
56500,61300,56000,60800,60200,60260,62015,93790,102855,472066,407027,334431.1,379047.15,171766.23,129494.92,43.63,-2003250,-8798.3,-10336.19,3000,-13139.88,-0.4248,-0.5695,0.6,0.4286,53,35.16,0.5524,0.3536,
61800,66500,60400,66300,60820,61040,60760,92856.67,102632.5,449114,449932.6,354661.8,391669.1,178154.88,132744.39,54.15,-1554136,-7765.39,-9822.03,8200,-8871.9,-0.0164,-0.293,0.6,0.4501,60.28,40.19,0.6213,0.4072,
66500,69300,65400,66000,61280,61420,60480,91955,102366.67,371480,487639.6,349986.5,374204.5,182973.18,135248.08,58.15,-1925616,-6891.57,-9235.93,7500,-5597.52,-0.22,-0.2565,0.5,0.4563,62.23,44.6,0.6113,0.448,
65800,67800,64000,64300,62680,61840,60435,91026.67,102034.17,199151,361104,344171.5,354770.6,185610.65,135868.19,63.35,-2124767,-6264.02,-8641.55,5800,-3318.02,-0.3333,-0.2949,0.5,0.4618,56.68,47.01,0.5819,0.4748,
64300,65600,62700,63800,64240,62220,60540,90065,101691.67,198583,338078.8,344336,319736.65,188383.55,136647.36,75.54,-2323350,-5740.86,-8061.41,8200,-1014.42,-0.3667,-0.3308,0.5,0.4665,57.04,49.02,0.6242,0.5047,
63800,64000,61400,61600,64400,62300,60655,89133.33,101357.5,173183,278302.2,342664.6,305525.2,190487.38,137503.31,81.93,-2496533,-5441.05,-7537.34,3100,-191.53,-0.558,-0.4444,0.4,0.4582,52.62,49.74,0.548,0.5133,
61500,63100,61100,61500,63440,62130,60840,88215,101029.17,117576,211994.6,330963.6,291771.15,191331.57,138125.1,89.24,-2614109,-5152.13,-7060.3,-700,-293.23,-0.5652,-0.5048,0.3,0.4385,46.39,49.07,0.4878,0.5082,
62300,65400,61600,65000,63240,62260,61185,87316.67,100744.17,212393,180177.2,333908.4,291991.95,193634.67,139214.71,89.38,-2401716,-4587.85,-6565.81,4900,745.42,-0.3116,-0.4082,0.3,0.4211,52.08,49.67,0.5814,0.5229,
65700,66500,64200,65600,63500,63090,61540,86451.67,100463.33,180885,176524,268814,291941.95,195618.63,139887.27,89.35,-2220831,-4045.6,-6061.77,5600,1716.34,-0.2681,-0.3382,0.4,0.4185,56.71,51.08,0.5915,0.5366,
65600,65600,63700,64100,63560,63900,61820,85601.67,100136.67,189900,174787.4,256433.1,284609.9,198164.62,140007.34,83.31,-2410731,-3694.32,-5588.28,3300,2033.07,-0.3768,-0.3575,0.4,0.4162,52.06,51.27,0.5527,0.5398,
63800,63900,62100,62400,63720,64060,62160,84700,99781.67,145231,169197,223749.6,279090.35,200120.08,140131.43,86.38,-2555962,-3512.61,-5173.14,-800,1466.45,-0.5,-0.4287,0.3,0.4017,47.37,50.49,0.4869,0.5292,
62800,64100,62400,63800,64180,63810,62425,83936.67,99405.83,156513,176984.4,194489.5,274575.65,201174.57,139969.68,83.36,-2399449,-3218.53,-4782.22,100,1193.16,-0.3986,-0.4136,0.3,0.389,47,49.79,0.5016,0.5237,
63400,63800,62000,62600,63700,63470,62445,83206.67,99035.83,117374,157980.6,169078.9,259532.7,201832.92,140187.3,66.78,-2516823,-3047.18,-4435.21,5300,2014.53,-0.4891,-0.4513,0.3,0.3778,56.47,51.13,0.6008,0.5391,
62200,63300,61800,62800,63140,63320,62580,82453.33,98661.67,106438,143091.2,159807.6,251989.55,202668.85,140528.46,76.53,-2410385,-2862.25,-4120.62,6800,2971.62,-0.4887,-0.47,0.4,0.3806,59.66,52.84,0.6349,0.5583,
63300,64100,62100,62600,62840,63200,62710,81705,98268.33,138312,132773.6,153780.5,249058.25,204019.33,140880.57,78.13,-2548697,-2700.7,-3836.64,1800,2737.3,-0.7528,-0.6114,0.4,0.383,55.26,53.32,0.5437,0.5554,
62600,63100,60700,61400,62640,63180,62740,80943.33,97894.17,121160,127959.4,148578.2,245621.4,205246.13,141409,68.38,-2669857,-2639.07,-3597.12,-4900,1209.84,-0.9186,-0.765,0.4,0.3852,44.29,51.51,0.3497,0.5142,
61500,65300,61500,65000,62880,63530,62830,80168.33,97602.5,260830,148822.8,162903.6,246933.6,207481.37,142656.87,69.28,-2409027,-2273.54,-3332.41,-1000,767.87,-0.3944,-0.5797,0.5,0.3995,41.2,49.45,0.4745,0.5063,
65000,67300,63800,65000,63360,63530,62895,79413.33,97323.33,197597,164867.4,161424,247666.2,209823.93,143046.89,64.22,-2409027,-1961.24,-3058.17,700,754.3,-0.3485,-0.4641,0.4,0.3996,49.99,49.56,0.5196,0.5089,
65800,65800,62700,64400,63680,63410,63250,78650,97037.5,120573,167694.4,155392.8,212103.4,211103.18,143338.4,84.04,-2529600,-1742.08,-2794.96,600,723.44,-0.4394,-0.4517,0.3,0.3871,51.74,50,0.5167,0.5105,
63800,64400,62900,63500,63860,63350,63625,77901.67,96730.83,80467,156125.4,144449.5,200441.3,211522.32,143586.01,93.5,-2610067,-1622.31,-2560.43,1900,958.75,-0.5758,-0.5137,0.3,0.3762,53.89,50.77,0.5569,0.5198,
64000,64000,61500,61900,63960,63300,63680,77130,96391.67,158194,163532.2,145745.8,184747.7,213271.87,144521.87,65.69,-2768261,-1637.62,-2375.87,400,847,-0.8182,-0.666,0.3,0.3667,52.88,51.19,0.511,0.518,
61800,61900,59600,60800,63120,63000,63405,76353.33,96054.17,144050,140176.2,144499.5,169494.5,215144.38,145435.93,42.79,-2912311,-1718.71,-2244.43,-4200,-162.4,-0.8442,-0.7551,0.2,0.3459,44.67,49.89,0.3671,0.4878,
60800,62400,60000,60000,62120,62740,63105,75515,95706.67,110355,122727.8,143797.6,156438.25,215584.62,146177.17,48.08,-3022666,-1826.47,-2160.84,-5600,-1249.92,-0.9481,-0.8516,0.2,0.3276,42.48,48.41,0.325,0.4553,
60000,61800,60000,60700,61380,62530,62925,74630,95390.83,77347,114082.6,140888.5,150348.05,215479.42,146359.16,57.12,-2945319,-1834.24,-2095.52,-3400,-1679.94,-0.8571,-0.8543,0.2,0.3117,48.97,48.52,0.3882,0.4418,
60900,61800,60200,61300,60940,62400,62800,73753.33,95076.67,86509,115291,135708.2,144744.35,216094.92,146877.58,68.78,-2858810,-1771.56,-2030.73,-1100,-1563.95,-0.7792,-0.8168,0.3,0.3102,55.05,49.83,0.461,0.4457,
