Open,High,Low,Close,Price_5,Price_10,Price_20,Price_60,Price_120,Volume,Volume_5,Volume_10,Volume_20,Volume_60,Volume_120,Volume Ratio,OBV,MACD,MACD_Signal,Momentum,Momentum_Signal,William_R,William_D,Psychology,Psychology_Signal,MFI,MFI_Signal,RSI,RSI_Signal,
61500,62300,60400,61400,60840,62400,62790,72880,94730.83,74834,98619,131075.6,139826.9,216733.4,146955.78,81.36,-2783976,-1694.29,-1963.44,-2400,-1731.16,-0.7662,-0.7915,0.4,0.3214,52.92,50.44,0.4063,0.4378,
61400,61500,59500,59900,60660,61890,62710,71956.67,94380,99187,89646.4,114911.3,138907.45,217502.63,146809.3,82.34,-2883163,-1734.1,-1917.57,-2700,-1924.93,-0.9487,-0.8701,0.3,0.3188,53.58,51.07,0.3969,0.4296,
60400,62100,59600,61700,61000,61560,62545,71126.67,94017.5,79284,83432.2,103080,132252,217908.3,147030.17,73.6,-2803879,-1601.93,-1854.44,-1100,-1759.94,-0.7179,-0.794,0.4,0.3289,58.9,52.64,0.4626,0.4362,
62000,62900,61200,62400,61340,61360,62385,70300,93673.33,72795,82521.8,98302.2,126847.5,218572.48,147321.35,66.51,-2731084,-1424.29,-1768.41,-200,-1447.95,-0.6282,-0.7111,0.5,0.3503,57.27,53.56,0.4934,0.4477,
61600,62300,60500,60900,61260,61100,62225,69465,93286.67,70775,79375,97333,120891.25,219365.12,147143.21,72.15,-2801859,-1388.54,-1692.44,-500,-1258.36,-0.8205,-0.7658,0.5,0.369,59.03,54.66,0.4839,0.4549,
61100,61400,60100,60600,61100,60970,62135,68671.67,92910,72482,78904.6,88761.8,117253.8,219910.97,147056.29,76.09,-2874341,-1368.64,-1627.68,-4400,-1886.69,-0.859,-0.8124,0.5,0.3854,48.53,53.43,0.3197,0.4279,
60700,63800,59900,63700,61860,61260,62130,67963.33,92568.33,168333,92733.8,91190.1,117844.8,221675.75,148015.2,76.98,-2706008,-1090.15,-1520.17,-1300,-1769.35,-0.3333,-0.5729,0.6,0.4122,47.12,52.17,0.4575,0.4338,
62900,65400,62800,63300,62180,61590,62165,67260,92212.5,112000,99277,91354.6,117576.1,222458.3,148465.75,77.29,-2818008,-891.45,-1394.43,-1100,-1635.48,-0.3559,-0.4644,0.6,0.4357,55.68,52.87,0.4636,0.4397,
63700,63900,60700,61300,61960,61650,62090,66573.33,91815,99153,104548.6,93535.2,117211.85,221840.48,148662.8,64.45,-2917161,-885.16,-1292.58,-2200,-1748.39,-0.6949,-0.5797,0.5,0.4437,55.03,53.3,0.4321,0.4382,
60800,61400,60300,60900,61960,61610,62005,65906.67,91430.83,50636,100520.8,89947.9,112828.05,221344.28,148640,68.67,-2967797,-902.06,-1214.47,-1000,-1598.71,-0.7627,-0.6712,0.4,0.4383,59.65,54.57,0.4667,0.4439,
60100,62200,60000,61900,62220,61660,62030,65338.33,91036.67,75144,101053.2,89978.9,110527.25,217476.07,148714.53,81.69,-2892653,-825.24,-1136.63,1100,-1058.97,-0.5932,-0.6322,0.4,0.4335,68.86,57.43,0.5369,0.4625,
61200,62400,60900,61900,61860,61860,61875,64743.33,90630.83,81973,83781.2,88257.5,101584.4,217416.27,148757.9,61.55,-2892653,-755.65,-1060.43,1900,-467.17,-0.5932,-0.6127,0.4,0.4293,68.18,59.58,0.5674,0.4835,
62300,62400,61300,62200,61640,61910,61735,64113.33,90214.17,81475,77676.2,88476.6,95778.3,217297.47,148915.85,65.3,-2811178,-668.59,-982.06,1500,-73.74,-0.5424,-0.5775,0.4,0.4256,68.32,61.33,0.5547,0.4977,
62300,63700,61500,63600,62100,62030,61695,63546.67,89792.5,91082,76062,90305.3,94303.75,218122.57,149300.29,81.65,-2720096,-481.07,-881.86,2300,401.01,-0.3051,-0.4413,0.4,0.4224,68.51,62.76,0.5793,0.514,
63900,63900,61700,63200,62560,62260,61680,63000,89336.67,75531,81041,90780.9,94056.95,218075.72,149285.52,82.04,-2795627,-360.59,-777.61,1800,680.81,-0.3729,-0.4071,0.4,0.4196,66.48,63.51,0.5608,0.5234,
61900,64600,61800,63100,62800,62510,61740,62478.33,88851.67,77129,81438,91245.6,90003.7,217932.85,149128.41,89.03,-2872756,-270.06,-676.1,3200,1184.65,-0.3966,-0.4018,0.4,0.4172,74.46,65.7,0.6194,0.5426,
62000,63100,60000,60000,62420,62140,61700,61955,88346.67,157823,96608,90194.6,90692.35,217285.32,149775.92,87.76,-3030579,-443.35,-629.55,-1700,607.72,-0.9818,-0.6918,0.3,0.4025,63.26,65.21,0.4422,0.5225,
57800,62400,56500,60300,62040,61840,61715,61766.67,87778.33,186724,117657.8,97667,94510.8,208384.52,150091.8,120.9,-2843855,-550.13,-613.66,-2100,66.17,-0.573,-0.6324,0.4,0.4022,52.6,62.69,0.4266,0.5033,
61400,62100,59400,60800,61480,61790,61720,61693.33,87176.67,107787,120998.8,98530.4,96032.8,200383.82,150190.66,124.45,-2736068,-587.64,-608.46,-100,32.94,-0.5169,-0.5746,0.5,0.4144,59.01,61.95,0.4962,0.5019,
61300,64800,60400,64800,61800,62180,61895,61745,86594.17,190354,143963.4,112502.2,101225.05,188568.68,151092.36,136.59,-2545714,-291.24,-545.01,4200,866.35,-0.0674,-0.321,0.6,0.4376,67.24,63.01,0.6235,0.5262,
65000,73900,64900,73500,63880,63340,62500,61981.67,86060,621814,252900.4,167169.2,128574.05,191308.72,155543.87,200.51,-1923900,638.32,-308.35,9800,2653.08,-0.023,-0.172,0.6,0.4579,76.01,65.61,0.7168,0.5644,
74200,76300,72200,73900,66660,64540,63200,62250,85506.67,270726,275481,186044.5,137151,189276.53,157029.44,262.59,-1653174,1391.24,31.57,10600,4242.46,-0.1212,-0.1466,0.7,0.4882,78.25,68.14,0.7345,0.5984,
73900,74500,72300,72400,69080,65560,63735,62488.33,85009.17,114907,261117.6,189387.7,138932.15,187725.37,156364,218.86,-1768081,1845.62,394.38,11100,5613.97,-0.197,-0.1718,0.6,0.5022,77,69.91,0.7511,0.6289,
74000,76400,72600,73500,71620,66550,64290,62738.33,84538.33,237291,287018.4,204008.6,147156.95,188648.8,157167.28,237.74,-1530790,2268.34,769.17,12600,7011.18,-0.1457,-0.1588,0.6,0.5144,81.15,72.16,0.7763,0.6584,
72900,73000,67600,68200,72300,67050,64655,62900,84018.33,172685,283484.6,213724,152252.45,185917.87,158054.23,212.85,-1703475,2150.88,1045.51,6300,6868.94,-0.4121,-0.2854,0.6,0.5251,74.6,72.65,0.6162,0.65,
69200,70200,66700,67800,71160,67520,65015,63103.33,83455,102144,179550.6,216225.5,153735.55,183359.9,158267.4,206.55,-1805619,2002.44,1236.9,5900,6675.15,-0.4322,-0.3588,0.6,0.5345,70.65,72.25,0.6073,0.6414,
67900,69600,66900,69600,70300,68480,65310,63288.33,82931.67,76379,140681.2,208081.1,149137.85,180519.43,158146.78,197.39,-1729240,2006.91,1390.9,7400,6820.12,-0.3417,-0.3502,0.7,0.5551,70.68,71.93,0.6276,0.6387,
69200,70900,68800,69400,69700,69390,65615,63408.33,82451.67,68835,131466.8,196292.2,146979.6,174696.13,157759.55,206.26,-1798075,1971.58,1507.04,5800,6616.1,-0.3518,-0.351,0.6,0.5608,70.51,71.65,0.6043,0.6318,
70700,73600,70200,72300,69460,70540,66165,63611.67,82070,213248,126658.2,206838.3,152684.35,173961.92,157273.83,254.8,-1584827,2152.77,1636.18,9100,7112.88,-0.206,-0.2785,0.6,0.5657,73.05,71.93,0.6502,0.6355,
71100,72100,68800,69200,69660,70980,66580,63765,81651.67,122434,116608,200046.3,156274.25,172720.18,157515.58,235.18,-1707261,2022.91,1713.53,6100,6910.3,-0.3618,-0.3202,0.5,0.5575,68.89,71.32,0.5916,0.6267,
67000,68000,64000,64000,68900,70030,66685,63818.33,81194.17,153612,126901.6,153226.1,160197.65,172115.43,158258.18,195,-1860873,1483.3,1667.48,4000,6328.24,-0.6231,-0.4716,0.4,0.5378,68.74,70.81,0.5565,0.6127,
65600,66000,62700,63400,67660,68980,66760,63821.67,80758.33,92830,130191.8,135436.5,160740.5,169752.83,158486.18,182.51,-1953703,995.75,1533.14,3100,5682.59,-0.7647,-0.6182,0.3,0.5081,70.76,70.8,0.5434,0.5988,
63700,65600,63100,65500,66880,68290,66925,63851.67,80343.33,66019,129628.6,130547.7,159967.7,167804.07,158588.38,181.16,-1887684,769.95,1380.5,4700,5486.08,-0.6812,-0.6497,0.4,0.4945,70.38,70.71,0.563,0.5916,
65100,66000,63900,64600,65340,67400,66975,63973.33,79940.83,54731,97925.2,112291.7,158150.15,154852.43,158287.28,165.21,-1942415,512.47,1206.89,-200,4348.86,-0.8613,-0.7555,0.3,0.4702,68.87,70.34,0.4971,0.5727,
65800,67400,65200,66700,64840,67250,67150,64151.67,79500.83,81741,89786.6,103197.3,158460.65,150986.3,158363.65,183.69,-1860674,472.42,1060,-6800,2119.09,-0.708,-0.7318,0.4,0.4614,59.51,68.18,0.3768,0.5335,
66100,67400,65100,67400,65520,67210,67365,64261.67,79025.83,55362,70136.6,98519.1,157372.3,144041.23,157903.73,202.64,-1805312,491.5,946.3,-6500,395.27,-0.6569,-0.6944,0.5,0.4663,53.58,65.26,0.3835,0.5035,
66600,68800,66100,66800,66200,66930,67705,64270,78563.33,60118,63594.2,96893,152487.05,137557.97,157856.42,223.65,-1865430,452.99,847.64,-5600,-803.78,-0.7007,-0.6975,0.4,0.458,59.51,64.11,0.3963,0.4821,
66900,66900,65300,65800,66260,66570,67980,64266.67,78110.83,65308,63452,96540.3,146416.25,132455.1,157714.14,190.62,-1930738,337.88,745.69,-7700,-2183.03,-0.7156,-0.7066,0.4,0.4507,49.22,61.13,0.3569,0.457,
66500,66500,65400,65800,66500,65920,68230,64291.67,77659.17,54596,63425,80675.1,143756.7,130045.85,157828.25,177.82,-1930738,243.84,645.32,-2400,-2226.42,-0.7156,-0.7111,0.3,0.4319,54.05,59.71,0.4444,0.4545,
66400,66500,64000,64300,66020,65430,68205,64300,77182.5,75981,62273,76029.8,138038.05,128002.48,158193.02,148.52,-2006719,47.73,525.8,-3500,-2481.14,-0.8532,-0.7821,0.3,0.4154,55.37,58.85,0.4229,0.4482,
64200,64800,61700,62000,64940,65230,67630,64306.67,76720,126358,76472.2,73304.4,113265.25,127222.07,158854.73,83.09,-2133077,-289.94,362.65,-7600,-3504.91,-0.9748,-0.8785,0.3,0.401,47.58,56.59,0.3362,0.4258,
62000,63300,61800,62700,64120,65160,67070,64326.67,76270.83,75516,79551.8,71573,103504.75,126521.07,158926.32,67.32,-2057561,-495.35,191.05,-6700,-4143.93,-0.916,-0.8972,0.4,0.4009,42.06,53.69,0.3586,0.4124,
62800,63400,62200,62700,63500,64880,66585,64288.33,75802.5,99245,86339.2,74895.6,102721.65,124635.27,159134.97,75.3,-2057561,-650.64,22.71,-9600,-5235.14,-0.9038,-0.9005,0.3,0.3883,35.21,49.99,0.2692,0.3837,
62400,64500,62400,64200,63180,64840,66120,64265,75358.33,74517,90323.4,76874.2,94582.95,122862.47,159240.55,61.41,-1983044,-645.24,-110.88,-5000,-5188.11,-0.6479,-0.7742,0.4,0.3897,43.51,48.7,0.3698,0.381,
64200,64900,63500,63700,63060,64540,65895,64258.33,74930,56501,86427.4,74350.2,88773.75,120639.15,159401.88,68.17,-2039545,-673.53,-223.41,-300,-4210.49,-0.7183,-0.7463,0.3,0.3785,53.08,49.57,0.4897,0.4027,
63900,65300,63700,64300,63520,64230,65720,64290,74495,52426,71641,74056.6,86287.85,119092.4,159606.24,80.97,-1987119,-640.16,-306.76,900,-3188.39,-0.6338,-0.69,0.3,0.3687,60.43,51.74,0.531,0.4284,
64700,66800,64700,65500,64080,64100,65515,64318.33,74127.5,85447,73627.2,76589.5,86741.25,117907.97,159541.27,81.92,-1901672,-511,-347.61,0,-2550.71,-0.4648,-0.5774,0.4,0.3726,61.23,53.64,0.5,0.4427,
65800,66700,65300,66600,64860,64180,65375,64385,73795.83,52845,64347.2,75343.2,85941.75,116832.48,159332.7,94.26,-1848827,-316.23,-341.33,2000,-1640.57,-0.3099,-0.4436,0.5,0.3885,61.2,55.15,0.5725,0.4686,
66700,66700,65500,65900,65200,64190,65055,64436.67,73445,36495,56742.8,73533.1,77104.1,115666.77,159167.81,67.38,-1885322,-215.86,-316.24,-800,-1472.46,-0.4085,-0.426,0.5,0.4025,55.49,55.22,0.4677,0.4685,
66300,68800,66100,68400,66140,64600,65015,64533.33,73119.17,107588,66960.2,76693.8,76361.8,115154.7,159587.02,91.18,-1777734,64.66,-240.06,1000,-977.97,-0.0563,-0.2412,0.6,0.4272,57.91,55.76,0.5352,0.4818,
67700,68700,65500,65500,66380,64950,65090,64601.67,72772.5,78354,72145.8,71893.4,72598.9,114441.27,159843.7,100.66,-1856088,52.36,-181.57,-1300,-1042.37,-0.4648,-0.353,0.6,0.4488,50.92,54.79,0.4606,0.4776,
66500,66600,63500,64900,66260,65170,65165,64600,72384.17,65089,68074.2,70850.7,71211.85,111178.92,159330.14,104.67,-1921177,-5.73,-146.41,-900,-1013.9,-0.5493,-0.4511,0.5,0.4552,50.98,54.03,0.472,0.4765,
65200,65900,64000,65900,66120,65490,65185,64615,72014.17,36519,64809,64578.1,69736.85,108494.28,159159.11,100.43,-1884658,28.59,-111.41,100,-791.12,-0.4085,-0.4298,0.6,0.4733,55.51,54.33,0.5029,0.4818,
65500,65500,63800,64000,65740,65470,65155,64608.33,71629.17,47629,67035.8,61889.3,69381.75,107278.55,159190.87,101.47,-1932287,-96.41,-108.41,-300,-692.89,-0.6761,-0.5529,0.5,0.4766,57.12,54.88,0.4914,0.4837,
63200,64200,63000,63800,64820,65480,65010,64613.33,71257.5,53894,56297,61628.6,67989.4,106835.67,159178.99,83.1,-1986181,-209.2,-128.56,1800,-194.32,-0.7143,-0.6336,0.5,0.4795,61.42,56.19,0.5584,0.4986,
63000,63600,62200,62400,64200,65290,64760,64621.67,70875.83,58005,52227.2,62186.5,68121.55,105165.85,159218.86,70.17,-2044186,-406.86,-184.22,-300,-215.45,-0.9697,-0.8017,0.4,0.4696,62.56,57.47,0.4907,0.4971,
62200,63800,62100,62500,63720,64990,64545,64650,70501.67,43095,47828.4,57951.3,67270.4,103483.27,159313.83,81.68,-2001091,-549.12,-257.2,-200,-212.36,-0.9403,-0.871,0.4,0.4609,60.17,58.01,0.4938,0.4964,
62800,63400,62000,62400,63020,64570,64375,64690,70102.5,50293,50583.2,57696.1,66519.65,102482.23,159033.42,83.37,-2051384,-662.29,-338.22,-1800,-529.89,-0.9412,-0.9061,0.3,0.4408,53.12,57.03,0.4392,0.485,
61900,63100,60500,62800,62780,64260,64225,64725,69677.5,79843,57026,62030.9,67782,102523.83,159001.63,94.16,-1971541,-711.5,-412.88,-900,-603.91,-0.7229,-0.8145,0.4,0.4357,45.24,54.67,0.4694,0.4818,
62800,62900,61700,62400,62500,63660,64130,64743.33,69248.33,37232,53693.6,54995.3,65844.55,101702.55,158898.73,99.69,-2008773,-773.85,-485.07,-1900,-863.13,-0.7711,-0.7928,0.3,0.4187,44.16,52.57,0.4345,0.4724,
62600,64600,62300,63400,62700,63450,64200,64776.67,68828.33,55861,53264.8,52746,62319.7,101386.33,159059.87,133.79,-1952912,-734.12,-534.88,-2100,-1110.5,-0.6506,-0.7217,0.4,0.4164,41.94,50.44,0.4266,0.4632,
64100,64200,62900,63200,62840,63280,64225,64831.67,68394.17,43192,53284.2,50556.3,60703.5,100453.08,158977.86,110.66,-1996104,-710.57,-570.02,-3400,-1568.4,-0.6747,-0.6982,0.4,0.4143,37.74,47.9,0.3731,0.4452,
63200,63800,62900,63100,62980,63000,64245,64855,67990.83,41504,51526.4,51054.8,57816.45,99823.42,158865.86,103.51,-2037608,-692.01,-594.42,-2800,-1814.72,-0.6867,-0.6925,0.3,0.4,37.57,45.83,0.3906,0.4343,
63500,64400,63200,63800,63180,62980,64225,64878.33,67589.17,57072,46972.2,51999.1,56944.2,99561.37,159066.92,100.44,-1980536,-613.73,-598.28,-4600,-2371.78,-0.5976,-0.645,0.4,0.4,32.49,43.17,0.2909,0.4056,
64000,65200,63500,63700,63440,62970,64225,64925,67195,45815,48688.8,51191.2,56409.9,99145.37,159255.24,102.37,-2026351,-553.39,-589.3,-1800,-2257.42,-0.4754,-0.5602,0.4,0.4,41.12,42.76,0.3902,0.4025,
64300,64700,62300,62400,63240,62970,64130,64955,66813.33,52318,47980.2,50622.5,56404.5,98809.3,159360.13,84.99,-2078669,-603.51,-592.14,-2500,-2305.94,-0.6481,-0.6042,0.4,0.4,42.04,42.61,0.3596,0.3939,
62300,63100,61800,62200,63040,62940,63965,64930,66446.67,45210,48383.8,50834,54392.65,96757.25,159216.5,66.08,-2123879,-651.86,-604.09,-3700,-2584.75,-0.66,-0.6321,0.3,0.3875,35.95,41.28,0.2716,0.3695,
62100,62700,61700,62500,62920,62950,63760,64916.67,66088.33,50777,50238.4,50882.4,54289.25,95736.87,159097.58,65.76,-2073102,-658.37,-614.94,-1500,-2367.8,-0.5745,-0.6033,0.4,0.3891,35.87,40.2,0.3846,0.3725,
62300,63000,61700,61800,62520,62850,63555,64925,65749.17,41232,47070.4,47021.3,54526.1,94771.52,158306,65.29,-2114334,-711.82,-634.32,-2000,-2294.24,-0.7234,-0.6633,0.3,0.3779,36.62,39.48,0.3571,0.3694,
62000,62700,61000,62000,62180,62810,63235,64943.33,65425,50431,47993.6,48341.2,51668.25,94768.1,158056.19,56.63,-2063903,-729.62,-653.38,-400,-1915.39,-0.6809,-0.6721,0.4,0.3807,37.08,39,0.4655,0.3886,
61700,62100,60800,61600,62020,62630,63040,64938.33,65138.33,66808,50891.6,49435.9,51090.95,94629.17,156052.62,57.63,-2130711,-767.17,-676.14,-900,-1712.31,-0.766,-0.719,0.3,0.3706,29.45,37.09,0.4262,0.3962,
61300,62600,61300,61900,61960,62500,62890,64938.33,64840.83,36221,49093.8,48738.8,49647.55,93866.63,155641.45,70.28,-2094490,-763.91,-693.69,-500,-1469.85,-0.7021,-0.7106,0.4,0.3743,35.52,36.78,0.4603,0.409,
62300,63300,62000,62400,61940,62430,62715,64941.67,64527.5,63059,51550.2,50894.3,50974.55,93559.7,155428.58,74.83,-2031431,-712.76,-697.51,-400,-1255.88,-0.6364,-0.6735,0.5,0.39,46.19,38.66,0.4688,0.4209,
62400,62500,60800,61300,61840,62180,62580,64903.33,64225,51480,53599.8,50335.1,51167.1,92899.67,155511.12,74.34,-2082911,-752.32,-708.47,-1100,-1224.7,-0.8864,-0.7799,0.4,0.3913,39.61,38.85,0.4225,0.4213,
61300,61700,60900,60900,61620,61900,62435,64865,63932.5,51471,53807.8,50900.7,51045.95,92498.67,155287.19,74.65,-2134382,-806.64,-728.1,-2500,-1479.76,-0.9773,-0.8786,0.4,0.3923,31.3,37.34,0.3077,0.3985,
60800,60900,57700,58700,61040,61530,62250,64791.67,63635,175589,75564,63227.8,56925.15,94139.67,156036.26,62.15,-2309971,-1015.51,-785.59,-4500,-2083.81,-0.8667,-0.8726,0.4,0.3933,24.95,34.86,0.2353,0.3659,
58900,59200,58300,58500,60360,61160,62050,64766.67,63360.83,89622,86244.2,67669,59251.5,93002.98,155144.15,49.67,-2399593,-1183.54,-865.18,-4600,-2587.05,-0.8933,-0.883,0.4,0.3941,23.73,32.64,0.2326,0.3392,
58500,58800,57300,57500,59380,60660,61805,64720,63243.33,96026,92837.6,72193.9,61538.15,91491.35,149937.93,46.96,-2495619,-1381.47,-968.43,-6300,-3329.64,-0.9747,-0.9288,0.3,0.3824,16.38,29.39,0.1461,0.3006,
57500,58300,56600,57000,58520,60180,61515,64656.67,63175,109169,104375.4,78987.6,63004.45,91514.38,145949.1,33.11,-2604788,-1560.68,-1086.88,-6700,-4003.71,-0.9506,-0.9397,0.3,0.3721,10.48,25.6,0.1398,0.2684,
56900,57200,56000,56900,57720,59670,61240,64525,63135,77104,109502,81654.9,64998.05,89626.88,139097.78,31.77,-2681892,-1691.29,-1207.76,-5500,-4302.97,-0.8767,-0.9082,0.2,0.3506,10.3,22.54,0.1605,0.2468,
57300,58400,56500,56900,57360,59200,60915,64248.33,63115,81956,90775.4,83169.7,66302.8,80629.25,135968.98,29.05,-2681892,-1774.34,-1321.08,-5300,-4502.38,-0.8767,-0.8925,0.2,0.3317,17.56,21.55,0.1646,0.2304,
54000,54800,52100,54000,56460,58410,60455,63916.67,63083.33,172427,107336.4,96790.3,72764.55,78990.93,134133.73,25.81,-2854319,-2050.52,-1466.97,-8500,-5301.9,-0.8304,-0.8614,0.1,0.3028,15.99,20.44,0.0952,0.2034,
54100,54200,52900,53400,55640,57510,59970,63600,63044.17,124633,113057.8,102947.7,76921,79153.03,133439.2,24.08,-2978952,-2291.4,-1631.85,-8400,-5921.52,-0.8839,-0.8727,0,0.2649,15.08,19.36,0.0962,0.1819,
53500,53900,52600,53700,54980,56750,59465,63270,63004.17,73047,105833.4,105104.4,77719.75,76415.63,132532.22,25.37,-2905905,-2430.08,-1791.5,-8300,-6397.22,-0.8571,-0.8649,0.1,0.2443,14.92,18.47,0.1048,0.1665,
53700,54300,53400,53800,54360,56040,58970,63030,62965,96012,109615,109558.5,80229.6,75137.75,130527.81,34.38,-2809893,-2503.06,-1933.81,-7800,-6677.77,-0.8482,-0.8566,0.2,0.2388,21.69,19.12,0.1176,0.1567,
53800,54000,52900,53200,53620,55490,58510,62786.67,62945,63183,105860.4,98317.9,80772.85,74488.4,128924.15,34.07,-2873076,-2579.58,-2062.97,-8700,-7082.22,-0.9018,-0.8792,0.2,0.2339,18.38,18.97,0.0857,0.1425,
53300,53700,52800,53200,53460,54960,58060,62513.33,62900.83,41687,79712.4,93524.4,80596.7,73910.2,127214.82,36.54,-2873076,-2610.13,-2172.4,-9200,-7505.77,-0.8942,-0.8867,0.2,0.2297,13.44,17.86,0.04,0.122,
53500,53500,52100,52300,53240,54440,57550,62228.33,62818.33,73669,69519.6,91288.7,81741.3,73990.77,124343.45,30.34,-2946745,-2676.12,-2273.14,-9000,-7804.62,-0.9792,-0.9329,0.2,0.226,13.31,16.95,0.0408,0.1058,
52400,52500,50800,51300,52760,53870,57025,61878.33,62745,105770,76064.2,90948.8,84968.2,72199.47,123080.69,28.86,-3052515,-2777.1,-2373.93,-9600,-8163.7,-0.9505,-0.9417,0.2,0.2227,12.91,16.14,0.0385,0.0923,
50800,51400,49700,50500,52100,53230,56450,61566.67,62665.83,88113,74484.4,92049.7,86852.3,71627.45,122173.82,23.47,-3140628,-2888.38,-2476.82,-8200,-8170.96,-0.9158,-0.9288,0.2,0.2199,13.99,15.71,0.0444,0.0827,
50300,52200,50300,50700,51600,52610,55905,61345,62581.67,65599,74967.6,90414,86791.85,70160.57,121138,29.53,-3075029,-2926.69,-2566.8,-7800,-8096.77,-0.8901,-0.9094,0.3,0.2299,19.26,16.42,0.0667,0.0795,
51300,51800,50400,50600,51080,52270,55340,61131.67,62476.67,51136,76857.4,78284.9,87537.6,69465.67,119609.25,25.84,-3126165,-2931.34,-2639.7,-6900,-7857.41,-0.8966,-0.903,0.3,0.2387,20.13,17.16,0.0741,0.0784,
50600,50800,49900,50000,50620,51930,54720,60873.33,62362.5,99301,81983.8,75751.7,89349.7,70020.37,118912.22,19.89,-3225466,-2949.43,-2701.65,-7000,-7685.93,-0.9655,-0.9343,0.3,0.2463,20.53,17.84,0.0732,0.0774,
50100,50500,49300,49300,50220,51490,54120,60618.33,62295.83,77269,76283.6,76173.9,90639.15,70396,112624.22,19.55,-3302735,-2985.84,-2758.49,-7600,-7668.74,-1,-0.9671,0.2,0.2405,20.7,18.41,0.0682,0.0755,
49100,49650,47600,47900,49700,50900,53470,60305,62228.33,133225,85306,79895.2,94726.85,71254.07,111120.18,18.55,-3435960,-3092.02,-2825.19,-9000,-7935,-0.9583,-0.9627,0.1,0.223,12.99,17.32,0.0588,0.0722,
47900,49550,47900,48950,49350,50475,52982.5,59997.5,62129.58,130951,98376.4,86672,92494.95,72513.88,108277.56,30.05,-3305009,-3056.21,-2871.4,-5050,-7358,-0.7985,-0.8806,0.2,0.2201,23.77,18.61,0.1976,0.0973,
48300,49200,47700,48250,48880,49980,52470,59688.33,61979.17,46907,97530.6,87194,90359.2,72293.7,104925.83,30.98,-3351916,-3049.16,-2906.95,-5150,-6916.4,-0.903,-0.8918,0.2,0.2176,25.56,20,0.1953,0.1169,
47600,49650,47350,48800,48640,49630,52035,59405,61835.83,52523,88175,85079.4,88184.05,72080.62,102267.86,37.39,-3299393,-2965.02,-2918.56,-4900,-6513.12,-0.7914,-0.8416,0.3,0.2279,30.64,22.13,0.2184,0.1372,
48800,50800,48600,49500,48680,49450,51660,59133.33,61712.5,88356,90392.4,83338,87143.4,72643.28,101344.57,48.38,-3211037,-2809.47,-2896.74,-4300,-6070.49,-0.6767,-0.7591,0.4,0.2494,29.68,23.64,0.2688,0.1635,
49500,49750,48600,48750,48850,49275,51252.5,58874.17,61587.08,50893,73926,79616,85832.85,72225.15,100113.82,49.49,-3261930,-2715.41,-2860.48,-4450,-5746.4,-0.7795,-0.7693,0.4,0.2682,30.15,24.94,0.2646,0.1837,
48800,49700,48800,49550,48970,49160,50885,58666.67,61486.67,57117,59159.2,78767.8,84590.9,71071.13,99146.6,52.78,-3204813,-2546.95,-2797.77,-3650,-5327.12,-0.6423,-0.7058,0.4,0.2847,34.86,26.93,0.322,0.2114,
49650,49850,47700,48050,48930,48905,50587.5,58422.5,61374.58,44310,58639.8,78085.2,78185.05,70551.03,98536.05,59.68,-3249123,-2505.6,-2739.34,-4250,-5111.69,-0.8641,-0.7849,0.4,0.2991,35.98,28.74,0.3041,0.2299,
48200,48800,47800,47950,48760,48700,50315,58176.67,61232.5,33874,54910,71542.5,73647.1,69461.52,97048.39,65.78,-3282997,-2452.63,-2682,-3350,-4759.35,-0.8763,-0.8306,0.4,0.3117,38.7,30.73,0.3317,0.2503,
47750,48500,47750,48200,48500,48590,50040,57910,61087.5,28499,42938.6,66665.5,71419.7,68694.55,95778.51,60.77,-3254498,-2363.24,-2618.25,-2300,-4267.48,-0.8247,-0.8277,0.5,0.3353,41.22,32.83,0.3777,0.2757,
48300,48500,47500,47500,48250,48550,49725,57640,60949.17,79608,48681.6,61303.8,70599.5,69079.67,94859.41,45.85,-3334106,-2322.11,-2559.02,-3200,-4053.99,-0.9663,-0.897,0.5,0.3559,33.81,33.03,0.3384,0.2883,
48250,49000,48000,48850,48110,48540,49507.5,57382.5,60836.25,63232,49904.6,54531.9,70601.95,69259.77,94176.08,56.04,-3270874,-2155.73,-2478.36,-1750,-3593.19,-0.5652,-0.7311,0.5,0.3739,39.86,34.39,0.4215,0.3149,
48850,48900,47450,47900,48080,48505,49242.5,57089.17,60703.75,66678,54378.2,56509,71851.5,68946.95,93427.46,51.15,-3337552,-2076.59,-2398.01,-2100,-3294.55,-0.8406,-0.7858,0.5,0.3896,41.39,35.79,0.4087,0.3337,
47900,48750,47900,48550,48200,48480,49055,56788.33,60586.67,51306,57864.6,56387.3,70733.35,68921.3,92876.89,61.29,-3286246,-1939.07,-2306.22,-750,-2785.64,-0.6522,-0.719,0.5,0.4034,48.14,38.26,0.4672,0.3604,
48600,48950,47750,47900,48140,48320,48885,56488.33,60462.5,43773,60919.4,51929,67633.5,69042.6,92354.68,65.95,-3330019,-1861.08,-2217.19,0,-2228.51,-0.8406,-0.7798,0.4,0.403,53.26,41.26,0.5,0.3883,
47800,48300,47600,48200,48280,48265,48770,56151.67,60342.5,54529,55903.6,52292.6,65954.3,68158.28,91656.49,81.45,-3275490,-1754.84,-2124.72,-750,-1932.81,-0.7536,-0.7667,0.5,0.4151,41.42,41.29,0.4623,0.4031,
