Open,High,Low,Close,Price_5,Price_10,Price_20,Price_60,Price_120,Volume,Volume_5,Volume_10,Volume_20,Volume_60,Volume_120,Volume Ratio,OBV,MACD,MACD_Signal,Momentum,Momentum_Signal,William_R,William_D,Psychology,Psychology_Signal,MFI,MFI_Signal,RSI,RSI_Signal
1075,1120,1061,1111,1158.8,1195.3,1149.35,662.55,331.28,5370261,7121802,15917067.7,11534336.9,7368064.42,3684032.21,86.04,73027863,39.47,57.64,-41,66.06,-0.8756,-0.828,0.4,0.4723,66.98,71.33,0.4646,0.5595
1120,1148,1084,1084,1129.6,1190.3,1150.95,680.62,340.31,2903825,6075851.2,15549557.9,11443436.4,7416461.5,3708230.75,87.32,70124038,30.17,52.14,-68,39.25,-0.9428,-0.8854,0.4,0.4632,65.48,70.16,0.4439,0.5363
1084,1116,1075,1116,1116.8,1185.8,1153.7,699.22,349.61,2898646,4908409,14936953.6,11403818.45,7464772.27,3732386.13,86.67,73022684,25.09,46.73,-41,23.2,-0.8632,-0.8743,0.4,0.4553,66.55,69.44,0.4676,0.5226
1125,1139,1047,1052,1094,1156.6,1153.5,716.75,358.38,3576018,4248078,11462967.7,11319168.8,7524372.57,3762186.28,87.89,69446666,15.72,40.53,-41,10.36,-0.988,-0.9311,0.3,0.4359,67.23,69,0.4676,0.5116
1065,1093,1047,1079,1088.4,1135.1,1155.1,734.73,367.37,3604875,3670725,6187874.2,11278386.85,7584453.82,3792226.91,94.34,73051541,10.36,34.5,-60,-3.71,-0.9231,-0.9271,0.4,0.4314,64.36,68.07,0.4511,0.4995
1084,1125,1056,1116,1089.4,1124.1,1154.65,753.33,376.67,5169242,3630521.2,5376161.6,10921215.6,7670607.85,3835303.93,88.19,78220783,8.99,29.39,-18,-6.57,-0.8341,-0.8806,0.5,0.44,67.56,67.97,0.4861,0.4968
1152,1395,1143,1276,1127.8,1128.7,1160.85,774.6,387.3,49985024,13046761,9561306.1,12997943,8503691.58,4251845.79,123.97,128205807,20.57,27.63,115,17.74,-0.4495,-0.6651,0.5,0.4475,74.01,69.18,0.5738,0.5122
1271,1280,1152,1180,1140.6,1128.7,1162.25,794.27,397.13,10679032,14602838.2,9755623.6,12954381,8681675.45,4340837.72,114.17,117526775,21.76,26.46,-164,-18.6,-0.6803,-0.6727,0.5,0.4541,64.38,68.22,0.3815,0.4861
1175,1180,1093,1125,1155.2,1124.6,1160.65,813.02,406.51,4532912,14794217,9521147.5,12881854,8757223.98,4378611.99,105.28,112993863,18.05,24.78,-169,-48.68,-0.7759,-0.7243,0.5,0.4598,45.34,63.64,0.3788,0.4646
1134,1198,1125,1180,1175.4,1131.9,1165,832.68,416.34,9367345,15946711,9808718,13075945.95,8913346.4,4456673.2,117.9,122361208,19.33,23.69,-46,-48.15,-0.6178,-0.671,0.6,0.4773,54.18,61.75,0.4664,0.465
1198,1216,1120,1166,1185.4,1137.4,1166.35,852.12,426.06,9179588,16748780.2,10189650.7,13053359.2,9066339.53,4533169.77,102.07,113181620,19,22.75,-64,-51.32,-0.658,-0.6645,0.5,0.4802,53.9,60.18,0.4539,0.4628
