Open,High,Low,Close,Price_5,Price_10,Price_20,Price_60,Price_120,Volume,Volume_5,Volume_10,Volume_20,Volume_60,Volume_120,Volume Ratio,OBV,MACD,Signal,Momentum,Momentum_Signal,William_R,William_D,Psychology,Psychology_Signal,MFI,MFI_Signal,RSI,RSI_Signal
19950,20000,19600,19800,19830,20125,20277.5,21043.33,11444.17,176120,254920.2,283061.3,273816.15,243667.17,130621.54,78.87,-2710959,-289.32,-247.44,-600,-338.14,-0.7632,-0.7658,0.2,0.3662,30.49,41.43,0.4167,0.4469
19900,19900,19650,19750,19760,20030,20257.5,20990.83,11608.75,136203,231236.2,273543.8,264948,242518.93,131756.57,65.71,-2847162,-295.75,-257.1,-600,-390.51,-0.7895,-0.7777,0.2,0.3454,31.18,39.38,0.4167,0.4408
20200,20950,20000,20400,19900,20005,20260,20958.33,11778.75,818489,322527,324658.4,297690,253930.62,138577.31,86.19,-2028673,-245.57,-254.8,-600,-432.41,-0.4474,-0.6125,0.3,0.3397,35.27,38.56,0.4167,0.436
20600,20600,19500,19650,19930,19910,20237.5,20911.67,11942.5,572172,381578.6,358234.1,315350.35,262422.98,143345.41,77.61,-2600845,-263.28,-256.49,-1100,-565.93,-0.8182,-0.7153,0.3,0.3347,25.87,36.02,0.3659,0.422
19650,19650,18900,19000,19720,19785,20180,20851.67,12100.83,429733,426543.4,369309.7,325589.6,267308.12,146926.52,63.58,-3030578,-326.01,-270.4,-1850,-822.74,-0.9512,-0.8333,0.3,0.3304,24.59,33.73,0.3011,0.3978
19050,19100,17950,18050,19370,19600,20072.5,20768.33,12251.25,684359,528191.2,391555.7,348401.05,273701.43,152629.51,49.37,-3714937,-447.22,-305.76,-2650,-1188.19,-0.9667,-0.9,0.3,0.3266,22.53,31.49,0.2569,0.3696
17850,18200,17750,18050,19030,19395,19955,20696.67,12401.67,231402,547231,389233.6,348031.1,273160.1,154557.86,45.6,-3714937,-537.1,-352.03,-2600,-1470.56,-0.9062,-0.9031,0.2,0.3108,21.55,29.5,0.2593,0.3475
18100,18100,17600,17700,18490,19195,19822.5,20620,12549.17,213769,426287,374407,348226.2,274935.23,156339.27,45.56,-3928706,-629.31,-407.48,-2900,-1756.44,-0.9701,-0.9366,0.2,0.2969,21.8,27.96,0.2456,0.3272
17700,18050,17650,18050,18170,19050,19675,20548.33,12699.58,247806,361413.8,371496.2,331096.05,276581.23,158404.32,38.4,-3680900,-666.46,-459.28,-2200,-1845.16,-0.8657,-0.9012,0.3,0.2973,27.03,27.78,0.307,0.3231
17950,18150,17700,17900,17950,18835,19532.5,20483.33,12848.75,246060,324679.2,375611.3,330316.9,277810.33,160454.82,38.52,-3926960,-699.94,-507.41,-2000,-1876.12,-0.9104,-0.9058,0.2,0.2852,30,28.22,0.3182,0.3221
17950,18450,17950,18250,17990,18680,19402.5,20427.5,13000.83,165796,220966.6,374578.9,328820.1,278299.65,161836.45,37.9,-3761164,-690.28,-543.98,-1850,-1870.9,-0.806,-0.8559,0.3,0.287,32.42,29.06,0.3363,0.325
18450,19400,18300,19250,18230,18630,19330,20390.83,13161.25,698006,314287.4,430759.2,352151.5,286196.77,167653.17,55.21,-3063158,-595.06,-554.2,-450,-1586.72,-0.5075,-0.6817,0.4,0.3011,44.51,32.15,0.464,0.3528
19250,19250,18750,18850,18460,18475,19240,20353.33,13318.33,356849,342903.4,384595.2,354626.8,283839.55,170626.91,54.62,-3420007,-545.6,-552.48,-650,-1399.38,-0.6269,-0.6543,0.3,0.301,43.87,34.49,0.4496,0.3721
18900,19050,18800,18950,18640,18405,19157.5,20325.83,13476.25,178898,329121.8,345267.8,351750.95,274546.05,172117.73,61.7,-3241109,-492.64,-540.51,-1100,-1339.5,-0.597,-0.6256,0.4,0.3134,39.86,35.57,0.4083,0.3794
18950,19000,18250,18450,18750,18350,19067.5,20288.33,13630,294687,338847.2,331763.2,350536.45,276497.57,174573.45,62.04,-3535796,-485.43,-529.5,-1350,-1341.6,-0.7463,-0.686,0.4,0.3242,39.03,36.26,0.392,0.3819
18400,18750,18200,18500,18800,18395,18997.5,20250,13784.17,194415,344571,282768.8,337162.25,276010.67,176193.58,74.49,-3341381,-470.26,-517.65,-1250,-1323.28,-0.7313,-0.7086,0.5,0.3462,38.67,36.74,0.4,0.3855
18550,18650,18200,18400,18630,18430,18912.5,20205,13937.5,129527,230875.2,272581.3,330907.45,272681.5,177272.97,65.7,-3470908,-460.99,-506.32,-2000,-1458.62,-0.7333,-0.721,0.5,0.3654,25.11,34.42,0.3246,0.3733
18350,18500,18100,18100,18480,18470,18832.5,20158.33,14088.33,169458,193397,268150.2,321278.6,271487.3,178685.12,69.02,-3640366,-472.4,-499.53,-1550,-1476.9,-0.7561,-0.7385,0.5,0.3822,27.92,33.12,0.3524,0.3691
18100,18300,18050,18150,18320,18480,18765,20115,14239.58,128659,183349.2,256235.5,313865.85,269031.2,179757.28,78.1,-3511707,-471.97,-494.02,-850,-1351.52,-0.6944,-0.7165,0.5,0.3969,30.33,32.56,0.4086,0.377
18100,18250,17900,18250,18280,18515,18675,20065.83,14391.67,194016,163215,251031.1,313321.2,267879.87,181374.08,77.79,-3317691,-458.28,-486.87,200,-1041.22,-0.6389,-0.6777,0.6,0.4223,34.97,33.04,0.5263,0.4069
18200,18300,18000,18300,18240,18520,18600,20008.33,14544.17,112979,146927.8,245749.4,310164.15,264731.07,182315.57,85.25,-3204712,-438.34,-477.17,250,-782.97,-0.6111,-0.6444,0.6,0.4445,39.86,34.4,0.5325,0.432
18100,18400,17800,18000,18160,18395,18512.5,19951.67,14694.17,260551,173132.6,202003.9,316381.55,266017.2,184486.83,82.2,-3465263,-441.66,-470.07,300,-566.38,-0.8,-0.7222,0.5,0.4515,39.24,35.37,0.5395,0.4535
18000,18100,17850,17850,18110,18295,18385,19890,14842.92,176731,174587.2,183992.1,284293.65,266107.77,185959.58,55.79,-3641994,-451.19,-466.29,-200,-493.1,-0.9118,-0.817,0.5,0.4575,32.3,34.76,0.4722,0.4572
17900,18100,17850,18050,18090,18205,18305,19830,14993.33,186826,186220.6,184784.9,265026.35,267001.27,187516.47,72.24,-3455168,-437.56,-460.54,150,-364.48,-0.8437,-0.8304,0.5,0.4628,36.08,35.02,0.5205,0.4699
17900,18200,17900,18150,18070,18175,18262.5,19769.17,15144.58,86239,164665.2,163940.1,247851.65,265812.47,188235.13,87.22,-3368929,-413.92,-451.22,-100,-311.59,-0.7812,-0.8058,0.6,0.48,34.49,34.92,0.4853,0.473
18200,18250,18000,18200,18050,18145,18270,19714.17,15296.25,141768,170423,158675.4,220722.1,263891.58,189416.53,124.84,-3227161,-386.69,-438.31,-1050,-459.27,-0.7241,-0.765,0.6,0.495,19.91,31.91,0.2857,0.4355
18200,18300,18050,18050,18060,18110,18270,19657.5,15446.67,151871,148687,160909.8,216745.55,264334.28,190682.12,116.8,-3379032,-372.92,-425.23,-800,-527.41,-0.8,-0.7825,0.6,0.5081,21.73,29.88,0.3182,0.4121
18050,18200,17900,17900,18070,18090,18280,19596.67,15595.83,155110,144362.8,159475,213812.6,264859.58,191974.7,120.33,-3534142,-369.84,-414.16,-1050,-631.93,-0.9167,-0.8496,0.6,0.5196,22.02,28.31,0.2667,0.383
17950,18100,17850,18100,18080,18085,18282.5,19547.5,15746.67,109346,128866.8,157543.7,206889.6,262506.68,192885.92,113.2,-3424796,-347.26,-400.78,-350,-575.55,-0.6842,-0.7669,0.6,0.5297,28.9,28.42,0.4103,0.3884
18150,18200,17850,17900,18030,18050,18282.5,19494.17,15895.83,271083,165835.6,165250.4,208140.75,264271.48,195144.94,111.75,-3695879,-341.57,-388.93,-600,-580.44,-0.8824,-0.8246,0.5,0.5259,28,28.34,0.3571,0.3822
17900,17950,17800,17950,17980,18015,18267.5,19443.33,16045.42,101624,157806.8,164114.9,204932.15,262376.63,195991.81,108.49,-3594255,-329.23,-376.99,-450,-554.35,-0.7857,-0.8052,0.5,0.5227,28.39,28.35,0.3902,0.3838
17900,18000,17850,17850,17940,18000,18197.5,19384.17,16194.17,105541,148540.8,148613.9,175308.9,260303.78,196871.32,69.27,-3699796,-323.78,-366.35,-250,-493.48,-0.9167,-0.8609,0.5,0.5199,30.73,28.83,0.4324,0.3935
17850,17850,17550,17550,17870,17970,18132.5,19320,16340.42,354546,188428,166395.4,175193.75,261515.03,199825.87,69.34,-4054342,-339.76,-361.03,-600,-514.78,-1,-0.9305,0.5,0.5174,27.82,28.62,0.3571,0.3862
17550,17900,17500,17900,17830,17955,18080,19259.17,16489.58,194179,205394.6,167130.7,175957.8,263289.17,201444.03,70.08,-3860163,-320.49,-352.92,-350,-481.83,-0.5556,-0.743,0.5,0.5152,36.21,30.14,0.4255,0.3941
17800,18000,17500,17600,17770,17900,18037.5,19200.83,16636.25,211919,193561.8,179698.7,171819.4,261934.93,203210.02,73,-4072082,-325.66,-347.47,-700,-525.46,-0.8889,-0.8159,0.4,0.5008,30.01,30.12,0.3654,0.3884
17600,17750,17300,17500,17680,17830,17987.5,19143.33,16782.08,159633,205163.6,181485.2,170080.3,262300.3,204540.29,58.51,-4231715,-333.99,-344.77,-500,-520.37,-0.8,-0.808,0.3,0.4757,31.4,30.37,0.3958,0.3899
17350,17350,16400,16450,17400,17670,17890,19067.5,16919.17,760633,336182,242361.4,201635.6,273084.7,210878.9,45.21,-4992348,-420.46,-359.91,-1400,-696.3,-0.9737,-0.8908,0.3,0.4537,25.48,29.39,0.2879,0.3695
16600,16700,16350,16500,17190,17530,17810,18996.67,17056.67,226082,310489.2,249458.6,204466.8,273037.55,212762.92,56.82,-4766266,-479.43,-383.82,-1550,-867.04,-0.9231,-0.907,0.4,0.447,18.71,27.26,0.254,0.3464
16500,16550,16250,16450,16900,17365,17725,18929.17,17193.75,142806,300214.6,252804.6,205174.15,270262.67,213952.97,49.19,-4909072,-524.16,-411.89,-1700,-1033.63,-0.9024,-0.9047,0.3,0.4286,15.42,24.89,0.2258,0.3222
16400,16650,16350,16600,16700,17235,17642.5,18870,17332.08,156360,289102.8,241332.3,203291.35,266643.43,215255.97,47.83,-4752712,-541.26,-437.76,-1600,-1146.9,-0.8293,-0.867,0.4,0.4251,15.44,23,0.25,0.3078
16650,17000,16500,16750,16550,17115,17565,18814.17,17471.67,207060,298588.2,251875.9,207995.4,263991.9,216981.47,51.25,-4545652,-536.53,-457.51,-1300,-1177.52,-0.7436,-0.8053,0.4,0.4219,21.82,22.76,0.2969,0.3056
16700,16850,16600,16600,16580,16990,17495,18755,17610,106979,167857.4,252019.7,200316.8,260548.78,217872.96,54.28,-4652631,-538.67,-473.75,-1300,-1202.02,-0.8205,-0.8129,0.4,0.4192,22.25,22.66,0.2969,0.3039
16600,16800,16600,16700,16620,16905,17437.5,18694.17,17749.17,85344,139709.8,225099.5,195747.45,259243.7,218584.16,61.77,-4567287,-526.24,-484.24,-1400,-1241.61,-0.7692,-0.7911,0.5,0.4293,21.42,22.41,0.2742,0.2979
16700,16700,16450,16550,16640,16770,17362.5,18635,17887.08,172376,145623.8,222919.2,195024.95,258467.22,220020.63,50.45,-4739663,-522.46,-491.89,-1350,-1263.29,-0.8286,-0.8098,0.4,0.4256,22.3,22.39,0.2787,0.2941
16550,16800,16500,16750,16670,16685,17292.5,18578.33,18026.67,167872,147926.2,218514.5,199106.6,257515.95,221419.56,53.6,-4571791,-497.59,-493.03,-1200,-1250.63,-0.7143,-0.7621,0.5,0.4349,27.47,23.41,0.3125,0.2978
16800,16900,16700,16800,16680,16615,17222.5,18521.67,18166.67,147321,135978.4,217283.3,199384.25,256169.13,222647.23,53.82,-4424470,-468.45,-488.11,-1050,-1210.51,-0.6857,-0.7239,0.6,0.4556,30.89,24.9,0.3333,0.3049
16800,16950,16700,16900,16740,16660,17165,18463.33,18307.5,161052,146793,157325.2,199843.3,254873.32,223989.33,63.76,-4263418,-432.31,-476.95,-650,-1098.41,-0.6286,-0.6762,0.7,0.4861,38.68,27.66,0.3898,0.3219
16900,16950,16650,16800,16760,16690,17110,18404.17,18447.5,149551,159634.4,149672.1,199565.35,253868.05,225235.59,63.91,-4412969,-407.04,-462.97,-1100,-1098.72,-0.6857,-0.681,0.6,0.5004,32.24,28.58,0.2963,0.3168
16750,16950,16700,16900,16830,16735,17050,18335.83,18588.33,139361,153031.4,149327.6,201066.1,246350.58,226396.93,65.14,-4273608,-374.62,-445.3,-700,-1018.98,-0.5667,-0.6238,0.7,0.5253,38.26,30.51,0.36,0.3254
16950,16950,16450,16500,16780,16725,16980,18265,18725.83,291291,177715.2,162820.7,202076.5,246844.72,228824.36,64.61,-4564899,-376.87,-431.61,-1000,-1015.18,-0.7727,-0.6983,0.6,0.5346,36.64,31.74,0.3214,0.3246
16500,16850,16400,16650,16750,16715,16915,18195,18864.58,164046,181060.2,158519.3,205197.6,246316.62,230191.41,67.15,-4400853,-362.36,-417.76,200,-772.15,-0.4667,-0.5825,0.6,0.5428,49.64,35.32,0.5526,0.3702
16650,16750,16500,16650,16700,16720,16855,18127.5,19003.33,82463,165342.4,156067.7,204043.7,243834.7,230878.6,70.68,-4400853,-346.87,-403.58,150,-587.72,-0.4667,-0.5246,0.6,0.55,55.4,39.33,0.5405,0.4043
16650,16800,16550,16700,16680,16720,16812.5,18061.67,19142.5,158693,167170.8,163402.6,194251.05,241357.2,232201.04,90.78,-4242160,-326.79,-388.23,250,-420.17,-0.4615,-0.4931,0.6,0.5562,63.04,44.08,0.5676,0.4369
16650,16750,16600,16600,16620,16725,16747.5,17995,19280.83,104875,160273.6,156652.5,189785.85,239164.87,233075,77.26,-4347035,-315.31,-373.64,0,-336.14,-0.6667,-0.5799,0.6,0.5617,56.54,46.57,0.5,0.4495
16600,16700,16550,16600,16640,16710,16697.5,17934.17,19419.17,120967,126208.8,151962,185238.25,235864.7,234083.06,86.18,-4347035,-302.73,-359.46,-150,-298.91,-0.6364,-0.6081,0.5,0.554,47.77,46.81,0.4545,0.4505
16650,16900,16550,16600,16630,16690,16652.5,17879.17,19557.5,190719,131543.4,156301.8,186792.55,231345.03,235672.38,94.01,-4347035,-289.42,-345.45,0,-239.13,-0.6364,-0.6222,0.4,0.5347,55.74,48.59,0.5,0.4604
16600,17100,16600,17100,16720,16710,16685,17829.17,19513.75,300921,175235,170288.7,163806.95,232116.67,235676.38,181.23,-4046114,-235.8,-323.52,400,-111.3,0,-0.3111,0.4,0.5179,60.35,50.95,0.6053,0.4894
17100,17250,16850,17000,16780,16730,16710,17784.17,19472.08,172860,178068.4,172619.6,161145.85,228963.75,235903.68,140.91,-4218974,-199.09,-298.64,450,0.96,-0.2941,-0.3026,0.4,0.5032,68.53,54.46,0.6216,0.5158
17050,17050,16800,16850,16830,16725,16730,17740,19434.58,122579,181609.2,170941.4,160134.5,226391.5,235555.33,143.07,-4341553,-180.02,-274.91,100,20.77,-0.4706,-0.3866,0.3,0.4778,61.88,55.95,0.5278,0.5182
16750,17000,16750,16900,16890,16765,16745,17687.5,19390,92663,175948.4,151078.6,156949.65,224520.73,234349.96,138.24,-4248890,-159.04,-251.74,100,36.61,-0.4118,-0.3992,0.4,0.468,56.21,56,0.5278,0.5201
16900,16950,16500,16550,16880,16755,16735,17633.33,19338.33,243227,186450,158996.7,158758,225639.18,234653.18,103.43,-4492117,-168.71,-235.13,-350,-40.71,-0.8235,-0.6114,0.3,0.447,46.31,54.06,0.4146,0.499
16550,16750,16400,16600,16780,16750,16735,17580.83,19285.83,184652,163196.2,169215.6,162641.65,226446.67,234482.8,123.74,-4307465,-170.38,-222.18,-200,-72.57,-0.7647,-0.688,0.4,0.4412,45.59,52.37,0.45,0.4892
16700,16800,16600,16600,16700,16740,16730,17517.5,19237.92,162224,161069,169568.7,166485.65,215508.92,234719.77,116.93,-4307465,-169.74,-211.69,-300,-118.05,-0.7647,-0.7264,0.3,0.4235,46.13,51.12,0.4211,0.4756
16550,16850,16550,16700,16670,16750,16737.5,17468.33,19190,208686,178290.4,179949.8,168301.15,209450.82,235936.9,147.03,-4098779,-159.33,-201.22,200,-54.44,-0.6471,-0.6867,0.4,0.4206,58.03,52.5,0.5625,0.493
16700,17000,16700,16850,16660,16775,16742.5,17432.5,19142.08,174960,194749.8,185349.1,168655.55,205204.6,236256.36,147.56,-3923819,-137.39,-188.46,200,-3.55,-0.4706,-0.5787,0.5,0.4305,61.33,54.27,0.5625,0.5069
16900,17100,16850,17100,16770,16825,16757.5,17416.67,19092.5,184178,182940,184695,170498.4,196868.25,235284.84,150.26,-3739641,-98.7,-170.5,450,87.16,-0.1765,-0.3776,0.6,0.4517,64.31,56.27,0.6216,0.5298
17050,17100,16750,16800,16810,16795,16752.5,17395.83,19046.25,240026,194014.8,178605.5,174447.1,197011.98,235086.04,117.71,-3979667,-91.19,-154.64,100,89.72,-0.5294,-0.4535,0.5,0.4577,55.86,56.19,0.5238,0.5286
16800,16850,16400,16450,16780,16740,16735,17375,18997.5,237037,208977.4,185023.2,178821.4,197399.78,236167.51,111.61,-4216704,-112.18,-146.15,-150,41.78,-0.9412,-0.6973,0.5,0.463,53.11,55.58,0.4681,0.5165
16450,16700,16350,16600,16760,16715,16720,17350.83,18949.58,184710,204182.2,191236.3,181088.85,196348.18,236464.71,114.3,-4031994,-115.39,-140,0,33.42,-0.7222,-0.7098,0.6,0.4801,51.88,54.84,0.5,0.5132
16600,16700,16400,16400,16670,16665,16715,17325.83,18904.58,157717,200733.6,197741.7,174410.15,194875.8,236343.07,124.1,-4189711,-132.54,-138.51,-200,-13.26,-0.9444,-0.8271,0.5,0.4826,45.44,52.96,0.463,0.5032
16400,16500,16200,16300,16510,16640,16697.5,17293.33,18860.42,226245,209147,196043.5,177520.1,195883.28,237091.47,99.15,-4415956,-152.44,-141.29,-800,-170.61,-0.9048,-0.8659,0.5,0.4848,35.14,49.39,0.3261,0.4677
15900,16200,15650,15650,16280,16545,16647.5,17233.33,18812.08,503097,261761.2,227888,198551.8,192634.8,239415.78,76.91,-4919053,-218.15,-156.67,-1350,-406.49,-1,-0.933,0.4,0.4742,25.39,44.59,0.2632,0.4268
15800,15900,15550,15800,16150,16465,16602.5,17182.5,18767.92,187234,251800.6,230389,199978.85,189807.88,236823.72,78.19,-4731819,-255.18,-176.37,-1050,-535.19,-0.8387,-0.8858,0.5,0.4774,24.94,40.66,0.3158,0.4046
15700,16400,15650,16050,16040,16400,16575,17134.17,18730,195319,253922.4,229052.3,204501.05,190081.57,232313.81,91.15,-4536500,-261.34,-193.36,-850,-598.15,-0.6774,-0.7816,0.5,0.4802,30.34,38.6,0.3607,0.3958
16050,16150,15900,15900,15940,16305,16540,17091.67,18690,146839,251746.8,226240.2,205794.65,187617.43,232057.5,84.89,-4683339,-275.16,-209.72,-650,-608.52,-0.7742,-0.7779,0.4,0.4702,31.4,37.16,0.386,0.3939
16000,16500,16000,16150,15910,16210,16517.5,17052.5,18651.25,182725,243042.8,226094.9,205394.95,187422.6,231716.63,92.79,-4500614,-262.9,-220.36,-450,-576.82,-0.6129,-0.6954,0.4,0.4614,37.51,37.23,0.4262,0.4003
16250,16300,16050,16100,16000,16140,16467.5,17014.17,18609.58,75958,157615,209688.1,194146.8,186529.78,229605.64,75.96,-4576572,-254.29,-227.15,-500,-561.45,-0.6452,-0.6703,0.4,0.4538,32.98,36.38,0.4194,0.4041
16000,16200,15900,16000,16040,16095,16417.5,16979.17,18568.75,165476,153263.4,202532,193777.6,186463.42,228975.36,76.22,-4742048,-252.63,-232.24,-700,-589.16,-0.7097,-0.69,0.4,0.447,26.1,34.32,0.3871,0.4007
16200,16400,16100,16250,16080,16060,16387.5,16947.5,18531.25,144362,143072,198497.2,194866.75,186725.13,227878.17,87.67,-4597686,-228.5,-231.49,-600,-591.33,-0.5484,-0.6192,0.4,0.4412,25.14,32.49,0.4063,0.4018
16200,16250,15650,15850,16070,16005,16335,16907.5,18486.67,208923,155488.8,203617.8,200679.75,186973.58,227426.73,75.6,-4806609,-238.9,-232.98,-1250,-723.06,-0.8065,-0.7128,0.4,0.436,18.25,29.64,0.3134,0.3842
15950,16300,15950,16200,16080,15995,16317.5,16872.5,18440.42,201631,159270,201156.4,198599.95,188451.12,226591.09,94.47,-4604978,-216.41,-229.66,-600,-698.45,-0.5,-0.6064,0.5,0.444,25.74,28.86,0.4118,0.3897
15950,16200,15800,16200,16100,16050,16297.5,16842.5,18397.08,201891,184456.6,171035.8,199461.9,187473.45,226745.33,86.12,-4604978,-196.32,-222.99,-250,-608.76,-0.4348,-0.5206,0.5,0.451,26.13,28.31,0.459,0.4035
16200,16250,15650,15950,16090,16065,16265,16810.83,18350.42,254465,202254.4,177758.9,204073.95,188769.02,227438.39,76.17,-4859443,-198.29,-218.05,-650,-617.01,-0.6522,-0.5864,0.4,0.4446,25.56,27.76,0.3968,0.4022
15750,16050,15500,15600,15960,16020,16210,16770,18300,179511,209284.2,176178.1,202615.2,188647.1,227824.18,62.34,-5038954,-225.49,-219.54,-800,-653.61,-0.9,-0.7432,0.3,0.4266,25.44,27.3,0.3788,0.3975
15450,15800,15400,15450,15880,15975,16140,16725,18247.08,185990,204697.6,180093.2,203166.7,190309.62,228061.04,51.49,-5224944,-256.19,-226.87,-850,-692.89,-0.9545,-0.8489,0.3,0.4107,25.89,27.02,0.3731,0.3926
15450,15900,15250,15750,15790,15935,16072.5,16684.17,18199.17,219362,208243.8,183756.9,204925.9,191602.85,227747.22,52.8,-5005582,-253.4,-232.18,100,-534.31,-0.6,-0.7244,0.3,0.3969,37.22,29.06,0.5167,0.4174
15800,15850,15550,15650,15680,15890,16015,16644.17,18150.83,219789,211823.4,198140,203914.05,192734.82,228534.55,53.2,-5225371,-256.3,-237,-150,-457.45,-0.68,-0.7022,0.3,0.3848,45.15,32.27,0.4746,0.4289
15600,15800,15500,15700,15630,15860,15977.5,16607.5,18102.08,285958,218122,210188.2,206360.1,194915.62,229887.6,70.2,-4939413,-251.67,-239.94,-350,-435.96,-0.64,-0.6711,0.4,0.3867,36.34,33.09,0.4364,0.4304
15650,15700,15200,15300,15570,15765,15912.5,16560.83,18054.17,330335,248286.8,228785.5,213641.35,198598.77,230552.73,55.08,-5269748,-277.08,-247.36,-600,-468.77,-0.9231,-0.7971,0.3,0.3758,34.14,33.3,0.4,0.4243
15400,15600,15250,15500,15580,15730,15867.5,16520.83,18007.5,233497,257788.2,231242.9,217430.35,197972.33,231121.91,67.41,-5036251,-277.87,-253.47,-650,-505.01,-0.75,-0.7735,0.4,0.3789,35.07,33.65,0.3898,0.4174
15550,15950,15550,15600,15550,15670,15832.5,16481.67,17962.5,230435,260002.8,234123.3,217639.85,200119.18,231247.91,83.56,-4805816,-267.35,-256.24,-500,-504.01,-0.6667,-0.7201,0.4,0.3815,40.82,35.09,0.4167,0.4173
15750,15850,15650,15650,15550,15615,15832.5,16445,17914.58,202645,256574,234198.7,202617.25,201737.58,231020.68,116.91,-4603171,-252.07,-255.41,-350,-473.21,-0.625,-0.6726,0.5,0.3963,46.91,37.45,0.4407,0.4219
15700,15950,15650,15700,15550,15590,15827.5,16414.17,17867.08,165601,232502.6,225312.3,201535.6,198588.5,230051.77,115.75,-4437570,-233.24,-250.97,-550,-488.57,-0.5455,-0.609,0.6,0.4218,47.19,39.4,0.4,0.4176
15700,15800,15550,15750,15640,15605,15812.5,16378.33,17818.75,143256,195086.8,221686.8,198932.45,197739.78,230514.48,112.96,-4294314,-211.84,-243.15,-100,-410.85,-0.5,-0.5545,0.7,0.4566,48.25,41.17,0.4792,0.4299
15600,15750,15500,15700,15680,15630,15802.5,16346.67,17773.75,124863,173360,215574.1,197833.65,196288.85,229111.89,114.31,-4419177,-196.65,-233.85,-500,-428.68,-0.5238,-0.5392,0.7,0.487,42.62,41.46,0.381,0.4201
15700,15850,15650,15800,15720,15635,15785,16318.33,17730.83,169408,161154.6,210578.7,197167.8,196451.77,229376.03,113.59,-4249769,-174.53,-221.98,-400,-422.95,-0.4286,-0.4839,0.7,0.5136,48.94,42.96,0.4091,0.4179
15600,16000,15600,16000,15790,15670,15780,16310.83,17689.17,245794,169784.4,213179.2,205659.6,187871.12,230477.91,132.34,-4003975,-139.25,-205.44,50,-328.36,-0.0588,-0.2713,0.8,0.5494,57.6,45.89,0.5116,0.4366
16000,17050,15750,17000,16050,15800,15830,16319.17,17657.92,656628,267989.8,250246.2,230217.2,195046.88,234042.22,186.91,-3347347,-30.26,-170.4,1400,17.31,-0.027,-0.1492,0.8,0.5807,69.16,50.54,0.75,0.4993
16900,17100,16750,17000,16300,15970,15867.5,16328.33,17628.75,296262,298591,246838.9,237812.2,197604.48,233933.58,171.33,-3347347,55.48,-125.22,1550,323.85,-0.0526,-0.1009,0.8,0.6081,75.48,55.53,0.7925,0.5579
16800,17200,16750,17100,16580,16130,15930,16336.67,17603.33,232007,320019.8,246689.9,238966.4,198865.27,232754.35,209.54,-3115340,130,-74.18,1350,529.08,-0.05,-0.0755,0.8,0.6321,75.7,59.56,0.7755,0.6015
16850,17350,16850,17300,16880,16300,15985,16345.83,17580,274862,341110.6,251132.6,242627.95,199995.3,231993.6,214.28,-2840478,202.86,-18.77,1650,753.27,-0.0233,-0.0494,0.8,0.6531,76.24,62.9,0.8235,0.6459
17400,17700,17300,17600,17200,16495,16055,16362.5,17558.75,396496,371251,270517.7,252358.2,204820.58,232684.68,249.75,-2443982,281.56,41.3,1900,982.61,-0.04,-0.0447,0.8,0.6715,84.62,67.24,0.8393,0.6846
17700,17850,17400,17550,17310,16680,16135,16376.67,17535.42,211219,282169.2,275079.5,250195.9,206918.5,233081.1,257.46,-2655201,336.03,100.24,2250,1236.09,-0.1154,-0.08,0.7,0.675,92.88,72.37,0.9592,0.7395
17500,17900,17500,17700,17450,16875,16240,16395.83,17515.42,248239,272564.6,285577.8,253632.3,208182.88,233325.05,315.68,-2406962,386.84,157.56,2200,1428.87,-0.0833,-0.0817,0.7,0.6782,92.98,76.49,0.9583,0.7832
17850,17850,17400,17500,17530,17055,16342.5,16408.33,17493.33,139200,254003.2,287011.5,251292.8,207705.02,232610.48,328.27,-2546162,406.28,207.31,1900,1523.1,-0.1667,-0.1242,0.7,0.6809,88.66,78.93,0.88,0.8026
17600,17600,17250,17450,17560,17220,16427.5,16419.17,17470.42,127115,224453.8,282782.2,246680.45,207368.25,231768.69,279.32,-2673277,412.89,248.42,1800,1578.48,-0.1875,-0.1558,0.6,0.6708,84.63,80.07,0.86,0.8141
17550,17700,17100,17550,17550,17375,16522.5,16430,17446.67,110530,167260.6,269255.8,241217.5,206526.22,230699.77,346.34,-2562747,421.35,283.01,1850,1632.78,-0.1458,-0.1508,0.6,0.6619,84.45,80.94,0.8627,0.8238
17500,17700,17300,17500,17540,17425,16612.5,16441.67,17422.92,124133,149843.4,216006.3,233126.25,206102.58,229985.32,286.93,-2686880,419.18,310.24,1750,1656.23,-0.1667,-0.1588,0.5,0.6417,88.38,82.43,0.8431,0.8277
17700,17750,17450,17650,17530,17490,16730,16454.17,17395,114428,123081.2,197822.9,222330.9,205687.03,226018.81,408.38,-2572452,424.67,333.13,1950,1714.98,-0.1087,-0.1337,0.6,0.6365,91.82,84.31,0.8679,0.8357
17650,17850,17550,17750,17580,17555,16842.5,16475,17370,153537,125948.6,189975.9,218332.9,203391.13,225117.93,399.24,-2418915,432.11,352.93,1950,1761.98,-0.0652,-0.0995,0.6,0.6319,91.83,85.81,0.8679,0.8422
17550,17850,17500,17850,17660,17610,16955,16495,17345,91937,118913,171683.4,211408,202189.32,224252.97,383.41,-2326978,441,370.54,1850,1779.59,-0.0233,-0.0614,0.6,0.6279,91.49,86.95,0.8627,0.8463
