Open,High,Low,Close,Price_5,Price_10,Price_20,Price_60,Price_120,Volume,Volume_5,Volume_10,Volume_20,Volume_60,Volume_120,Volume Ratio,OBV,MACD,Signal,Momentum,Momentum_Signal,William_R,William_D,Psychology,Psychology_Signal,MFI,MFI_Signal,RSI,RSI_Signal
17850,17850,17200,17350,17620,17585,17040,16506.67,17317.08,152946,127396.2,147328.4,208923.05,203364.03,223599.37,306.62,-2479924,403.04,377.04,350,1493.67,-0.4783,-0.2698,0.5,0.6119,84.24,86.41,0.5854,0.7941
17400,17650,17400,17650,17650,17595,17137.5,16522.5,17292.08,171713,136912.2,143377.8,209228.65,203581.03,222469.12,307.22,-2308211,392.65,380.16,650,1324.94,-0.2174,-0.2436,0.6,0.6104,83.53,85.83,0.6383,0.7629
17400,17750,17350,17600,17640,17585,17230,16539.17,17267.08,119290,137884.6,130482.9,208030.35,203821.28,221493.08,262.77,-2427501,376.04,379.34,500,1159.95,-0.2857,-0.2647,0.5,0.5966,81.93,85.05,0.6087,0.7321
17700,17750,17500,17600,17610,17595,17325,16555.83,17245,107542,128685.6,127317.1,207164.3,203597.53,219731.12,285.13,-2427501,358.74,375.22,300,987.96,-0.375,-0.3198,0.5,0.5846,80.58,84.16,0.5714,0.7
17750,17800,17600,17800,17600,17630,17425,16575.83,17227.5,117653,133828.8,126370.9,204576.55,202379.77,216862.4,280.32,-2309848,357.05,371.59,200,830.37,-0.125,-0.2224,0.6,0.5865,77.71,82.87,0.55,0.67
17850,17900,17650,17900,17710,17665,17520,16589.17,17209.17,229319,149103.4,138249.8,203752.8,201186.4,216651.53,278.79,-2080529,359.64,369.2,350,734.29,0,-0.1112,0.6,0.5882,77.96,81.89,0.5854,0.653
17950,18150,17800,18050,17790,17720,17572.5,16606.67,17195.42,163197,147400.2,142156.2,179081.25,201025.35,214994.55,232.93,-1917332,369.54,369.26,350,657.44,-0.0952,-0.1032,0.7,0.6022,76.95,80.9,0.5854,0.6395
18050,18250,17900,18000,17870,17755,17622.5,16625.83,17182.92,267622,177066.6,157475.6,177649.25,203442.73,214917.12,197.25,-2184954,369.09,369.23,500,625.95,-0.2174,-0.1603,0.6,0.6019,85.71,81.86,0.6316,0.6379
17950,18250,17900,18150,17980,17795,17675,16646.67,17167.08,273846,210327.4,169506.5,179741.2,206462.45,215491.59,200.75,-1911108,376.5,370.68,700,640.76,-0.087,-0.1236,0.6,0.6017,92.77,84.04,0.675,0.6453
18200,18300,17950,17950,18010,17805,17707.5,16670,17151.67,143453,215487.4,174658.1,173170.75,204799.55,215219.37,158.71,-2054561,362.06,368.96,400,592.61,-0.3182,-0.2209,0.5,0.5889,86.01,84.44,0.5952,0.6353
18000,18200,17600,18200,18070,17890,17737.5,16696.67,17138.75,270148,223653.2,186378.3,166853.35,206224.48,216335.58,149.27,-1784413,366.56,368.48,700,614.09,-0.0909,-0.1559,0.6,0.5903,74.87,82.52,0.6522,0.6387
18200,18250,17900,18000,18060,17925,17760,16720,17118.75,162202,223454.2,185427.2,164402.5,206224.12,210866.52,154.94,-1946615,349.96,364.77,350,561.27,-0.2727,-0.2143,0.5,0.579,75.43,81.1,0.5745,0.6258
17850,18000,17650,17750,18010,17940,17762.5,16737.5,17102.92,182903,206510.4,191788.5,161135.7,205794.4,207622.61,118.84,-2129518,313.02,354.42,0,449.01,-0.5,-0.3572,0.5,0.5692,67.95,78.47,0.5,0.6007
17650,17800,17200,17550,17890,17935,17765,16749.17,17090.83,275325,206806.2,208566.8,167941.95,207467.15,206335.88,108.78,-2404843,264.55,336.45,-300,299.21,-0.6818,-0.5195,0.5,0.5605,59.49,74.68,0.4423,0.569
16900,17100,16750,16950,17690,17850,17740,16746.67,17081.67,261091,230333.8,222910.6,174640.75,208749.03,202808.64,100.42,-2665934,175.71,304.3,-400,159.37,-0.871,-0.6952,0.4,0.5404,57.26,71.19,0.4259,0.5404
16950,16950,16500,16600,17370,17720,17692.5,16743.33,17069.58,188250,213954.2,218803.7,178526.75,207886.1,202449.04,84.91,-2854184,76.17,258.67,-1050,-82.5,-0.9444,-0.8198,0.3,0.5104,50.67,67.09,0.3091,0.4941
16550,16600,16100,16300,17030,17545,17632.5,16740.83,17057.92,161513,213816.4,218635.3,180395.75,206627.37,202013.58,83.29,-3015697,-26.61,201.62,-1300,-326,-0.9091,-0.8645,0.2,0.4716,47.96,63.26,0.2833,0.452
16250,16500,16200,16200,16720,17365,17560,16734.17,17042.5,108212,198878.2,202694.3,180084.95,205352.4,200850.29,73.44,-3123909,-114.81,138.33,-1400,-540.8,-0.9545,-0.9095,0.2,0.4376,44.25,59.46,0.2742,0.4164
16300,16950,16200,16850,16580,17235,17515,16741.67,17033.75,243593,192531.8,199669,184587.75,206783.67,200829.73,77.78,-2880316,-130.75,84.52,-950,-622.64,-0.6591,-0.7843,0.2,0.4079,46.39,56.85,0.3662,0.4064
17000,17000,16750,16750,16540,17115,17460,16749.17,17021.25,95552,159424,194878.9,184768.5,204605.45,200244.37,70.13,-2975868,-149.73,37.67,-1150,-728.11,-0.7045,-0.7444,0.2,0.3819,43.67,54.21,0.338,0.3927
16800,16900,16550,16600,16540,16955,17422.5,16765,16999.17,106736,143121.2,178537.7,182458,197999.43,195317.12,71.65,-3082604,-174.86,-4.84,-1450,-872.49,-0.7727,-0.7586,0.1,0.3467,38.57,51.08,0.2958,0.3733
16650,16950,16550,16700,16620,16825,17375,16780,16981.25,144550,139728.6,176772.5,181099.85,197288.03,193547.96,70.37,-2938054,-184.57,-40.78,-1300,-957.99,-0.7273,-0.7429,0.2,0.3284,35.3,47.93,0.3194,0.3625
16750,16850,16600,16650,16710,16715,17327.5,16790,16962.08,158464,149779,174328.6,183058.55,196673.78,193377.68,69.1,-3096518,-194.07,-71.44,-1500,-1066.39,-0.75,-0.7465,0.2,0.3123,25.65,43.47,0.2857,0.3472
16700,16750,16400,16450,16630,16605,17270,16799.17,16945.42,147153,130491,161511.4,185039.1,196679.02,192148.23,63.86,-3243671,-215.26,-100.21,-1500,-1153.12,-0.8372,-0.7918,0.2,0.2983,25.75,39.93,0.2857,0.3349
16350,16600,16250,16300,16540,16540,17195,16801.67,16927.08,103015,131983.6,145703.8,184307.2,195350.52,191386.56,56.09,-3346686,-241.37,-128.44,-1900,-1302.49,-0.907,-0.8494,0.2,0.286,27.81,37.5,0.2206,0.312
16250,16550,16200,16250,16470,16505,17112.5,16804.17,16909.17,118898,134416,138768.6,178786.15,196066.18,191297.98,44.16,-3465584,-263.06,-155.36,-1750,-1391.99,-0.9211,-0.8852,0.2,0.2752,20.94,34.19,0.2308,0.2958
16300,16450,16250,16400,16410,16515,17030,16810.83,16895,100540,125614,132671.3,175653.3,194983.92,190723.67,41.63,-3365044,-265.1,-177.31,-1350,-1383.6,-0.8235,-0.8544,0.3,0.2783,26.3,32.61,0.2857,0.2938
16350,16450,15850,15950,16270,16490,16927.5,16805.83,16876.67,326190,159159.2,154469.1,178581.7,198014.38,192369.76,40.67,-3691234,-299.57,-201.76,-1600,-1426.88,-0.92,-0.8872,0.3,0.281,26,31.29,0.2647,0.288
16000,16200,15950,16100,16200,16415,16825,16810,16858.75,137744,157277.4,143884.2,171776.6,196828.07,191900.83,35.31,-3553490,-311.19,-223.65,-850,-1311.5,-0.7826,-0.8349,0.3,0.2834,29.48,30.93,0.3559,0.3015
16100,16300,16000,16100,16160,16350,16732.5,16808.33,16840.42,128384,162351.2,147167.4,171023.15,195607.28,192029.2,39.06,-3553490,-316.76,-242.27,-500,-1149.2,-0.7826,-0.8088,0.3,0.2855,36.95,32.13,0.4038,0.322
16100,16200,16000,16150,16140,16305,16630,16807.5,16825,117908,162153.2,148284.6,163411.15,194207.57,190840.51,32.87,-3435582,-313.52,-256.52,-150,-949.36,-0.7391,-0.7739,0.4,0.2998,37.83,33.27,0.4681,0.3512
16050,16300,16050,16250,16110,16260,16542.5,16812.5,16811.67,184293,178903.8,152258.9,164515.7,193038.03,190903.53,43.21,-3251289,-299.43,-265.1,50,-749.49,-0.6522,-0.7131,0.4,0.3123,45.61,35.74,0.5106,0.3831
16200,16350,16100,16200,16160,16215,16465,16822.5,16796.25,184189,150503.6,154831.4,164580,193116,190881.55,43.19,-3435478,-288.97,-269.87,-650,-729.59,-0.6957,-0.7044,0.4,0.3233,43.75,37.34,0.3143,0.3693
16150,16450,16150,16300,16200,16200,16402.5,16836.67,16780.83,187705,160495.8,158886.6,160199,193144.58,191727.1,58.34,-3247773,-269.5,-269.8,-450,-673.67,-0.5909,-0.6476,0.5,0.3454,46.24,39.12,0.3714,0.3698
16300,16600,16250,16550,16290,16225,16382.5,16850,16767.08,191497,173118.4,167734.8,156719.3,192680.17,192141.51,77.85,-3056276,-231.23,-262.08,-50,-548.94,-0.3636,-0.5056,0.6,0.3772,53.61,42.02,0.4865,0.3931
16550,16800,16500,16650,16390,16265,16385,16866.67,16755.42,189868,187510.4,174831.8,156800.2,192181.48,192458.15,99.22,-2866408,-190.64,-247.8,-50,-449.15,-0.2,-0.3528,0.7,0.4176,54.59,44.53,0.4865,0.4118
16800,16800,16450,16600,16460,16285,16400,16881.67,16744.58,143291,179310,179106.9,155889.1,189803.7,192359.66,100.39,-3009699,-160.65,-230.37,-50,-369.32,-0.2105,-0.2817,0.6,0.4404,55.01,46.63,0.4865,0.4267
16750,16900,16550,16900,16600,16380,16435,16908.33,16734.58,208051,184082.4,167293,160881.05,187765.63,193182.2,122.26,-2801648,-111.4,-206.57,450,-205.46,0,-0.1408,0.7,0.4728,63.16,49.93,0.6154,0.4645
16900,16950,16650,16750,16690,16445,16430,16929.17,16725,121151,170771.6,165633.7,154758.95,185893.2,191932.77,97.29,-2922799,-83.5,-181.96,450,-74.37,-0.1818,-0.1613,0.6,0.4887,66.29,53.21,0.6154,0.4946
16950,17250,16750,17250,16830,16560,16455,16956.67,16719.17,193264,171125,172121.7,159644.55,185273.68,192696.43,116.72,-2729535,-20.81,-149.73,1000,140.51,0,-0.0807,0.7,0.5151,73.07,57.18,0.7083,0.5374
17300,17650,17100,17550,17010,16700,16502.5,16988.33,16716.67,367808,206713,197111.7,172698.15,188026.4,194881.99,152.75,-2361727,52.48,-109.29,1150,342.41,-0.0556,-0.0681,0.7,0.5382,76.27,61,0.7255,0.575
17650,17650,17050,17300,17150,16805,16532.5,17015,16714.58,178096,213674,196492,174375.45,188234.65,193411.58,125.78,-2539823,89.36,-69.56,1350,543.93,-0.2059,-0.137,0.6,0.546,80.61,64.92,0.7872,0.6174
17300,17450,17100,17200,17210,16905,16560,17039.17,16708.75,148417,201747.2,192914.8,173873.1,188320.67,193030.23,126.6,-2688240,109.25,-33.8,1100,655.14,-0.2727,-0.2049,0.6,0.5527,75.52,67.04,0.7391,0.6418
17200,17350,17150,17250,17310,17000,16600,17065,16705.83,107815,199080,184925.8,171906.2,188036.53,192162.69,147.8,-2580425,127.59,-1.52,1150,754.11,-0.2424,-0.2236,0.6,0.5586,74.2,68.47,0.7447,0.6624
17200,17600,17100,17600,17380,17105,16665,17095,16706.67,170129,194453,182789,175261.9,188048.55,192250.16,172.9,-2410296,168.42,32.47,1450,893.29,-0.0312,-0.1274,0.6,0.5638,79.7,70.72,0.7736,0.6846
17450,17550,17350,17500,17370,17190,16727.5,17120,16715.42,92962,139483.8,173098.4,173965.1,185501.35,186686.23,176.47,-2503258,190.51,64.08,1250,964.63,-0.0968,-0.1121,0.5,0.5558,78.98,72.37,0.7358,0.6949
17600,17650,17400,17600,17430,17290,16787.5,17130,16724.58,138740,131612.6,172643.3,175875.1,176869.88,185958.38,179.5,-2364518,213.62,93.99,1400,1051.71,-0.0333,-0.0727,0.6,0.5613,78.67,73.63,0.7593,0.7077
17600,17600,17200,17300,17450,17330,16855,17135,16731.67,170222,135973.6,168860.4,168076.7,174769.22,186186.85,204.9,-2534740,205.37,116.26,1000,1041.36,-0.25,-0.1614,0.5,0.5537,70.73,73.05,0.6724,0.7007
17250,17550,17000,17250,17450,17380,16912.5,17137.5,16737.08,206275,155665.6,177372.8,171503.25,174340.35,186602.81,162.08,-2741015,192.57,131.52,700,973.09,-0.3333,-0.2473,0.5,0.547,61.66,70.77,0.6296,0.6865
17300,17400,17100,17100,17350,17365,16962.5,17134.17,16740,145493,150738.4,172595.7,172358.7,172184.2,186089.75,147.98,-2886508,168.38,138.9,450,868.47,-0.4583,-0.3528,0.4,0.5286,54.27,67.47,0.5818,0.6655
17150,17650,17050,17300,17310,17340,17020,17129.17,16745.83,387642,209674.4,174579.1,185845.4,172036.63,188428.61,167.38,-2498866,163.47,143.81,700,834.78,-0.3182,-0.3355,0.4,0.5125,64.76,66.93,0.6207,0.6566
17500,17550,17200,17450,17280,17355,17080,17127.5,16752.08,209726,223871.6,177742.1,187117.05,172011.75,189465.13,169.21,-2289140,169.72,148.99,550,777.82,-0.2,-0.2678,0.5,0.511,64.89,66.52,0.6,0.6453
17350,17950,17350,17700,17360,17405,17155,17127.5,16761.67,336208,257068.8,196521.2,194718,173477.9,190830.39,222.94,-1952932,192.63,157.72,950,812.26,-0.2083,-0.238,0.6,0.5221,69.26,67.07,0.6667,0.6495
17750,17950,17700,17900,17490,17470,17235,17134.17,16771.25,205056,256825,206245.3,195585.55,174575.5,191140.26,224.38,-1747876,224.34,171.04,650,779.81,-0.0526,-0.1453,0.6,0.5318,69.49,67.55,0.6275,0.6451
17950,18050,17700,17700,17610,17480,17292.5,17138.33,16778.75,226587,273043.8,211891.1,197340.05,176233.37,191800.81,175.52,-1974463,230.67,182.97,150,653.85,-0.3333,-0.2393,0.5,0.5278,59.07,65.85,0.5306,0.6222
17750,18450,17750,18400,17830,17570,17380,17152.5,16791.25,387746,273064.6,241369.5,207233.95,180853.63,193689.93,189.33,-1586717,288.84,204.14,1100,743.08,-0.0345,-0.1369,0.6,0.5369,68.56,66.4,0.6897,0.6357
18350,18600,18200,18400,18020,17650,17470,17167.5,16804.58,221345,275388.4,249630,211136.65,182473.83,194288.21,201.65,-1586717,331.12,229.54,1200,834.46,-0.125,-0.131,0.5,0.5323,74.49,68.01,0.7143,0.6514
18400,18500,18050,18350,18150,17755,17542.5,17179.17,16816.67,160630,240272.8,248670.8,208765.6,183243.87,194465.45,167.56,-1747347,356.49,254.93,1100,887.57,-0.1562,-0.1436,0.5,0.5282,70.44,68.5,0.6964,0.6604
18350,18500,18200,18200,18210,17850,17615,17186.67,16830.83,207671,240795.8,248810.4,213091.6,184146.1,193768.62,158.76,-1955018,360.34,276.01,600,830.06,-0.25,-0.1968,0.5,0.5247,68.73,68.54,0.6154,0.6514
18150,18350,17850,18200,18310,17960,17662.5,17192.5,16843.75,147162,224910.8,248977.3,210786.5,185066.52,193627.92,145.01,-1955018,359.24,292.66,700,804.04,-0.25,-0.2234,0.5,0.5216,64.24,67.68,0.64,0.6491
18100,18250,17800,18200,18270,18050,17695,17206.67,16856.67,159447,179251,226157.8,200368.45,185174.87,194269.45,122.59,-1955018,354.29,304.98,600,763.24,-0.25,-0.2367,0.4,0.5064,59.07,65.96,0.625,0.6443
18350,18350,17800,17950,18180,18100,17727.5,17211.67,16867.08,240273,183036.6,229212.5,203477.3,186317.53,194949.28,118.5,-2195291,326.43,309.27,650,740.59,-0.4062,-0.3215,0.3,0.4806,57.56,64.28,0.6383,0.6431
18050,18400,18000,18350,18180,18165,17785,17224.17,16881.67,216722,194255,217263.9,206892.55,187941.4,195881.34,141.4,-1978569,332.79,313.98,1100,812.47,-0.1613,-0.2414,0.3,0.458,64.42,64.31,0.7037,0.6552
18450,18750,18350,18550,18250,18230,17850,17240,16897.92,285975,209915.8,225355.8,215800.55,190915.28,197256.41,151.8,-1692594,349.94,321.17,1450,939.98,-0.1176,-0.1795,0.3,0.4383,70.53,65.55,0.7636,0.6769
18450,18600,18350,18600,18330,18320,17900,17253.33,16914.58,199004,220284.2,222597.5,217244.3,192271.13,197325.45,153.48,-1493590,363.38,329.61,1300,1011.98,-0.0968,-0.1381,0.4,0.4335,62.08,64.86,0.75,0.6915
18600,18700,18450,18650,18420,18345,17957.5,17265.83,16927.5,104785,209351.8,194301.4,217835.45,190195.57,195690.98,168.75,-1388805,373.75,338.44,1200,1049.58,-0.0714,-0.1048,0.4,0.4293,60.85,64.06,0.74,0.7012
18650,18650,18500,18500,18530,18355,18002.5,17273.33,16940,89835,179264.2,181150.4,215390.2,188972.87,194999.11,151.78,-1478640,365.65,343.88,800,999.67,-0.2381,-0.1714,0.4,0.4256,53.93,62.03,0.6667,0.6943
18500,18650,18300,18500,18560,18370,18062.5,17281.67,16953.75,121643,160248.4,177251.7,212961.25,186539.88,194991.31,165.94,-1478640,355.14,346.13,600,919.73,-0.2381,-0.2048,0.4,0.4224,47.73,59.17,0.6364,0.6827
18450,18650,18050,18150,18480,18365,18107.5,17281.67,16964.17,204843,144022,176968.9,212889.65,185389.83,195926.14,166.09,-1683483,314.94,339.89,450,825.79,-0.6,-0.4024,0.4,0.4196,48.03,56.94,0.5957,0.6653
18200,18300,17850,17950,18350,18340,18150,17281.67,16975.83,195014,143224,181754.1,215365.7,186249.18,195524.37,161.1,-1878497,263.89,324.69,-450,570.63,-0.8421,-0.6222,0.4,0.4172,35.57,52.67,0.3784,0.6079
17650,18300,17650,17950,18210,18315,18182.5,17277.5,16987.08,191520,160571,184961.4,205559.6,184938.72,195581.6,135.54,-1878497,220.9,303.93,-450,366.5,-0.7273,-0.6748,0.4,0.415,26.48,47.43,0.3784,0.562
18000,18900,17950,18800,18270,18400,18250,17290.83,17005.42,395953,221794.6,200529.4,214870.95,188834.57,197529.34,146.21,-1482544,252.5,293.65,450,383.2,-0.08,-0.3774,0.5,0.4257,39.69,45.88,0.5849,0.5666
19000,19050,18650,18700,18310,18435,18300,17306.67,17022.08,208027,239071.4,199659.9,208461.9,189253.3,197523.85,113.43,-1690571,266.4,288.2,500,406.56,-0.25,-0.3137,0.4,0.4224,44.35,45.58,0.5962,0.5725
18650,18650,18400,18600,18400,18440,18335,17324.17,17036.67,129286,223960,183991,204673.4,186819.32,197143.23,96.54,-1819857,266.28,283.82,400,405.25,-0.3214,-0.3176,0.3,0.4071,44.59,45.38,0.5741,0.5728
18500,18850,18500,18500,18510,18430,18375,17350,17048.33,109678,206892.8,175058.4,198827.95,184295.77,196522.4,102.29,-1929535,255.18,278.09,300,384.2,-0.3929,-0.3552,0.2,0.3812,49.47,46.2,0.5536,0.569
18600,18750,18350,18350,18590,18400,18372.5,17379.17,17061.25,127235,194035.8,177303.4,185802.4,183278.85,195582.48,77.54,-2056770,231.6,268.79,400,387.36,-0.5,-0.4276,0.1,0.3461,51.53,47.26,0.5741,0.57
18300,18500,18050,18150,18460,18365,18360,17410,17075.42,151041,145053.4,183424,182287.2,183104.32,194865.84,70.89,-2207811,194.54,253.94,-200,269.89,-0.6429,-0.5352,0.1,0.3153,44.33,46.68,0.46,0.548
18050,18400,18000,18400,18400,18355,18362.5,17446.67,17090.42,122617,127971.4,183521.4,180386.55,183344.4,194348.4,82.87,-2085194,183.23,239.8,-150,185.91,-0.4643,-0.4998,0.2,0.3009,40.39,45.42,0.4706,0.5325
18400,18700,18200,18650,18410,18405,18385,17476.67,17109.17,159518,134017.8,178988.9,177978.9,181943.15,194363.41,101.66,-1925676,192.22,230.28,50,158.73,-0.2857,-0.3927,0.3,0.3008,48.02,45.94,0.5091,0.5278
18650,18800,18250,18300,18370,18440,18390,17502.5,17125.83,179623,148006.8,177449.8,179601.95,183344.33,193974.89,91.97,-2105299,169.15,218.06,-350,56.98,-0.5357,-0.4642,0.3,0.3007,42.1,45.17,0.4426,0.5108
18350,18400,18050,18150,18330,18460,18387.5,17528.33,17146.67,94599,141479.6,167757.7,176359.55,183142.05,190570.74,87.02,-2199898,137.19,201.88,-350,-24.41,-0.6429,-0.5535,0.3,0.3006,42.04,44.55,0.4426,0.4972
18200,18300,17800,17950,18290,18375,18387.5,17549.17,17164.58,232625,157796.4,151424.9,175977.15,184609.97,190949,87.37,-2432523,94.63,180.43,-550,-129.53,-0.7857,-0.6696,0.2,0.288,40.26,43.69,0.4154,0.4808
17900,18300,17900,18250,18260,18330,18382.5,17575.83,17182.92,107317,154736.4,141353.9,170506.9,183757.52,190215.65,81.55,-2325206,84.13,161.17,100,-83.62,-0.5714,-0.6205,0.3,0.2895,46.32,44.22,0.5156,0.4878
18250,18400,18050,18150,18160,18285,18362.5,17604.17,17201.67,181190,159070.8,146544.3,165267.65,184324.8,190501.91,60.49,-2506396,66.98,142.33,200,-26.9,-0.6429,-0.6317,0.3,0.2908,54.06,46.18,0.5323,0.4967
18300,18300,18050,18250,18150,18260,18345,17636.67,17219.17,170079,157162,152584.4,163821.4,185442.53,190396.53,59.08,-2336317,60.75,126.02,300,38.48,-0.64,-0.6358,0.4,0.3045,58.66,48.68,0.5469,0.5067
18250,18350,18100,18150,18150,18240,18320,17668.33,17236.25,201763,178594.8,160037.2,168670.3,186823.62,191444.9,49.18,-2538080,47.2,110.25,-650,-99.22,-0.72,-0.6779,0.4,0.3164,49.49,48.84,0.3673,0.4788
18100,18200,17800,17850,18130,18210,18287.5,17692.5,17251.67,244510,180971.8,169384.1,176404.05,189223.12,192103.52,46.03,-2782590,12.12,90.63,-850,-249.37,-0.9524,-0.8152,0.4,0.3269,37.14,46.5,0.3396,0.451
17900,18050,17600,17700,18020,18140,18247.5,17721.67,17263.75,214991,202506.6,178621.5,181071.45,187369.8,192692.09,40.9,-2997581,-27.48,67.01,-900,-379.5,-0.92,-0.8676,0.3,0.3235,35.63,44.33,0.3333,0.4275
17700,17750,17350,17400,17870,18015,18210,17743.33,17276.67,294262,225121,192095.9,185542.4,189978.43,193403.25,39.53,-3291843,-82.11,37.18,-1100,-523.6,-0.9655,-0.9165,0.2,0.3081,27.37,40.94,0.3103,0.404
17400,17850,17350,17800,17780,17965,18202.5,17771.67,17290,256992,242503.6,199832.8,188641.3,192121.9,193864.59,53.08,-3034851,-92.08,11.33,-550,-528.88,-0.6897,-0.8031,0.3,0.3071,37.15,40.18,0.4127,0.4058
17950,18350,17750,18250,17800,17975,18217.5,17806.67,17307.08,384309,279012.8,228803.8,198280.75,196561.92,195384.74,67.41,-2650542,-62.94,-3.52,100,-403.1,-0.3793,-0.5912,0.4,0.3187,49.27,42,0.5147,0.4276
18250,18650,18200,18600,17950,18040,18207.5,17845.83,17329.17,540016,338114,259542.9,205483.9,202490.63,197764.33,73.49,-2110526,-11.47,-5.11,200,-282.48,-0.1379,-0.3646,0.5,0.3413,56.79,44.96,0.5286,0.4478
18750,19700,18700,19600,18330,18175,18252.5,17902.5,17362.5,2091395,713394.8,457950.7,299652.3,234277.4,213696.7,177.35,-19131,108.76,17.66,950,-35.99,-0.0426,-0.2036,0.5,0.3612,74.83,50.93,0.6118,0.4806
19800,19850,19350,19600,18770,18320,18302.5,17957.5,17397.08,430696,740681.6,482901.3,314722.8,238327.25,215735.92,180.14,-19131,201.72,54.47,1300,231.21,-0.1,-0.1518,0.5,0.3785,79.69,56.68,0.6667,0.5178
19650,20400,19650,20100,19230,18505,18382.5,18016.67,17433.33,951983,879679.8,561091.7,356838.05,251002.02,221841.09,233.93,932852,312.13,106,1950,574.97,-0.0984,-0.1251,0.5,0.3937,84.36,62.22,0.7294,0.5601
20250,20600,20000,20550,19690,18745,18492.5,18081.67,17474.17,581332,919084.4,599048.6,379542.9,257526.42,224853.95,277.66,1514184,430.98,171,2600,979.98,-0.0154,-0.0702,0.6,0.4195,88.86,67.55,0.7889,0.6059
20500,20600,20150,20300,20030,18990,18600,18143.33,17512.5,319635,875008.2,606561.1,387972.6,260465.48,225134.59,256.18,1194549,499.24,236.65,2050,1193.98,-0.0923,-0.0813,0.6,0.4421,84.04,70.84,0.7303,0.6308
20150,20400,20100,20300,20170,19250,18695,18200,17554.17,270819,510893,612143.9,395382.7,261511.62,224638.63,241.74,1194549,547.03,298.72,2150,1385.18,-0.0923,-0.0868,0.6,0.4618,79.98,72.67,0.7471,0.654
20300,20350,20050,20250,20300,19535,18775,18258.33,17593.75,208845,466522.8,603602.2,397849.05,262973.18,224433.19,215.4,985704,574.25,353.83,2000,1508.15,-0.1077,-0.0972,0.6,0.4791,77.4,73.62,0.7326,0.6697
20000,20500,19900,20400,20360,19795,18880,18310.83,17633.75,254651,327056.4,603368.1,401600.45,263996.3,224634.99,242.78,1240355,601,403.26,2250,1656.52,-0.0615,-0.0794,0.6,0.4942,78.26,74.55,0.7586,0.6875
20000,20300,20000,20050,20260,19975,18975,18352.5,17670.42,153072,241404.4,580244.4,404524.1,260417.37,224221.88,236.87,1087283,587.19,440.05,2200,1765.21,-0.1692,-0.1243,0.5,0.4949,79.02,75.44,0.75,0.7
20050,20150,19500,19500,20100,20065,19052.5,18389.17,17702.08,357822,249041.8,562025,410783.95,263412.8,225823.73,225.14,729461,525.8,457.2,1800,1772.17,-0.3385,-0.2314,0.4,0.4831,77.17,75.79,0.6875,0.6975
19550,20300,19550,20000,20040,20105,19140,18435.83,17737.5,268515,248581,379737,418843.85,265414.43,226867.55,231.51,997976,511.6,468.08,2600,1937.74,-0.1846,-0.208,0.4,0.4727,80.93,76.81,0.76,0.71
19800,20350,19700,20150,20020,20160,19240,18484.17,17774.58,319248,270661.6,368592.2,425746.75,268938.32,228487.43,263.01,1317224,506.61,475.78,2350,2020.19,-0.1579,-0.1829,0.5,0.4761,81.18,77.69,0.7474,0.7175
19750,20550,19700,20400,20020,20190,19347.5,18530.83,17812.92,408961,301523.6,314290,437690.85,272918.85,230483.7,273.19,1726185,516.87,484,2150,2046.15,-0.0833,-0.1331,0.5,0.4791,81.36,78.42,0.7363,0.7212
20550,21400,20450,21300,20270,20265,19505,18594.17,17857.08,800910,431091.2,336247.8,467648.2,284717.98,235109.67,336.26,2527095,590.81,505.36,2700,2176.92,-0.037,-0.0851,0.5,0.4817,82.22,79.18,0.7647,0.7299
21150,21350,20550,20750,20520,20310,19650,18646.67,17888.33,518398,463206.4,356124.1,481342.6,291045.62,233957.75,298.17,2008697,598.13,523.92,1150,1971.54,-0.3171,-0.2011,0.5,0.484,68.66,77.08,0.6237,0.7087
20800,20900,20350,20500,20620,20330,19790,18700,17917.5,225742,454651.8,351616.4,481880.15,291970.95,233370.08,296.85,1782955,577.11,534.56,900,1757.23,-0.4737,-0.3374,0.5,0.486,63.57,74.38,0.5918,0.6853
20750,20750,20300,20600,20710,20365,19950,18755.83,17946.67,241605,439123.2,354892.4,479247.3,292559.78,233450.07,349.1,2024560,562.04,540.05,500,1505.78,-0.4211,-0.3792,0.6,0.5002,53.53,70.21,0.5556,0.6594
20400,20650,20300,20450,20720,20370,20082.5,18811.67,17972.92,163534,390037.8,345780.7,474574.4,292860.47,232522.33,313.07,1861026,531.87,538.42,-100,1184.63,-0.5,-0.4396,0.5,0.5002,45.62,65.29,0.4881,0.6251
20500,20600,20150,20450,20550,20410,20192.5,18864.17,17996.67,241576,278171,354631.1,467437.75,290426.03,231231.33,286.54,1861026,502.16,531.16,150,977.7,-0.5,-0.4698,0.5,0.5002,46.41,61.51,0.519,0.6039
20450,20900,20250,20850,20570,20545,20305,18920.83,18024.17,393203,253132,358169.2,460097.1,293483.98,232747.87,280.47,2254229,505.08,525.95,550,892.16,-0.2895,-0.3796,0.6,0.5127,53.81,59.97,0.5632,0.5957
20700,21000,20550,20750,20620,20620,20362.5,18971.67,18049.58,341110,276205.6,365428.7,372582.85,293565.68,233521.79,170.02,1913119,493.63,519.48,500,813.73,-0.3421,-0.3609,0.5,0.5111,59.58,59.89,0.5568,0.588
20750,20800,20400,20550,20610,20660,20410,19015.83,18075,246328,277150.2,358136.7,363364.45,294253.55,234414.53,160.41,1666791,463.08,508.2,150,680.98,-0.4474,-0.4041,0.4,0.4972,54.26,58.77,0.5169,0.5737
