Price,William's %R,Roc,Momentum,RSI,CCI,ADX,TRIX,MACD,OBV,_TSF_,ATR,MFI
277000,-0.1852,101.65,1500,0.5429,70.61,0.5614,-0.11,-1562.66,-1915334,278510.99,2785.71,66.43
276000,-0.2593,101.47,1000,0.5278,42,0.5441,-0.09,-1501.09,-1942748,278648.35,2785.71,63.19
275500,-0.2963,101.1,3000,0.5938,12.96,0.5349,-0.08,-1475.63,-1971221,278170.33,2678.57,66.59
275000,-0.3333,100.36,3000,0.5938,-15.91,0.5326,-0.08,-1478.75,-1998637,277362.64,2607.14,71.99
277500,-0.1481,101.65,5000,0.6389,20.02,0.4861,-0.07,-1264.92,-1959715,277258.24,2750,73.09
277000,-0.1852,100.18,3000,0.5882,48.48,0.4458,-0.06,-1122.85,-1987792,277109.89,2714.29,71.7
276000,-0.2593,100,3000,0.5882,-32.86,0.4206,-0.05,-1078.53,-2019668,276401.1,2714.29,73.65
269000,-0.913,97.64,-7500,0.3171,-305.58,0.4603,-0.06,-1589.91,-2347198,274208.79,2535.71,34.99
264500,-0.9677,95.66,-11500,0.2653,-329.34,0.5047,-0.07,-2331.42,-2559910,270890.11,2642.86,19.74
264000,-0.8158,94.45,-11500,0.2653,-228.52,0.5489,-0.09,-2925.7,-2816464,267719.78,2857.14,16.29
263500,-0.8421,94.95,-13000,0.2292,-152.56,0.5873,-0.12,-3397.84,-2906026,264961.54,2892.86,19.32
264000,-0.8158,95.31,-15500,0.1395,-118.13,0.6205,-0.14,-3689.15,-2860288,263302.2,2642.86,13.58
264000,-0.8056,95.31,-13500,0.1538,-95.24,0.6385,-0.16,-3875.34,-2860288,261802.2,2535.71,18.92
262500,-0.8857,95.11,-14500,0.1463,-92.18,0.6596,-0.18,-4096.71,-2970065,260230.77,2607.14,17.69
263500,-0.8286,95.64,-13500,0.186,-73.98,0.6779,-0.2,-4143.69,-2917391,259423.08,2642.86,21.27
262500,-0.8857,95.45,-13500,0.186,-66.61,0.6937,-0.21,-4213.04,-2981435,258598.9,2642.86,20.72
263000,-0.8571,94.77,-12500,0.2093,-63.37,0.7091,-0.22,-4179.49,-2921469,258274.73,2642.86,20.27
262500,-0.8857,94.77,-12500,0.2093,-60.32,0.7225,-0.23,-4145.45,-2996338,258131.87,2642.86,19.62
264000,-0.8,95.65,-13500,0.1707,-42.16,0.7003,-0.23,-3951.89,-2929349,259269.23,2500,21.06
263000,-0.8571,97.77,-14000,0.1667,-40.53,0.6656,-0.23,-3834.97,-2995096,260478.02,2571.43,18.57
263000,-0.8571,99.43,-13000,0.175,-50.55,0.6356,-0.22,-3699.66,-2995096,261972.53,2500,18.35
269500,-0.3077,102.08,500,0.5128,362.53,0.622,-0.21,-3032.98,-2526135,264521.98,2535.71,45.86
270500,-0.2308,102.66,6000,0.6875,223.86,0.6101,-0.19,-2396.31,-2429099,266549.45,2321.43,49.29
271500,-0.1667,102.84,7500,0.7273,168.86,0.6048,-0.16,-1790.41,-2363268,268576.92,2107.14,61.19
270000,-0.2917,102.27,6500,0.6857,113.93,0.6002,-0.13,-1414.96,-2398491,269840.66,2071.43,56.8
270000,-0.2917,102.86,6000,0.6765,83.53,0.5858,-0.11,-1104.68,-2398491,270978.02,2107.14,54.84
270500,-0.25,102.66,6500,0.6857,77.78,0.5769,-0.08,-809.11,-2364617,272060.44,2107.14,53.7
271000,-0.2174,103.24,8500,0.7576,69.21,0.5693,-0.06,-528.42,-2330035,272807.69,2000,59.78
271000,-0.2174,103.04,7500,0.7419,65.81,0.567,-0.03,-302.5,-2330035,273450.55,1928.57,59.14
270000,-0.3043,102.86,7500,0.7419,50.43,0.55,-0.02,-201.81,-2380522,273384.62,1928.57,59.74
270500,-0.2609,102.46,7500,0.7419,41.93,0.5205,0,-80.74,-2327474,273302.2,1964.29,60
269500,-0.3636,102.47,7000,0.7188,24.53,0.4805,0.01,-64.74,-2395668,272598.9,2035.71,60.24
269000,-0.4091,102.28,5000,0.6667,-0.9,0.4458,0.02,-91.35,-2464007,271785.71,2000,54.51
270000,-0.3333,100.19,7000,0.7333,0.76,0.4259,0.02,-31.38,-2390757,270917.58,1964.29,60.3
270000,-0.7778,99.82,7000,0.7333,-54.31,0.4086,0.03,15.95,-2390757,269818.68,1964.29,64.42
264000,-0.7619,97.24,-5500,0.3103,-430.77,0.4338,0.02,-425.77,-2568869,267917.58,1821.43,32.59
264500,-0.7143,97.96,-6000,0.2857,-208.12,0.4461,0.01,-727.11,-2461022,266516.48,1892.86,44.21
267000,-0.45,98.89,-4500,0.3548,-90.35,0.415,0,-755.49,-2391492,266203.3,2071.43,44.37
271500,0,100.37,1500,0.5405,35.25,0.3622,0,-410.14,-2294047,267060.44,2285.71,51.72
269500,-0.2727,99.45,-500,0.4878,53.09,0.3271,0,-294.44,-2368318,267296.7,2428.57,57.77
270000,-0.2273,99.63,-500,0.4878,17.07,0.2841,0,-160.55,-2314413,267780.22,2464.29,53.23
268500,-0.3636,99.44,-2500,0.4419,8.29,0.253,0,-173.47,-2360116,267939.56,2535.71,49.22
268500,-0.3636,99.26,-2500,0.4419,-11.97,0.2197,0,-181.63,-2360116,268181.32,2535.71,46.41
269000,-0.3182,99.81,-1000,0.4762,0.52,0.1907,0.01,-146.06,-2337569,268472.53,2500,50.05
269500,-0.2727,100.19,-1000,0.4762,27.01,0.1811,0.01,-76.64,-2290419,269027.47,2535.71,55.22
270500,-0.1818,100.19,1000,0.5238,57.25,0.1803,0.01,58.39,-2249264,269725.27,2535.71,61.18
269500,-0.2727,99.81,500,0.5116,54.87,0.1874,0.01,83.75,-2320133,270016.48,2607.14,65.95
270500,-0.1818,102.46,500,0.5116,61.52,0.1935,0.01,182.44,-2279715,270752.75,2607.14,64.62
270000,-0.2273,102.08,0,0.5,61.52,0.1988,0.02,217.79,-2307395,271329.67,2642.86,62.59
281500,-0.122,105.43,17500,0.8182,382.09,0.28,0.04,1160.38,-1802541,274137.36,3035.71,89.21
282000,-0.1026,103.87,17500,0.8182,263.11,0.3505,0.06,1925.55,-1650964,276598.9,3071.43,89.68
280500,-0.2059,104.08,13500,0.7547,169.78,0.4124,0.09,2383.43,-1742727,278494.51,2964.29,89.05
282500,-0.0937,104.63,11000,0.7292,130.65,0.4661,0.12,2874.55,-1659163,281307.69,2821.43,88.95
282500,-0.0937,105.21,13000,0.7955,107.94,0.5126,0.15,3226.58,-1659163,283406.59,2678.57,88.76
281500,-0.1562,104.84,11500,0.7556,84.23,0.5408,0.17,3385.84,-1699251,284879.12,2678.57,89.74
281000,-0.1875,104.46,12500,0.7907,65.58,0.5526,0.19,3432.15,-1731487,285565.93,2607.14,90.74
282000,-0.125,104.64,13500,0.8,62.5,0.5658,0.2,3509.09,-1680423,286126.37,2642.86,93.15
283500,-0.0312,104.81,14500,0.8085,70.68,0.5851,0.21,3649.03,-1616312,286758.24,2714.29,93.42
282500,-0.0968,104.82,13000,0.7708,65.73,0.6043,0.22,3637.32,-1690458,286714.29,2714.29,93.14
282500,-0.1,104.44,12000,0.7609,60.14,0.6209,0.22,3586.7,-1690458,286417.58,2678.57,88.44
283000,-0.0667,104.81,13500,0.8,61.73,0.6352,0.22,3546.05,-1630896,285692.31,2642.86,89.05
284000,0,100.89,13500,0.8,89.19,0.6508,0.22,3553.56,-1556317,284983.52,2642.86,89.4
284000,0,100.71,14000,0.8182,135.74,0.6643,0.22,3518.95,-1556317,283741.76,2607.14,89.9
285000,-0.4783,101.6,3500,0.6522,180,0.6959,0.22,3531.5,-1150597,284346.15,2392.86,89.1
285000,-0.5,100.88,3000,0.6364,106.29,0.7232,0.22,3501.09,-1150597,284923.08,2392.86,78.95
285000,-0.5,100.88,4500,0.7368,102.68,0.7469,0.21,3437.36,-1150597,285137.36,2321.43,80.24
285000,-0.5,101.24,2500,0.6667,111.69,0.7682,0.21,3348.27,-1150597,285554.95,2250,79.98
285000,-0.5,101.42,2500,0.6667,102.51,0.7868,0.2,3240.3,-1150597,285890.11,2250,79.57
284000,-0.5909,100.71,2500,0.6667,54.32,0.7823,0.19,3039.02,-1183225,285681.32,2214.29,80.09
282000,-0.7727,99.47,1000,0.5556,-57.89,0.704,0.18,2687.14,-1251698,284730.77,2392.86,77.53
280500,-0.8333,99.29,-1500,0.4211,-208.13,0.6329,0.16,2261.17,-1361953,283494.51,2571.43,69.5
281500,-0.75,99.65,-2000,0.3889,-143.97,0.5712,0.14,1981.44,-1298989,282857.14,2607.14,69.46
281500,-0.75,99.47,-1000,0.4375,-91.5,0.5079,0.12,1739.69,-1298989,282109.89,2571.43,70.36
281000,-0.7917,98.94,-1500,0.4118,-134.46,0.4853,0.11,1490.58,-1386438,281252.75,2678.57,68.36
280500,-0.8333,98.77,-2500,0.3529,-93.13,0.4658,0.09,1238.53,-1429003,280390.11,2642.86,67.92
280500,-0.8333,98.42,-3500,0.2667,-89.64,0.4599,0.07,1026.95,-1429003,279785.71,2678.57,61.6
281000,-0.7917,98.6,-3000,0.3125,-60.36,0.4547,0.06,889.36,-1402392,279439.56,2714.29,60.65
281500,-0.4444,98.77,-3500,0.2667,-64.11,0.4833,0.05,811.31,-1240090,279510.99,2464.29,34.28
283500,-0.2222,99.47,-1500,0.4211,14.36,0.5081,0.04,900.46,-1175974,280269.23,2500,42.55
286000,-0.05,100.35,1000,0.5417,121.33,0.4761,0.04,1159.47,-1087864,281791.21,2607.14,43.68
286500,-0.0909,100.88,1500,0.56,153.42,0.4314,0.04,1389.08,-1000977,283423.08,2678.57,44.81
284500,-0.2727,100.89,-500,0.4828,102.28,0.4045,0.05,1393.6,-1052147,284434.07,2785.71,40.83
285000,-0.2273,101.6,1000,0.5357,92.35,0.3812,0.05,1421.14,-1022322,285428.57,2821.43,40.95
285000,-0.2273,101.24,3000,0.625,84.26,0.361,0.05,1426.52,-1022322,286038.46,2642.86,44.94
285000,-0.2273,101.24,4500,0.7143,65.88,0.3511,0.05,1414.48,-1022322,286285.71,2464.29,49.58
285000,-0.2273,101.42,3500,0.6842,65.9,0.329,0.06,1388.93,-1022322,286560.44,2392.86,47.55
284500,-0.2727,101.43,3000,0.65,48.14,0.3189,0.06,1313.2,-1048698,286576.92,2428.57,43.66
284000,-0.3182,101.25,3000,0.65,19.76,0.3188,0.06,1199.01,-1079080,286263.74,2321.43,46.89
284500,-0.2727,101.25,4000,0.7,19.44,0.3188,0.05,1135.77,-1050396,285906.59,2357.14,45.93
285000,-0.2273,101.24,4500,0.7143,27.18,0.3187,0.05,1113.17,-1026583,285560.44,2285.71,53.3
284500,-0.2727,100.35,3500,0.6667,5.51,0.3187,0.05,1042.89,-1054151,285010.99,2285.71,49.35
289500,-0.1364,101.22,8000,0.7667,344.26,0.3511,0.05,1374.8,-813569,285862.64,2214.29,75.76
290500,-0.0625,101.4,7000,0.75,235.79,0.3792,0.06,1698.95,-732716,287087.91,2071.43,76.34
289500,-0.2941,101.76,3500,0.64,161.33,0.4106,0.07,1853.78,-840267,288236.26,2035.71,73.35
289000,-0.3529,101.4,2500,0.6,98.88,0.4238,0.08,1914.07,-883275,289214.29,1964.29,64.9
289000,-0.3529,101.4,4500,0.7143,68.11,0.4213,0.09,1939.5,-883275,289758.24,1857.14,64.97
288000,-0.4706,101.05,3000,0.6364,44.83,0.4051,0.09,1857.54,-929424,289956.04,1857.14,63.33
287000,-0.5882,100.7,2000,0.5833,20.29,0.3774,0.09,1692.39,-972351,289769.23,1892.86,58.54
287000,-0.5882,100.88,2000,0.5833,-4.65,0.3351,0.09,1543.72,-972351,289516.48,1964.29,56.77
286500,-0.6471,100.88,1500,0.56,-19.51,0.2984,0.08,1369.75,-1001680,289054.95,1928.57,52.69
286500,-0.6471,100.7,2000,0.5833,-30.54,0.2775,0.08,1217.85,-1001680,288456.04,1892.86,52.16
285500,-0.7647,100.18,1500,0.56,-62.1,0.2699,0.07,1005.18,-1050437,287417.58,1892.86,50.86
286000,-0.75,100.53,1500,0.56,-69.57,0.2813,0.06,867,-982637,286560.44,2000,48.9
288500,-0.4375,99.65,3500,0.6207,10.3,0.2482,0.05,948.28,-896475,286456.04,2142.86,53.04
288000,-0.5,99.14,3500,0.6207,7.69,0.2194,0.05,961.27,-950228,286005.49,2142.86,58.02
287000,-0.5556,99.14,-2500,0.381,-62.78,0.253,0.05,880.72,-1152194,286032.97,2142.86,29.22
286000,-0.6667,98.96,-4500,0.2857,-35.9,0.2822,0.04,727.81,-1231454,286032.97,2178.57,28.99
287000,-0.4286,99.31,-2500,0.381,-68.73,0.3219,0.04,679.48,-1161885,286291.21,2214.29,26.56
288000,-0.2308,100,-1000,0.4545,40.71,0.334,0.03,713.64,-1103612,286829.67,2285.71,33.02
289500,0,100.87,500,0.52,158.44,0.3239,0.03,851.93,-1050262,287829.67,2321.43,39.23
288500,-0.1538,100.52,500,0.52,102.02,0.3262,0.03,870.8,-1090733,288351.65,2392.86,39.5
289000,-0.0769,100.87,2000,0.5833,109.45,0.3281,0.04,915.55,-1064178,288824.18,2357.14,43.52
288500,-0.1538,100.7,1500,0.56,73.02,0.336,0.04,900.28,-1110033,289087.91,2285.71,43.32
289000,-0.0769,101.23,2500,0.6,82.67,0.3427,0.04,917.95,-1084484,289357.14,2285.71,46.63
288000,-0.2308,100.7,1500,0.5556,23.33,0.3664,0.04,841.56,-1140215,289258.24,2357.14,45.39
289000,-0.0769,100.17,3500,0.6296,51.85,0.3868,0.04,851.89,-1098580,289219.78,2392.86,50.73
289000,-0.0769,100.35,3000,0.6154,74.67,0.4046,0.04,850.28,-1098580,289153.85,2250,53.28
290500,-0.0625,101.22,2000,0.5833,163.94,0.3576,0.04,958.98,-980956,289857.14,2214.29,54.93
292000,0,102.1,4000,0.6538,246.16,0.3241,0.04,1152.88,-894575,290835.16,2285.71,56.54
293500,-0.2963,102.26,6500,0.7407,252.09,0.3533,0.05,1411.31,-480718,291934.07,2285.71,81.94
293000,-0.3333,101.74,7000,0.7692,137,0.3787,0.06,1557.82,-601732,292500,2321.43,72.47
293500,-0.3478,101.38,6500,0.76,126.96,0.4006,0.07,1694.74,-530474,293153.85,2178.57,78.22
292000,-0.5,101.21,4000,0.6538,74.98,0.3949,0.07,1663.04,-614275,293340.66,2142.86,71.86
293000,-0.4091,101.38,3500,0.64,72.41,0.39,0.08,1699.02,-569225,293945.05,2107.14,71.68
292500,-0.4545,101.39,4000,0.6667,57.47,0.3857,0.08,1667.97,-601846,294115.38,2000,72.11
292500,-0.4545,101.21,3500,0.6522,54.9,0.382,0.08,1624.63,-601846,294241.76,1964.29,71.84
293000,-0.4091,101.74,4500,0.6957,59.07,0.387,0.09,1612.04,-562359,294307.69,1928.57,75.5
293500,-0.3636,101.56,4500,0.6957,71.54,0.3991,0.09,1623.7,-505616,294456.04,1928.57,76.13
293500,-0.381,101.56,5500,0.7619,78.17,0.4096,0.09,1614.33,-505616,294280.22,1785.71,80.33
294500,-0.3158,101.38,5500,0.7619,109.39,0.4333,0.09,1668.36,-416960,294384.62,1785.71,81.09
294000,-0.3889,100.68,5000,0.7273,118.41,0.4539,0.09,1651.8,-460804,294164.84,1785.71,81.07
294000,-0.5385,100.17,3500,0.6842,108.77,0.4717,0.09,1619.99,-460804,294043.96,1678.57,79.13
294000,-0.5385,100.34,2000,0.625,66.67,0.4871,0.09,1576.62,-460804,294071.43,1571.43,74.95
302000,-0.0435,102.9,8500,0.7931,380.95,0.5423,0.09,2162.84,-21423,296582.42,1714.29,75.75
301000,-0.1739,103.08,8000,0.7667,245.5,0.5908,0.1,2517.71,-235421,298439.56,1750,87.63
300000,-0.2609,102.39,6500,0.7097,146.5,0.6328,0.12,2687.28,-352857,299835.16,1785.71,78.62
299000,-0.3636,102.22,7000,0.7333,89.68,0.6276,0.13,2709.74,-476911,300467.03,1821.43,76.04
299000,-0.3636,102.22,6000,0.7143,73.21,0.623,0.13,2696.46,-476911,301043.96,1857.14,75.18
298500,-0.4286,101.88,6000,0.7143,42.11,0.5811,0.13,2615.43,-541554,301192.31,1928.57,73.26
299500,-0.3333,102.04,7000,0.7333,41.67,0.5447,0.14,2601.92,-482281,301428.57,2107.14,74.17
300000,-0.3,102.21,7000,0.7333,56.8,0.52,0.14,2601.57,-445281,301664.84,2142.86,74.14
300500,-0.25,102.04,7000,0.7333,62.1,0.5052,0.14,2611.53,-367476,301901.1,2178.57,74.57
300500,-0.25,102.21,7000,0.7333,66.06,0.499,0.14,2589.57,-367476,301906.59,2250,74.97
299500,-0.3889,101.87,5000,0.6667,51.2,0.4935,0.14,2463.09,-424390,301571.43,2214.29,70.11
299500,-0.3889,101.87,5500,0.6897,26.16,0.4537,0.13,2335.92,-424390,300983.52,2285.71,64.36
301500,-0.1667,99.83,7500,0.7273,87.1,0.4377,0.13,2369.21,-346211,300785.71,2357.14,66.28
301000,-0.3077,100,7000,0.7059,101.22,0.4238,0.13,2328.41,-439599,300197.8,2392.86,69.84
305000,-0.0556,101.67,3000,0.6154,223.9,0.457,0.13,2589,-184228,301928.57,2250,65.72
310500,-0.0667,103.85,9500,0.7714,339.39,0.5049,0.14,3202.4,74646,304956.04,2464.29,67.01
310000,-0.1,103.68,10000,0.7941,215.12,0.5464,0.15,3606.61,-78212,307351.65,2571.43,76.18
310500,-0.0667,104.02,11500,0.8485,158.08,0.5823,0.17,3922.08,24893,309384.62,2571.43,84.68
308000,-0.2333,102.84,9000,0.7368,108.36,0.6006,0.18,3925.12,-61699,310324.18,2678.57,79.63
308500,-0.2,102.83,10000,0.7632,81.9,0.6165,0.19,3922.65,-24991,311021.98,2607.14,81.07
309500,-0.1538,103,10000,0.7632,79.52,0.6349,0.19,3955.79,6363,311851.65,2500,80.72
310000,-0.1154,103.16,10000,0.7632,76.95,0.653,0.2,3976.56,42950,312582.42,2464.29,80.73
310500,-0.0769,103.67,10000,0.7632,72.1,0.6709,0.2,3987.4,89825,313214.29,2464.29,80.33
311000,-0.0741,103.84,10500,0.7692,77.05,0.6904,0.2,3990.34,149172,313659.34,2464.29,80.39
312000,0,103.48,12500,0.8205,77.93,0.7073,0.2,4026.94,206501,313868.13,2464.29,84.42
313000,-0.0667,103.99,13500,0.8293,106.4,0.7287,0.21,4089.5,290925,313950.55,2500,91.03
313500,-0.0333,102.79,12000,0.8158,130.7,0.7472,0.21,4131.79,348731,314082.42,2428.57,90.92
314500,0,101.29,13500,0.8462,157.58,0.7647,0.21,4197.62,405976,314016.48,2464.29,90.69
309500,-0.7353,99.84,4500,0.6098,88.12,0.7894,0.2,3802.49,-90000,312780.22,3035.71,60.31
314500,-0.5172,101.29,4000,0.6,92.19,0.8109,0.2,3848.45,56349,313791.21,3142.86,57.32
313500,-0.5862,101.79,3500,0.5854,78.7,0.8295,0.19,3760.82,-21671,314296.7,3107.14,52.34
310500,-0.7931,100.65,0,0.5,2.94,0.8056,0.19,3410,-95209,313917.58,3178.57,45.47
311500,-0.7241,100.65,3500,0.5814,-19.49,0.7726,0.18,3176.04,-27424,313384.62,3142.86,46.13
312000,-0.6897,100.65,3500,0.5814,-0.63,0.7441,0.16,2996.44,-3676,312967.03,3142.86,48.51
312000,-0.6897,100.48,2500,0.561,6.59,0.7269,0.15,2821.58,-3676,312609.89,3178.57,48.87
310500,-0.7931,99.84,500,0.5116,-76.19,0.6727,0.14,2532.76,-64191,311829.67,3321.43,45.09
309500,-0.8621,99.2,-1000,0.4773,-148.84,0.614,0.13,2197.85,-123843,310835.16,3321.43,41.02
309500,-0.8621,98.88,-1500,0.4651,-148.07,0.5517,0.11,1910.41,-123843,309961.54,3321.43,36.11
311000,-0.7586,99.2,-1000,0.4773,-96.73,0.5062,0.1,1783.09,-62647,309741.76,3357.14,36.29
311500,-0.7241,99.05,-1500,0.4651,-36.3,0.4823,0.09,1702.9,-20853,309873.63,3285.71,34.11
311000,-0.7586,100.48,-2500,0.4419,-38.65,0.4616,0.08,1580.79,-70180,310000,3321.43,29.7
311000,-0.7586,98.89,-3500,0.4146,-40.58,0.4437,0.07,1467.1,-70180,310384.62,3250,25.29
311000,-0.5714,99.2,1500,0.5484,-91.17,0.4304,0.06,1361.31,-70180,310005.49,2678.57,32.74
312000,-0.3529,100.48,-2500,0.3913,76.92,0.3897,0.05,1342.68,29681,310741.76,2428.57,29.25
311000,-0.4375,99.84,-2500,0.3913,38.37,0.3544,0.05,1233.01,-27471,311098.9,2392.86,27.52
311000,-0.4375,99.68,500,0.5294,7.73,0.3238,0.04,1133.04,-27471,311010.99,2250,28.5
311000,-0.4375,99.68,-500,0.4667,25.78,0.2973,0.04,1041.8,-27471,311082.42,2142.86,33.09
312000,-0.3125,100.48,0,0.5,66.29,0.2744,0.03,1038.22,1288,311543.96,2142.86,33.46
312000,-0.3125,100.81,0,0.5,109.16,0.2395,0.03,1023.58,1288,312005.49,2071.43,32.37
313000,-0.1875,101.13,2500,0.6667,166.67,0.2311,0.03,1080.22,32801,312489.01,1964.29,37.14
313000,-0.1875,100.64,3500,0.7692,154.8,0.2239,0.03,1112.28,32801,312714.29,1928.57,44.41
313000,-0.1875,100.48,3500,0.7692,105,0.2003,0.03,1124.73,32801,312824.18,1892.86,46.22
312000,-0.3125,100.32,1000,0.5833,60.76,0.1798,0.03,1041.89,-10136,312796.7,1821.43,39.74
312000,-0.3125,100.32,500,0.5455,52.38,0.162,0.03,965.12,-10136,312824.18,1785.71,36.48
313000,-0.1875,100.64,2000,0.6667,75,0.1466,0.03,973.74,30136,313032.97,1750,42.2
313500,-0.125,100.48,2500,0.6923,138.36,0.1542,0.03,1009.28,74775,313318.68,1785.71,48.24
314500,-0.3077,101.13,3500,0.7333,158.11,0.1607,0.04,1105.4,270339,313807.69,1750,76.1
315000,-0.25,101.29,3000,0.7143,183.59,0.1664,0.04,1208,351044,314500,1571.43,75.49
320500,-0.1304,103.05,9500,0.913,321.38,0.2527,0.05,1713.36,499939,316489.01,1892.86,85.33
318500,-0.3043,102.08,7500,0.7778,198.66,0.3275,0.06,1930.23,430104,317593.41,2035.71,82.22
316500,-0.4783,101.44,5500,0.6774,103.61,0.3463,0.07,1918.6,364035,317879.12,2214.29,75.36
314000,-0.6957,100.32,2000,0.5588,20.81,0.3272,0.07,1688.19,317228,317445.05,2321.43,70.63
316500,-0.4783,101.12,4500,0.6154,46.92,0.3176,0.07,1687.86,352622,317659.34,2464.29,70.98
317000,-0.4348,101.28,4000,0.6053,65.18,0.3162,0.08,1708.26,378293,318043.96,2500,70.8
317500,-0.3913,101.76,4500,0.6154,87.74,0.3329,0.08,1744.66,434830,318439.56,2571.43,70.56
319000,-0.2609,102.24,6000,0.6429,105.93,0.361,0.08,1872.95,509567,319115.38,2714.29,75.68
320000,-0.1739,102.24,8000,0.6905,104.97,0.3854,0.09,2031.89,561370,319703.3,2750,80.46
319500,-0.2174,101.91,7500,0.6744,93.49,0.4065,0.09,2093.38,509192,319884.62,2750,80.46
321500,-0.0435,102.23,8500,0.6889,124.71,0.4414,0.1,2277.24,587418,320565.93,2857.14,81.25
322000,0,102.22,8500,0.6889,138.34,0.4716,0.1,2435.23,629190,321197.8,2857.14,81.22
324500,-0.0833,101.25,10000,0.7083,150.54,0.515,0.11,2730.68,809503,322439.56,2892.86,81.03
319000,-0.5652,100.16,4000,0.569,59.89,0.5254,0.12,2492.3,714041,321868.13,3214.29,71.49
316500,-0.7826,100,-4000,0.4231,-60.83,0.482,0.11,2077.7,603026,321417.58,2964.29,58.51
317000,-0.7391,100.96,-1500,0.4694,-62.79,0.4444,0.1,1769.08,650640,320890.11,2857.14,59.95
315000,-0.913,99.53,-1500,0.4694,-88.15,0.3933,0.09,1347.58,572603,319489.01,2821.43,59.2
314000,-0.92,99.05,0,0.5,-134.41,0.3564,0.08,922.21,509870,317412.09,2785.71,58.22
312500,-0.963,98.43,-4000,0.4091,-148.77,0.3379,0.06,458.78,448213,315346.15,2714.29,53.06
319000,-0.4815,100,2000,0.5357,-43.02,0.3283,0.05,608.99,507363,315357.14,3071.43,54.62
319000,-0.4815,99.69,1500,0.5273,14.75,0.3281,0.04,719.73,507363,315390.11,3107.14,54.46
318500,-0.5185,99.69,-500,0.4906,-2,0.3198,0.03,758.4,464070,315494.51,3035.71,48.49
319000,-0.4815,99.22,-1000,0.4808,26.94,0.3221,0.03,819.94,508424,315934.07,3035.71,48.08
315500,-0.7407,97.98,-4000,0.431,-42,0.2841,0.03,579.62,428212,315318.68,3250,44.38
315000,-0.7778,97.07,-6500,0.3818,-78,0.2669,0.02,344.83,351471,315043.96,3250,36.89
314000,-0.8519,98.43,-8000,0.3571,-94.61,0.2519,0.01,77.19,288661,314785.71,3285.71,32.19
310500,-0.6667,98.1,-14000,0.2586,-222.21,0.2988,0,-412.59,-14539,314230.77,3571.43,13.42
310500,-0.5758,97.95,-8500,0.3191,-123.67,0.3122,-0.02,-791.62,-14539,313170.33,3464.29,22.02
311000,-0.5455,98.73,-5500,0.3721,-113.18,0.3239,-0.03,-1039.67,41584,312093.41,3428.57,23.12
312500,-0.4545,99.52,-4500,0.4,-71.35,0.3221,-0.05,-1102.51,108104,311714.29,3500,28.51
311500,-0.5152,99.68,-3500,0.4186,-62.32,0.3206,-0.06,-1218.95,69999,310846.15,3428.57,30.6
311000,-0.5455,97.49,-3000,0.4286,-64.54,0.323,-0.07,-1336.17,32445,309774.73,3428.57,31.35
310500,-0.5758,97.34,-2000,0.45,-68.18,0.325,-0.07,-1452.67,12866,308395.6,3357.14,32.67
310000,-0.6061,97.33,-9000,0.1786,-65.87,0.3268,-0.08,-1567.27,-5986,308082.42,2892.86,27.85
314500,-0.3333,98.59,-4500,0.3784,3.88,0.2975,-0.08,-1280.23,77049,309351.65,3035.71,29.97
312500,-0.4545,99.05,-6000,0.35,11.08,0.2721,-0.08,-1200.29,16206,310109.89,3107.14,29.47
313000,-0.3871,99.37,-6000,0.35,37.89,0.25,-0.08,-1084.1,62581,311296.7,3142.86,29.55
313000,-0.24,99.68,-2500,0.4242,63.69,0.2309,-0.07,-980.71,62581,312065.93,2964.29,35.62
313500,-0.0909,100.97,-1500,0.4545,90.25,0.2144,-0.07,-848.64,106746,312972.53,2857.14,41.53
313500,-0.0909,100.97,-500,0.4839,94.93,0.2,-0.06,-735.5,106746,313752.75,2785.71,44.49
312500,-0.2857,100.48,2000,0.5769,-23.05,0.2389,-0.06,-718.25,-40624,313648.35,2535.71,53.74
310000,-0.6429,99.2,-500,0.4839,-80.61,0.2726,-0.05,-895.98,-116883,312763.74,2428.57,41.2
311500,-0.4286,100,500,0.5152,-55.77,0.3019,-0.05,-905.35,-73569,312412.09,2464.29,48.17
311500,-0.4286,100.16,-1000,0.4667,-5.98,0.3143,-0.05,-902.38,-73569,312307.69,2392.86,46.13
311500,-0.4286,100.32,0,0.5,-17.37,0.3251,-0.05,-889.77,-73569,312060.44,2357.14,44
311500,-0.4286,100.48,500,0.5185,-31.11,0.3344,-0.05,-869.75,-73569,311725.27,2285.71,44.84
313000,-0.2143,99.52,2500,0.5862,37.04,0.2998,-0.04,-724.49,-36952,311714.29,2357.14,48.96
313500,-0.1429,100.32,3500,0.6207,74.16,0.2615,-0.04,-562.55,2682,311675.82,2428.57,53.02
314000,-0.0714,100.32,-500,0.4762,101.71,0.2396,-0.03,-389.37,38785,312456.04,2214.29,49.77
313000,-0.2143,100,500,0.5263,61.23,0.2078,-0.03,-329.02,6627,312615.38,2142.86,51.97
313500,-0.1429,100,500,0.5263,68.16,0.1803,-0.02,-238.11,31300,312989.01,2071.43,50.3
312500,-0.2857,99.68,-500,0.4762,25.38,0.1822,-0.02,-243.94,-16329,313060.44,2107.14,42.44
312500,-0.2857,100,-1000,0.45,7.87,0.1838,-0.01,-245.72,-16329,313236.26,2107.14,36.07
311500,-0.4286,100.48,-2000,0.4091,-56,0.1975,-0.01,-324.1,-62776,313159.34,2178.57,33.53
