Open,High,Low,Close,Price_5,Price_10,Price_20,Price_60,Price_120,Volume,Volume_5,Volume_10,Volume_20,Volume_60,Volume_120,Volume Ratio,OBV,MACD,MACD_Signal,Momentum,Momentum_Signal,William_R,William_D,Psychology,Psychology_Signal,MFI,MFI_Signal,RSI,RSI_Signal
26000.00,26450.00,25300.00,26150.00,25950.00,25755.00,25257.50,23229.17,14217.50,675420.00,614501.40,526543.30,619461.25,867423.73,573793.11,119.60,9685639.00,675.95,726.37,2350.00,1548.67,-0.19,-0.26,0.60,0.51,60.77,64.36,0.63,0.59
26500.00,26550.00,25150.00,25450.00,25740.00,25750.00,25325.00,23276.67,14429.58,777609.00,600559.20,559526.20,641402.00,870777.83,580273.18,110.97,8908030.00,611.96,703.49,1000.00,1438.94,-0.57,-0.41,0.50,0.51,54.04,62.30,0.55,0.58
24900.00,25300.00,24700.00,24800.00,25510.00,25705.00,25337.50,23327.50,14636.25,472406.00,588965.20,578334.90,646027.25,863891.78,584209.90,97.17,8435624.00,503.00,663.39,-1400.00,871.15,-0.86,-0.64,0.50,0.51,39.97,57.83,0.42,0.55
24800.00,25900.00,24800.00,25850.00,25610.00,25745.00,25412.50,23405.83,14851.67,549718.00,616564.20,602539.20,597275.95,846226.08,588790.88,137.57,8985342.00,495.66,629.85,0.00,696.92,-0.39,-0.51,0.50,0.51,38.82,54.03,0.50,0.54
25850.00,27000.00,25700.00,26600.00,25770.00,25765.00,25502.50,23495.00,15073.33,1042940.00,703618.60,648564.00,615857.00,848083.08,597482.05,144.96,10028282.00,544.09,612.70,1300.00,817.54,-0.16,-0.34,0.50,0.50,49.63,53.15,0.57,0.55
26450.00,26700.00,25850.00,26150.00,25770.00,25860.00,25600.00,23555.83,15291.25,484419.00,665418.40,639959.90,620623.70,835205.13,601518.88,142.26,9543863.00,539.94,598.14,650.00,784.03,-0.34,-0.34,0.50,0.50,49.30,52.38,0.53,0.54
26100.00,26100.00,25350.00,25450.00,25770.00,25755.00,25682.50,23586.67,15503.33,537560.00,617408.60,608983.90,631205.65,810561.27,605998.54,136.62,9006303.00,474.69,573.45,200.00,667.22,-0.62,-0.48,0.40,0.49,44.48,50.80,0.51,0.54
25700.00,25900.00,24300.00,24500.00,25710.00,25610.00,25685.00,23597.50,15707.50,635732.00,650073.80,619519.50,643481.40,807450.27,611296.31,115.54,8370571.00,342.38,527.24,-950.00,343.78,-0.93,-0.70,0.40,0.48,42.89,49.22,0.46,0.52
24700.00,24700.00,22850.00,23700.00,25280.00,25445.00,25560.00,23610.00,15905.00,953064.00,730743.00,673653.60,599263.05,802140.75,619238.51,73.10,7417507.00,171.00,455.99,-2700.00,-264.98,-0.80,-0.75,0.40,0.47,34.99,46.37,0.37,0.49
23700.00,24400.00,23300.00,24050.00,24770.00,25270.00,25470.00,23629.17,16105.42,602981.00,642751.20,673184.90,594989.90,806214.07,624263.35,90.84,8020488.00,62.69,377.33,-1150.00,-441.98,-0.71,-0.73,0.40,0.46,41.24,45.35,0.44,0.48
